"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pavlovia","0","16","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","5477","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3125.300000011921},{""page_index"":1,""viewing_time"":498},{""page_index"":2,""viewing_time"":160.10000002384186},{""page_index"":3,""viewing_time"":243},{""page_index"":4,""viewing_time"":178.5999999642372},{""page_index"":5,""viewing_time"":172.80000001192093},{""page_index"":6,""viewing_time"":161.89999997615814},{""page_index"":7,""viewing_time"":161.60000002384186},{""page_index"":8,""viewing_time"":170.19999998807907},{""page_index"":9,""viewing_time"":154.5},{""page_index"":10,""viewing_time"":260.60000002384186},{""page_index"":11,""viewing_time"":171}]","5459.300000011921","","","","","","","","","","","","","","",""
"pit-trial","2","9381","0.0-1.0-1.0-0.0","battery-v0.2","","393.30000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","1297.0999999642372,1894","2","0","1","","","",""
"pit-trial","3","13207","0.0-1.0-1.0-1.0","battery-v0.2","","316.4000000357628","&#9776;","elianto","#3366ff99","32","32","1","+10","1427.6000000238419,1816.699999988079","2","0","1","","","",""
"pit-trial","4","18602","0.0-1.0-1.0-2.0","battery-v0.2","","1884.1000000238419","&#9776;","elianto","#3366ff99","32","32","1","+10","3385.600000023842","1","0","1","","","",""
"pit-trial","5","22882","0.0-1.0-1.0-3.0","battery-v0.2","","770.5999999642372","&#9776;","elianto","#3366ff99","32","32","1","0","1420.300000011921,2271.399999976158","2","0","1","","","",""
"pit-trial","6","26597","0.0-1.0-1.0-4.0","battery-v0.2","","208.19999998807907","&#9776;","elianto","#3366ff99","32","32","1","+10","1708.1000000238419","1","0","1","","","",""
"call-function","7","26602","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","30371","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1293.9000000357628},{""page_index"":1,""viewing_time"":1665.0999999642372},{""page_index"":2,""viewing_time"":360.9000000357628},{""page_index"":3,""viewing_time"":154.69999998807907},{""page_index"":4,""viewing_time"":147.5},{""page_index"":5,""viewing_time"":144.69999998807907}]","3767.800000011921","","","","","","","","","","","","","","",""
"pit-trial","9","33999","0.0-1.0-4.0-0.0","battery-v0.2","","122.79999995231628","&#9776;","elianto","#3366ff99","-1","32","0","0","1623.6000000238419","1","0","2","","","",""
"pit-trial","10","39514","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","11","45028","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","50542","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","56053","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","14","56057","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","15","58694","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1474.0999999642372},{""page_index"":1,""viewing_time"":666.6999999880791},{""page_index"":2,""viewing_time"":170.30000001192093},{""page_index"":3,""viewing_time"":162.80000001192093},{""page_index"":4,""viewing_time"":162.30000001192093}]","2636.699999988079","","","","","","","","","","","","","","",""
"pit-trial","16","62350","0.0-1.0-7.0-0.0","battery-v0.2","","143.5999999642372","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1646.2999999523163","1","0","3","","","",""
"pit-trial","17","67865","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","18","73380","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","19","78893","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","20","84406","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","21","84410","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","22","85826","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1010.3000000119209},{""page_index"":1,""viewing_time"":404}]","1415.5","","","","","","","","","","","","","","",""
"pit-trial","23","89659","0.0-1.0-10.0-0.0","battery-v0.2","","322.89999997615814","&#9789;","elianto","#f73b6a7A","32","32","1","0","1823.3999999761581","1","0","4","","","",""
"pit-trial","24","93560","0.0-1.0-10.0-1.0","battery-v0.2","","387.10000002384186","&#9789;","elianto","#f73b6a7A","32","32","1","0","1386.3999999761581,1890.1000000238419","2","0","4","","","",""
"pit-trial","25","97362","0.0-1.0-10.0-2.0","battery-v0.2","","288.5999999642372","&#9789;","elianto","#f73b6a7A","32","32","1","0","1286.199999988079,1791.5","2","0","4","","","",""
"pit-trial","26","101042","0.0-1.0-10.0-3.0","battery-v0.2","","171.69999998807907","&#9789;","elianto","#f73b6a7A","32","32","1","0","1672.1000000238419","1","0","4","","","",""
"pit-trial","27","104892","0.0-1.0-10.0-4.0","battery-v0.2","","338.39999997615814","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1839.699999988079","1","0","4","","","",""
"call-function","28","104895","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","107680","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":874.0999999642372},{""page_index"":1,""viewing_time"":218.4000000357628},{""page_index"":2,""viewing_time"":358},{""page_index"":3,""viewing_time"":187},{""page_index"":4,""viewing_time"":332.39999997615814},{""page_index"":5,""viewing_time"":414.60000002384186},{""page_index"":6,""viewing_time"":398.5999999642372}]","2783.699999988079","","","","","","","","","","","","","","",""
"pit-comprehension","30","115537","0.0-1.0-13.0","battery-v0.2","","7852.399999976158","","","","","","","","","","","","","Press SPACE,10,10,True,True,True","3","1"
"instructions","31","116430","0.0-1.0-14.0-0.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":888.9000000357628}]","889.4000000357628","","","","","","","","","","","","","","",""
"pit-instructions","32","119082","0.0-1.0-14.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":864.3999999761581},{""page_index"":1,""viewing_time"":286.89999997615814},{""page_index"":2,""viewing_time"":154.80000001192093},{""page_index"":3,""viewing_time"":154.30000001192093},{""page_index"":4,""viewing_time"":147.30000001192093},{""page_index"":5,""viewing_time"":146.19999998807907},{""page_index"":6,""viewing_time"":153.69999998807907},{""page_index"":7,""viewing_time"":146.10000002384186},{""page_index"":8,""viewing_time"":147.19999998807907},{""page_index"":9,""viewing_time"":145.80000001192093},{""page_index"":10,""viewing_time"":154.19999998807907},{""page_index"":11,""viewing_time"":147.19999998807907}]","2648.899999976158","","","","","","","","","","","","","","",""
"pit-instructions","33","119975","0.0-1.0-14.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":134},{""page_index"":1,""viewing_time"":146.39999997615814},{""page_index"":2,""viewing_time"":154.80000001192093},{""page_index"":3,""viewing_time"":154.60000002384186},{""page_index"":4,""viewing_time"":146.5},{""page_index"":5,""viewing_time"":153.69999998807907}]","890.8000000119209","","","","","","","","","","","","","","",""
"pit-instructions","34","120730","0.0-1.0-14.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":143.4000000357628},{""page_index"":1,""viewing_time"":154.39999997615814},{""page_index"":2,""viewing_time"":154.80000001192093},{""page_index"":3,""viewing_time"":153.30000001192093},{""page_index"":4,""viewing_time"":146.5}]","752.8000000119209","","","","","","","","","","","","","","",""
"pit-instructions","35","121235","0.0-1.0-14.0-4.0","battery-v0.2","[{""page_index"":0,""viewing_time"":168.69999998807907},{""page_index"":1,""viewing_time"":334.60000002384186}]","503.5999999642372","","","","","","","","","","","","","","",""
"pit-instructions","36","123299","0.0-1.0-14.0-5.0","battery-v0.2","[{""page_index"":0,""viewing_time"":298.5999999642372},{""page_index"":1,""viewing_time"":375.69999998807907},{""page_index"":2,""viewing_time"":283.80000001192093},{""page_index"":3,""viewing_time"":154.9000000357628},{""page_index"":4,""viewing_time"":170.79999995231628},{""page_index"":5,""viewing_time"":323.9000000357628},{""page_index"":6,""viewing_time"":454.89999997615814}]","2063.5","","","","","","","","","","","","","","",""
"pit-comprehension","37","131260","0.0-1.0-14.0-6.0","battery-v0.2","","7956.600000023842","","","","","","","","","","","","","Press SPACE,10,10,True,True,True","3","1"
"instructions","38","133129","0.0-1.0-14.1-0.1-0.1","battery-v0.2","[{""page_index"":0,""viewing_time"":1865.3999999761581}]","1865.800000011921","","","","","","","","","","","","","","",""
"pit-instructions","39","138322","0.0-1.0-14.1-1.1","battery-v0.2","[{""page_index"":0,""viewing_time"":2555.699999988079},{""page_index"":1,""viewing_time"":609.5},{""page_index"":2,""viewing_time"":203.4000000357628},{""page_index"":3,""viewing_time"":319.30000001192093},{""page_index"":4,""viewing_time"":145.19999998807907},{""page_index"":5,""viewing_time"":309.89999997615814},{""page_index"":6,""viewing_time"":139.30000001192093},{""page_index"":7,""viewing_time"":153.69999998807907},{""page_index"":8,""viewing_time"":154.4000000357628},{""page_index"":9,""viewing_time"":145.29999995231628},{""page_index"":10,""viewing_time"":145.60000002384186},{""page_index"":11,""viewing_time"":310}]","5192","","","","","","","","","","","","","","",""
