"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","10","36036","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","11","41551","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","47063","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","52578","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","14","52580","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","15","54196","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":968.1000000014901},{""page_index"":1,""viewing_time"":170.60000000149012},{""page_index"":2,""viewing_time"":152.39999999850988},{""page_index"":3,""viewing_time"":167.29999999701977},{""page_index"":4,""viewing_time"":155.10000000149012}]","1614.3999999985099","","","","","","","","","","","","","","",""
"pit-trial","16","59708","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","17","65223","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","18","70735","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","19","76239","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","20","81749","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","21","81752","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","22","83103","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1154.7999999970198},{""page_index"":1,""viewing_time"":194.80000000447035}]","1350.2999999970198","","","","","","","","","","","","","","",""
"pit-trial","23","87508","0.0-1.0-10.0-0.0","battery-v0.2","","893.3999999985099","&#9789;","elianto","#f73b6a7A","32","32","1","0","2396.10000000149","1","0","4","","","",""
"pit-trial","24","91223","0.0-1.0-10.0-1.0","battery-v0.2","","204.70000000298023","&#9789;","elianto","#f73b6a7A","32","32","1","0","1704.8999999985099","1","0","4","","","",""
"pit-trial","25","95002","0.0-1.0-10.0-2.0","battery-v0.2","","273.70000000298023","&#9789;","elianto","#f73b6a7A","32","32","1","0","1437.2000000029802,1773.8000000044703","2","0","4","","","",""
"pit-trial","26","98699","0.0-1.0-10.0-3.0","battery-v0.2","","186.19999999552965","&#9789;","elianto","#f73b6a7A","32","32","1","0","1688.1999999955297","1","0","4","","","",""
"pit-trial","27","102554","0.0-1.0-10.0-4.0","battery-v0.2","","347.70000000298023","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1850.1000000014901","1","0","4","","","",""
"call-function","28","102556","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","104814","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":979.3999999985099},{""page_index"":1,""viewing_time"":196.5},{""page_index"":2,""viewing_time"":147.5},{""page_index"":3,""viewing_time"":188.5},{""page_index"":4,""viewing_time"":147.20000000298023},{""page_index"":5,""viewing_time"":400},{""page_index"":6,""viewing_time"":196.5}]","2256.7999999970198","","","","","","","","","","","","","","",""
"pit-comprehension","30","124752","0.0-1.0-13.0","battery-v0.2","","19930.70000000298","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","0","1"
