"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","73","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4359","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","57135","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2382},{""page_index"":1,""viewing_time"":5038.699999809265},{""page_index"":2,""viewing_time"":3665},{""page_index"":3,""viewing_time"":2553.800000190735},{""page_index"":4,""viewing_time"":1446.7999999523163},{""page_index"":5,""viewing_time"":3087.2000000476837},{""page_index"":6,""viewing_time"":2529.5},{""page_index"":7,""viewing_time"":2909.399999856949},{""page_index"":8,""viewing_time"":2465},{""page_index"":9,""viewing_time"":2852.9000000953674},{""page_index"":10,""viewing_time"":6374.399999856949},{""page_index"":11,""viewing_time"":3947.9000000953674},{""page_index"":12,""viewing_time"":5856.299999952316},{""page_index"":13,""viewing_time"":3075.5},{""page_index"":14,""viewing_time"":4585.900000095367}]","52771.699999809265","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","3","60063","0.0-2.0-1.0-0.0","battery-v0.2","","","69.40000009536743","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","920","1","0","0","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","4","63337","0.0-2.0-1.1-0.1","battery-v0.2","","","413.2000000476837","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1264.7000000476837","1","0","0","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","5","66808","0.0-2.0-1.2-0.2","battery-v0.2","","","616.7999999523163","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1467.1000001430511","1","0","0","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","6","70088","0.0-2.0-1.3-0.3","battery-v0.2","","","423.10000014305115","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1276","1","0","0","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","7","73449","0.0-2.0-1.4-0.4","battery-v0.2","","","493.90000009536743","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1353.0999999046326","1","0","0","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-instructions","8","82268","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2554.5},{""page_index"":1,""viewing_time"":2161.600000143051},{""page_index"":2,""viewing_time"":2691.0999999046326},{""page_index"":3,""viewing_time"":1406.2999999523163}]","8814","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","87126","0.0-2.0-3.0-0.0","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","10","91985","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","11","96844","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","12","101703","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","13","106562","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-instructions","14","163369","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2567.300000190735},{""page_index"":1,""viewing_time"":3091.0999999046326},{""page_index"":2,""viewing_time"":3947.7999999523163},{""page_index"":3,""viewing_time"":3175.7000000476837},{""page_index"":4,""viewing_time"":1992.2000000476837},{""page_index"":5,""viewing_time"":2125.5999999046326},{""page_index"":6,""viewing_time"":2125.7000000476837},{""page_index"":7,""viewing_time"":2367.7000000476837},{""page_index"":8,""viewing_time"":6053.599999904633},{""page_index"":9,""viewing_time"":4109.600000143051},{""page_index"":10,""viewing_time"":2796.7999999523163},{""page_index"":11,""viewing_time"":1850.5999999046326},{""page_index"":12,""viewing_time"":4695.799999952316},{""page_index"":13,""viewing_time"":3103.7000000476837},{""page_index"":14,""viewing_time"":2634},{""page_index"":15,""viewing_time"":1326.2000000476837},{""page_index"":16,""viewing_time"":6069.900000095367},{""page_index"":17,""viewing_time"":2767.7999999523163}]","56801.60000014305","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","167203","0.0-2.0-5.0-0.0","battery-v0.2","","","977.5999999046326","&#9776;","elianto","#3366ff99","32","32","1","+10","1829.9000000953674","1","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","16","170930","0.0-2.0-5.0-1.0","battery-v0.2","","","868.6000001430511","&#9776;","elianto","#3366ff99","32","32","1","+10","1721.1000001430511","1","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","17","174279","0.0-2.0-5.0-2.0","battery-v0.2","","","488.2000000476837","&#9776;","elianto","#3366ff99","32","32","1","+10","1343","1","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","18","177600","0.0-2.0-5.0-3.0","battery-v0.2","","","460","&#9776;","elianto","#3366ff99","32","32","1","0","1315.0999999046326","1","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","19","181158","0.0-2.0-5.0-4.0","battery-v0.2","","","702.7999999523163","&#9776;","elianto","#3366ff99","32","32","1","+10","1554.6999998092651","1","0","1","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","20","181160","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","207987","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4964.899999856949},{""page_index"":1,""viewing_time"":1753.5},{""page_index"":2,""viewing_time"":2489.100000143051},{""page_index"":3,""viewing_time"":4194.5},{""page_index"":4,""viewing_time"":5240.099999904633},{""page_index"":5,""viewing_time"":8182.799999952316}]","26825.39999985695","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","22","211723","0.0-2.0-8.0-0.0","battery-v0.2","","","877.4000000953674","&#9761;","elianto","#3366ff99","-1","32","0","0","1729.5","1","0","2","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","23","216581","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","24","221440","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","25","226299","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","26","231158","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","27","231160","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","28","241018","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1161.2999999523163},{""page_index"":1,""viewing_time"":888.4000000953674},{""page_index"":2,""viewing_time"":1406.2999999523163},{""page_index"":3,""viewing_time"":4626.400000095367},{""page_index"":4,""viewing_time"":1774}]","9856.799999952316","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","29","244411","0.0-2.0-11.0-0.0","battery-v0.2","","","535.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1386.3000001907349","1","0","3","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","30","249270","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","31","254129","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","32","258988","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","33","263847","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","34","263849","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","35","277386","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4912.299999952316},{""page_index"":1,""viewing_time"":4946},{""page_index"":2,""viewing_time"":1963.9000000953674},{""page_index"":3,""viewing_time"":1713.2999999523163}]","13535.900000095367","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","36","282243","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","37","285616","0.0-2.0-14.0-1.0","battery-v0.2","","","515.2000000476837","&#9789;","elianto","#f73b6a7A","32","32","1","0","1366.6000001430511","1","0","4","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","38","288966","0.0-2.0-14.0-2.0","battery-v0.2","","","494","&#9789;","elianto","#f73b6a7A","32","32","1","0","1344.3000001907349","1","0","4","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","39","292211","0.0-2.0-14.0-3.0","battery-v0.2","","","390.39999985694885","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1240.7999999523163","1","0","4","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","40","295508","0.0-2.0-14.0-4.0","battery-v0.2","","","443.89999985694885","&#9789;","elianto","#f73b6a7A","32","32","1","0","1294.2999999523163","1","0","4","6100894ca36594e9bd02052e&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","41","295510","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","42","342529","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2821.2000000476837},{""page_index"":1,""viewing_time"":3128.2000000476837},{""page_index"":2,""viewing_time"":9770.599999904633},{""page_index"":3,""viewing_time"":3919.7000000476837},{""page_index"":4,""viewing_time"":14333.799999952316},{""page_index"":5,""viewing_time"":2100.7000000476837},{""page_index"":6,""viewing_time"":6554.5},{""page_index"":7,""viewing_time"":2804.4000000953674},{""page_index"":8,""viewing_time"":1583.7999999523163}]","47017.299999952316","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","43","347783","0.0-2.0-17.0-0.0","battery-v0.2","","","5250.400000095367","","","","","","","","","","","","","","","SPACE","0","","","","","","",""
"pit-instructions","44","351941","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4136.799999952316}]","4137.299999952316","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","45","357231","0.0-2.0-18.0-0.0","battery-v0.2","","","5287.400000095367","","","","","","","","","","","","","","","10","0","","","","","","",""
"pit-instructions","46","358782","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1538.9000000953674}]","1539.4000000953674","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","47","362740","0.0-2.0-19.0-0.0","battery-v0.2","","","3954.9000000953674","","","","","","","","","","","","","","","0","0","","","","","","",""
"pit-instructions","48","364330","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1577.5}]","1577.6999998092651","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","49","374086","0.0-2.0-20.0-0.0","battery-v0.2","","","9753.100000143051","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","50","375379","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1279.6000001430511}]","1280.1000001430511","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","51","386699","0.0-2.0-21.0-0.0","battery-v0.2","","","11316.600000143051","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","52","387902","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1189}]","1189.6000001430511","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","53","392910","0.0-2.0-22.0-0.0","battery-v0.2","","","5004.599999904633","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","54","394206","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1282.0999999046326}]","1282.7000000476837","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","55","400547","0.0-2.0-23.0-0.0","battery-v0.2","","","6337.200000047684","","","","","","","","","","","","","","","False","0","","","","","","",""
"pit-instructions","56","401985","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1423.4000000953674}]","1424","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","57","413275","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2264.7999999523163},{""page_index"":1,""viewing_time"":4339.800000190735},{""page_index"":2,""viewing_time"":4683.399999856949}]","11288.5","","","","","","","","","","","","","","","","","","","","","","",""
