"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId"
"pit-trial","12","97189","0.0-2.0-1.8-0.8","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","13","102050","0.0-2.0-1.9-0.9","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","14","106909","0.0-2.0-1.10-0.10","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","15","111770","0.0-2.0-1.11-0.11","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","16","114789","0.0-2.0-1.11-1.11-0.11","battery-v0.2","","[{""page_index"":0,""viewing_time"":2734.699999999255},{""page_index"":1,""viewing_time"":281.7000000011176}]","3017.2999999988824","","","","","","","","","","","","",""
"pit-trial","17","117770","0.0-2.0-1.12-0.12","battery-v0.2","","","124.59999999962747","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","974.9000000003725","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","18","120950","0.0-2.0-1.13-0.13","battery-v0.2","","","323.7999999988824","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1174.5","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","19","124350","0.0-2.0-1.14-0.14","battery-v0.2","","","541.3999999985099","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1391.5","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","20","155622","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":22519.300000000745},{""page_index"":1,""viewing_time"":2836.4000000003725},{""page_index"":2,""viewing_time"":2565.199999999255},{""page_index"":3,""viewing_time"":3343.4000000003725}]","31264.700000001118","","","","","","","","","","","","",""
"pit-trial","21","158707","0.0-2.0-3.0-0.0","battery-v0.2","","","228.30000000074506","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1077.9000000003725","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","22","161890","0.0-2.0-3.1-0.1","battery-v0.2","","","320","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1177.699999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","23","164996","0.0-2.0-3.2-0.2","battery-v0.2","","","249.2999999988824","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1100","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","24","168237","0.0-2.0-3.3-0.3","battery-v0.2","","","380.40000000037253","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1233.300000000745","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","25","171393","0.0-2.0-3.4-0.4","battery-v0.2","","","298","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1148.4000000003725","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","26","174611","0.0-2.0-3.5-0.5","battery-v0.2","","","360.40000000037253","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1210.5999999996275","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","27","181593","0.0-2.0-3.5-1.5-0.5","battery-v0.2","","[{""page_index"":0,""viewing_time"":2500},{""page_index"":1,""viewing_time"":4478.800000000745}]","6979.4000000003725","","","","","","","","","","","","",""
"pit-trial","28","184771","0.0-2.0-3.6-0.6","battery-v0.2","","","319.7999999988824","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1170.199999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","29","187803","0.0-2.0-3.7-0.7","battery-v0.2","","","176.59999999962747","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1026.699999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","30","190930","0.0-2.0-3.8-0.8","battery-v0.2","","","269.09999999962747","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1119.2000000011176","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","31","193902","0.0-2.0-3.9-0.9","battery-v0.2","","","111.90000000037253","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","962.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","32","196912","0.0-2.0-3.10-0.10","battery-v0.2","","","151.09999999962747","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1002","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","33","199986","0.0-2.0-3.11-0.11","battery-v0.2","","","215.90000000037253","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","1066.2999999988824","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","34","204592","0.0-2.0-3.11-1.11-0.11","battery-v0.2","","[{""page_index"":0,""viewing_time"":3719.5},{""page_index"":1,""viewing_time"":884}]","4604.299999998882","","","","","","","","","","","","",""
"pit-trial","35","209455","0.0-2.0-3.12-0.12","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","36","214315","0.0-2.0-3.13-0.13","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","37","219173","0.0-2.0-3.14-0.14","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
