"trial_type","trial_index","time_elapsed","internal_node_id","task_version","responses","num_errors","rt","view_history"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","",""
"pit-comprehension","1","7027","0.0-1.0-0.0-0.0","battery-v0.2","[""ENTER""]","1","7018.699999809265",""
"pit-instructions","2","14778","0.0-1.0-0.0-1.0","battery-v0.2","","","7749.099999904633","[{""page_index"":0,""viewing_time"":7748.5}]"
