"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","181","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","2661","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","71171","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2775.550000369549},{""page_index"":1,""viewing_time"":3491.3149997591972},{""page_index"":2,""viewing_time"":4477.909999899566},{""page_index"":3,""viewing_time"":3127.284999936819},{""page_index"":4,""viewing_time"":5369.975000154227},{""page_index"":5,""viewing_time"":2490.2599998749793},{""page_index"":6,""viewing_time"":1662.9600003361702},{""page_index"":7,""viewing_time"":2314.349999651313},{""page_index"":8,""viewing_time"":4218.3700003661215},{""page_index"":9,""viewing_time"":2126.9999998621643},{""page_index"":10,""viewing_time"":5794.735000003129},{""page_index"":11,""viewing_time"":3112.3250001110137},{""page_index"":12,""viewing_time"":2324.854999780655},{""page_index"":13,""viewing_time"":1174.0500000305474},{""page_index"":12,""viewing_time"":7550.650000106543},{""page_index"":11,""viewing_time"":2686.1999998800457},{""page_index"":10,""viewing_time"":4172.27500025183},{""page_index"":9,""viewing_time"":1686.5849997848272},{""page_index"":10,""viewing_time"":385.77499985694885},{""page_index"":11,""viewing_time"":579.1850001551211},{""page_index"":12,""viewing_time"":1171.4050001464784},{""page_index"":13,""viewing_time"":2115.0549999438226},{""page_index"":14,""viewing_time"":3697.9549997486174}]","68507.06000020728","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","3","74067","0.0-2.0-1.0-0.0","battery-v0.2","","","35.18499992787838","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","886.2749999389052","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","4","77106","0.0-2.0-1.1-0.1","battery-v0.2","","","180.8449998497963","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","95.64500022679567,1030.9700001962483,2397.76000007987,2860.980000346899","4","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","5","80664","0.0-2.0-1.2-0.2","battery-v0.2","","","696.5749999508262","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","812.3350003734231,1547.240000218153","2","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","6","84023","0.0-2.0-1.3-0.3","battery-v0.2","","","498.97499987855554","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1349.045000039041","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","7","87351","0.0-2.0-1.4-0.4","battery-v0.2","","","468.72999984771013","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1320.3400000929832","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-instructions","8","137778","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1860.455000307411},{""page_index"":1,""viewing_time"":3011.4449998363853},{""page_index"":2,""viewing_time"":3374.4899998418987},{""page_index"":3,""viewing_time"":42174.48000004515}]","50421.270000282675","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","141874","0.0-2.0-3.0-0.0","battery-v0.2","","","1239.2899999395013","&#9854;","elianto","#FFFFF080","-1","32","0","&#10060","2089.9900002405047","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","10","146737","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","11","151599","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","12","156459","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","13","161321","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
