"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pit-trial","15","121918","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3",""
"pit-trial","16","127425","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3",""
"pit-trial","17","132934","0.0-1.0-7.3-0.3","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3",""
"call-function","18","132935","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","19","139405","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6316.519999993034},{""page_index"":1,""viewing_time"":152.86999999079853}]","6469.745000009425","","","","","","","","","","","",""
"pit-trial","20","144912","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","21","150420","0.0-1.0-10.1-0.1","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","22","156633","0.0-1.0-10.2-0.2","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","23","164698","0.0-1.0-10.3-0.3","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","24","172525","0.0-1.0-10.4-0.4","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","25","180404","0.0-1.0-10.5-0.5","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","26","187207","0.0-1.0-10.6-0.6","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","27","194258","0.0-1.0-10.7-0.7","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","28","199763","0.0-1.0-10.8-0.8","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","3912.5650000059977,4347.0349999843165,4547.944999998435","3","0","4",""
"pit-trial","29","203933","0.0-1.0-10.9-0.9","battery-v0.2","","664.9650000035763","&#9899;","elianto","#f73b6a7A","32","32","1","0","2165.749999927357","1","0","4",""
"pit-trial","30","208164","0.0-1.0-10.10-0.10","battery-v0.2","","723.1049999827519","&#9899;","elianto","#f73b6a7A","32","32","1","0","2224.229999934323","1","0","4",""
"pit-trial","31","213673","0.0-1.0-10.11-0.11","battery-v0.2","","-1","&#9899;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","32","218059","0.0-1.0-10.12-0.12","battery-v0.2","","878.969999961555","&#9899;","elianto","#f73b6a7A","32","32","1","0","2379.24500007648","1","0","4",""
"pit-trial","33","221897","0.0-1.0-10.13-0.13","battery-v0.2","","329.3399999383837","&#9899;","elianto","#f73b6a7A","32","32","1","0","1832.1599999908358","1","0","4",""
"pit-trial","34","225440","0.0-1.0-10.14-0.14","battery-v0.2","","39.70500000286847","&#9899;","elianto","#f73b6a7A","32","32","1","0","1539.809999987483","1","0","4",""
"call-function","35","225441","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","",""
