"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","30","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","63268","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3890.5},{""page_index"":1,""viewing_time"":2213.4000000953674},{""page_index"":2,""viewing_time"":2882},{""page_index"":3,""viewing_time"":4653.699999809265},{""page_index"":4,""viewing_time"":3701},{""page_index"":5,""viewing_time"":2906.300000190735},{""page_index"":6,""viewing_time"":4406.199999809265},{""page_index"":7,""viewing_time"":2369.9000000953674},{""page_index"":8,""viewing_time"":3443.7999997138977},{""page_index"":9,""viewing_time"":4589.200000286102},{""page_index"":10,""viewing_time"":1653.2999997138977},{""page_index"":11,""viewing_time"":1116.4000000953674},{""page_index"":12,""viewing_time"":2149.9000000953674},{""page_index"":13,""viewing_time"":4662.800000190735},{""page_index"":14,""viewing_time"":5547.799999713898},{""page_index"":15,""viewing_time"":4428.5},{""page_index"":16,""viewing_time"":5045.099999904633},{""page_index"":17,""viewing_time"":3574.6000003814697}]","63235","","","","","","","","","","","","","",""
"pit-trial","2","66675","0.0-1.0-1.0-0.0","battery-v0.2","","552.9000000953674","&#9776;","elianto","#3366ff99","32","32","1","+10","1403.5","1","0","1","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","3","70036","0.0-1.0-1.0-1.0","battery-v0.2","","500.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1351.1999998092651","1","0","1","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","4","73414","0.0-1.0-1.0-2.0","battery-v0.2","","519.4000000953674","&#9776;","elianto","#3366ff99","32","32","1","+10","1370.6999998092651","1","0","1","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","5","76793","0.0-1.0-1.0-3.0","battery-v0.2","","524.4000000953674","&#9776;","elianto","#3366ff99","32","32","1","0","1375.5","1","0","1","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","6","80149","0.0-1.0-1.0-4.0","battery-v0.2","","500.40000009536743","&#9776;","elianto","#3366ff99","32","32","1","+10","1352.1999998092651","1","0","1","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"call-function","7","80153","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","95929","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3901.800000190735},{""page_index"":1,""viewing_time"":2985.199999809265},{""page_index"":2,""viewing_time"":3979.699999809265},{""page_index"":3,""viewing_time"":4908.800000190735}]","15776","","","","","","","","","","","","","",""
"pit-trial","9","99421","0.0-1.0-4.0-0.0","battery-v0.2","","636","&#9761;","elianto","#3366ff99","-1","32","0","0","1486.2999997138977","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","10","102829","0.0-1.0-4.0-1.0","battery-v0.2","","553.3000001907349","&#9761;","elianto","#3366ff99","-1","32","0","0","1403.8000001907349","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","11","106179","0.0-1.0-4.0-2.0","battery-v0.2","","492.90000009536743","&#9761;","elianto","#3366ff99","-1","32","0","0","1343,3221.5","2","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","12","109553","0.0-1.0-4.0-3.0","battery-v0.2","","508.90000009536743","&#9761;","elianto","#3366ff99","-1","32","0","0","1359.9000000953674","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","13","112973","0.0-1.0-4.0-4.0","battery-v0.2","","552.8000001907349","&#9761;","elianto","#3366ff99","-1","32","0","+10","1404.5","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","14","116284","0.0-1.0-4.1-0.1","battery-v0.2","","454.30000019073486","&#9761;","elianto","#3366ff99","-1","32","0","0","1305.5","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","15","119657","0.0-1.0-4.1-1.1","battery-v0.2","","515.8000001907349","&#9761;","elianto","#3366ff99","-1","32","0","0","1366.9000000953674","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
"pit-trial","16","122998","0.0-1.0-4.1-2.1","battery-v0.2","","484.90000009536743","&#9761;","elianto","#3366ff99","-1","32","0","0","1335.4000000953674","1","0","2","6116dbe45627197e81d4bd7a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999",""
