"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pavlovia","0","15","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","3164","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1346.699999988079},{""page_index"":1,""viewing_time"":169.30000001192093},{""page_index"":2,""viewing_time"":168.7999999821186},{""page_index"":3,""viewing_time"":157.80000001192093},{""page_index"":4,""viewing_time"":168.40000000596046},{""page_index"":5,""viewing_time"":157.2999999821186},{""page_index"":6,""viewing_time"":169.09999999403954},{""page_index"":7,""viewing_time"":157.10000002384186},{""page_index"":8,""viewing_time"":169},{""page_index"":9,""viewing_time"":157.2999999821186},{""page_index"":10,""viewing_time"":146.40000000596046},{""page_index"":11,""viewing_time"":180.19999998807907}]","3148","","","","","","","","","","","","","","",""
"pit-trial","2","7347","0.0-1.0-1.0-0.0","battery-v0.2","","678.5","&#9776;","elianto","#3366ff99","32","32","1","+10","2178.5","1","0","1","","","",""
"pit-trial","3","12855","0.0-1.0-1.0-1.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","3966.7000000178814","1","0","1","","","",""
"pit-trial","4","16433","0.0-1.0-1.0-2.0","battery-v0.2","","72.2999999821186","&#9776;","elianto","#3366ff99","32","32","1","+10","1574","1","0","1","","","",""
"pit-trial","5","20215","0.0-1.0-1.0-3.0","battery-v0.2","","275.40000000596046","&#9776;","elianto","#3366ff99","32","32","1","0","1775.5","1","0","1","","","",""
"pit-trial","6","23810","0.0-1.0-1.0-4.0","battery-v0.2","","93.69999998807907","&#9776;","elianto","#3366ff99","32","32","1","+10","975.2000000178814,1594","2","0","1","","","",""
"call-function","7","23812","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","34616","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":9993.300000011921},{""page_index"":1,""viewing_time"":168.7999999821186},{""page_index"":2,""viewing_time"":180},{""page_index"":3,""viewing_time"":156.90000000596046},{""page_index"":4,""viewing_time"":146.90000000596046},{""page_index"":5,""viewing_time"":157.40000000596046}]","10803.699999988079","","","","","","","","","","","","","","",""
"pit-trial","9","40124","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","10","45632","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","11","51142","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","56648","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","62153","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
