"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pit-trial","148","719262","0.0-148.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","+10","[]","0","3&age=8&participant_ID=5&order=1","3","168","3","1","win","go","1"
"pit-trial","149","724125","0.0-149.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","169","1","3","lose","go","0"
"pit-trial","150","728988","0.0-150.0","battery-v0.2","u","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","170","0","2","win","no-go","0"
"pit-trial","151","733845","0.0-151.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","171","2","4","lose","no-go","0"
"pit-trial","152","738710","0.0-152.0","battery-v0.2","g","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","172","3","1","win","go","0"
"pit-trial","153","743567","0.0-153.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","173","2","4","lose","no-go","0"
"pit-trial","154","748421","0.0-154.0","battery-v0.2","s","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","174","5","4","lose","no-go","0"
"pit-trial","155","753282","0.0-155.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","175","1","3","lose","go","0"
"pit-trial","156","758143","0.0-156.0","battery-v0.2","p","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","176","4","3","lose","go","0"
"pit-trial","157","763002","0.0-157.0","battery-v0.2","l","elianto","#d1e6df","32","-1","-1","0","-10","[]","0","3&age=8&participant_ID=5&order=1","3","177","1","3","lose","go","0"
"pit-trial","158","767861","0.0-158.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","178","2","4","lose","no-go","0"
"pit-trial","159","772719","0.0-159.0","battery-v0.2","s","elianto","#d1e6df","-1","-1","-1","1","-10","[]","0","3&age=8&participant_ID=5&order=1","3","179","5","4","lose","no-go","1"
"pit-trial","160","777576","0.0-160.0","battery-v0.2","p","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","180","4","3","lose","go","1"
"pit-trial","161","782430","0.0-161.0","battery-v0.2","w","elianto","#d1e6df","-1","-1","-1","1","+10","[]","0","3&age=8&participant_ID=5&order=1","3","181","6","2","win","no-go","0"
"pit-trial","162","787287","0.0-162.0","battery-v0.2","a","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","182","2","4","lose","no-go","0"
"pit-trial","163","792146","0.0-163.0","battery-v0.2","s","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","183","5","4","lose","no-go","0"
"pit-trial","164","797006","0.0-164.0","battery-v0.2","p","elianto","#d1e6df","32","-1","-1","0","0","[]","0","3&age=8&participant_ID=5&order=1","3","184","4","3","lose","go","1"
"pit-trial","165","801862","0.0-165.0","battery-v0.2","s","elianto","#d1e6df","-1","-1","-1","1","0","[]","0","3&age=8&participant_ID=5&order=1","3","185","5","4","lose","no-go","0"
