"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","24","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","",""
"pit-trial","1","4004","0.0-1.0","battery-v0.2","V","elianto","#f73b6a7A","-1","32","477.4000000001397","0","-10","1977.9000000001397","1","001","3","256","11","4","lose","no-go","0"
"pit-trial","2","7728","0.0-2.0","battery-v0.2","J","elianto","#f73b6a7A","32","32","218.89999999990687","1","-10","1719.4000000001397","1","001","3","257","10","3","lose","go","1"
"pit-trial","3","11750","0.0-3.0","battery-v0.2","D","elianto","#3366ff99","-1","32","514.7999999998137","0","+10","2017.1999999999534","1","001","3","258","9","2","win","no-go","1"
"pit-trial","4","15594","0.0-4.0","battery-v0.2","K","elianto","#3366ff99","32","32","336.20000000018626","1","+10","1836.0999999998603","1","001","3","259","8","1","win","go","0"
"pit-trial","5","19352","0.0-5.0","battery-v0.2","V","elianto","#f73b6a7A","-1","32","248.80000000004657","0","-10","1748.8999999999069","1","001","3","260","11","4","lose","no-go","0"
