"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pit-instructions","13","53796","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1487.1999999955297},{""page_index"":1,""viewing_time"":528.9000000059605},{""page_index"":2,""viewing_time"":401.69999999552965},{""page_index"":3,""viewing_time"":375.70000000298023},{""page_index"":4,""viewing_time"":226.5},{""page_index"":5,""viewing_time"":331.1000000014901}]","3351.7999999970198","","","","","","","","","","","",""
"pit-trial","14","57574","0.0-1.0-4.0-0.0","battery-v0.2","","271.19999999552965","&#9761;","elianto","#3366ff99","-1","32","0","0","1772.2999999970198","1","0","2",""
"pit-trial","15","61432","0.0-1.0-4.0-1.0","battery-v0.2","","351.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1852","1","0","2",""
"pit-trial","16","65400","0.0-1.0-4.0-2.0","battery-v0.2","","461.80000000447035","&#9761;","elianto","#3366ff99","-1","32","0","0","1404.1000000014901,1962.6000000014901","2","0","2",""
"pit-trial","17","69581","0.0-1.0-4.0-3.0","battery-v0.2","","675.8000000044703","&#9761;","elianto","#3366ff99","-1","32","0","0","1039.8999999985099,2176.2000000029802","2","0","2",""
"pit-trial","18","73451","0.0-1.0-4.0-4.0","battery-v0.2","","362.6000000014901","&#9761;","elianto","#3366ff99","-1","32","0","+10","1863.5","1","0","2",""
"pit-trial","19","77115","0.0-1.0-4.1-0.1","battery-v0.2","","156.20000000298023","&#9761;","elianto","#3366ff99","-1","32","0","0","1656.5","1","0","2",""
"pit-trial","20","81254","0.0-1.0-4.1-1.1","battery-v0.2","","632.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1464.0999999940395,2132.5","2","0","2",""
"pit-trial","21","84894","0.0-1.0-4.1-2.1","battery-v0.2","","133.89999999850988","&#9761;","elianto","#3366ff99","-1","32","0","0","1633.8999999985099","1","0","2",""
"pit-trial","22","89118","0.0-1.0-4.1-3.1","battery-v0.2","","717.0999999940395","&#9761;","elianto","#3366ff99","-1","32","0","0","2218.6999999955297","1","0","2",""
"pit-trial","23","92983","0.0-1.0-4.1-4.1","battery-v0.2","","355.29999999701977","&#9761;","elianto","#3366ff99","-1","32","0","+10","1856.4000000059605","1","0","2",""
"pit-trial","24","96955","0.0-1.0-4.2-0.2","battery-v0.2","","461.19999999552965","&#9761;","elianto","#3366ff99","-1","32","0","0","1962.1000000014901","1","0","2",""
"pit-trial","25","100661","0.0-1.0-4.2-1.2","battery-v0.2","","199.40000000596046","&#9761;","elianto","#3366ff99","-1","32","0","0","1702","1","0","2",""
"pit-trial","26","104695","0.0-1.0-4.2-2.2","battery-v0.2","","528.3999999985099","&#9761;","elianto","#3366ff99","-1","32","0","0","2028.5","1","0","2",""
"pit-trial","27","110205","0.0-1.0-4.2-3.2","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","28","115714","0.0-1.0-4.2-4.2","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2",""
"pit-trial","29","119790","0.0-1.0-4.3-0.3","battery-v0.2","","569.8999999985099","&#9761;","elianto","#3366ff99","-1","32","0","0","2069.9000000059605","1","0","2",""
"pit-trial","30","125303","0.0-1.0-4.3-1.3","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","31","129931","0.0-1.0-4.3-2.3","battery-v0.2","","1121.5","&#9761;","elianto","#3366ff99","-1","32","0","0","2624","1","0","2",""
"pit-trial","32","134638","0.0-1.0-4.3-3.3","battery-v0.2","","1199.3999999985099","&#9761;","elianto","#3366ff99","-1","32","0","0","2699.60000000149","1","0","2",""
"pit-trial","33","138715","0.0-1.0-4.3-4.3","battery-v0.2","","573.5999999940395","&#9761;","elianto","#3366ff99","-1","32","0","+10","2074.0999999940395","1","0","2",""
"pit-trial","34","144225","0.0-1.0-4.4-0.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","35","148154","0.0-1.0-4.4-1.4","battery-v0.2","","422.70000000298023","&#9761;","elianto","#3366ff99","-1","32","0","0","1925","1","0","2",""
"pit-trial","36","152332","0.0-1.0-4.4-2.4","battery-v0.2","","672.2999999970198","&#9761;","elianto","#3366ff99","-1","32","0","0","2174.1999999955297","1","0","2",""
"pit-trial","37","159443","0.0-1.0-4.4-3.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","38","164947","0.0-1.0-4.4-4.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2",""
"pit-trial","39","170454","0.0-1.0-4.5-0.5","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","40","175963","0.0-1.0-4.5-1.5","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","41","181472","0.0-1.0-4.5-2.5","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","42","186979","0.0-1.0-4.5-3.5","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","43","192487","0.0-1.0-4.5-4.5","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2",""
"call-function","44","192490","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","",""
