"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","12","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","83464","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6077.199999988079},{""page_index"":1,""viewing_time"":7834.700000017881},{""page_index"":2,""viewing_time"":8562.799999982119},{""page_index"":3,""viewing_time"":7396.800000011921},{""page_index"":4,""viewing_time"":3295.9000000059605},{""page_index"":5,""viewing_time"":7210},{""page_index"":6,""viewing_time"":5063.0999999940395},{""page_index"":7,""viewing_time"":17380.69999998808},{""page_index"":8,""viewing_time"":12812.600000023842},{""page_index"":9,""viewing_time"":7815}]","83450.80000001192","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","87378","0.0-1.0-1.0-0.0","battery-v0.2","","406.09999999403954","&#9744;","elianto","#3366ff99","32","32","1","+10","1908.199999988079","1","0","1","","","","","","","","","",""
"pit-trial","3","91629","0.0-1.0-1.1-0.1","battery-v0.2","","745.4000000059605","&#9744;","elianto","#3366ff99","32","32","1","+10","2245.300000011921","1","0","1","","","","","","","","","",""
"pit-trial","4","95374","0.0-1.0-1.2-0.2","battery-v0.2","","236.69999998807907","&#9744;","elianto","#3366ff99","32","32","1","+10","1736.9000000059605","1","0","1","","","","","","","","","",""
"pit-trial","5","99961","0.0-1.0-1.3-0.3","battery-v0.2","","1076.800000011921","&#9744;","elianto","#3366ff99","32","32","1","+10","1348.5,2579.2000000178814","2","0","1","","","","","","","","","",""
"call-function","6","99966","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","107183","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6246.799999982119},{""page_index"":1,""viewing_time"":969}]","7216.399999976158","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","111095","0.0-1.0-4.0-0.0","battery-v0.2","","405.19999998807907","&#9776;","elianto","#3366ff99","-1","32","0","0","1905.300000011921","1","0","2","","","","","","","","","",""
"pit-trial","9","116607","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","10","120237","0.0-1.0-4.2-0.2","battery-v0.2","","124.5","&#9776;","elianto","#3366ff99","-1","32","0","0","1624.800000011921","1","0","2","","","","","","","","","",""
"pit-trial","11","125747","0.0-1.0-4.3-0.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","131258","0.0-1.0-4.4-0.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","1425.300000011921","1","0","2","","","","","","","","","",""
"pit-trial","13","135420","0.0-1.0-4.5-0.5","battery-v0.2","","655","&#9776;","elianto","#3366ff99","-1","32","0","0","2155.100000023842","1","0","2","","","","","","","","","",""
"pit-trial","14","139577","0.0-1.0-4.6-0.6","battery-v0.2","","649.3000000119209","&#9776;","elianto","#3366ff99","-1","32","0","0","2150","1","0","2","","","","","","","","","",""
"pit-trial","15","145087","0.0-1.0-4.7-0.7","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","16","149512","0.0-1.0-4.8-0.8","battery-v0.2","","919.9000000059605","&#9776;","elianto","#3366ff99","-1","32","0","0","2420.2000000178814","1","0","2","","","","","","","","","",""
"pit-trial","17","155021","0.0-1.0-4.9-0.9","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","18","160534","0.0-1.0-4.10-0.10","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","19","166040","0.0-1.0-4.11-0.11","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","20","166042","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","178421","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7744.5},{""page_index"":1,""viewing_time"":4632.0999999940395}]","12377.90000000596","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","22","182965","0.0-1.0-7.0-0.0","battery-v0.2","","1034.6000000238419","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2536","1","0","3","","","","","","","","","",""
"pit-trial","23","188477","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","24","193988","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","25","199499","0.0-1.0-7.3-0.3","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"call-function","26","199502","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","27","360647","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":149828.80000001192},{""page_index"":1,""viewing_time"":1635.5}]","151465.09999999404","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","28","366156","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","3946","1","0","4","","","","","","","","","",""
"pit-trial","29","370489","0.0-1.0-10.1-0.1","battery-v0.2","","820.8999999761581","&#9789;","elianto","#f73b6a7A","32","32","1","0","2321.2999999821186","1","0","4","","","","","","","","","",""
"pit-trial","30","376006","0.0-1.0-10.2-0.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
