"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","27","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","467696","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":29344.89999999106},{""page_index"":1,""viewing_time"":450.1000000089407},{""page_index"":2,""viewing_time"":584.8999999910593},{""page_index"":3,""viewing_time"":5759.600000008941},{""page_index"":2,""viewing_time"":630.0999999940395},{""page_index"":3,""viewing_time"":416.29999999701977},{""page_index"":4,""viewing_time"":641.1000000089407},{""page_index"":5,""viewing_time"":1406.2000000029802},{""page_index"":6,""viewing_time"":1226.2999999970198},{""page_index"":7,""viewing_time"":6783.5999999940395},{""page_index"":6,""viewing_time"":35234.60000000894},{""page_index"":7,""viewing_time"":384163.1999999881},{""page_index"":8,""viewing_time"":474.1000000089407},{""page_index"":9,""viewing_time"":572.5999999940395}]","467688.39999999106","","","","","","","","","","","",""
"pit-trial","2","473206","0.0-1.0-1.0-0.0","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","3","478716","0.0-1.0-1.1-0.1","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","4","484228","0.0-1.0-1.2-0.2","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","5","489739","0.0-1.0-1.3-0.3","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","6","495243","0.0-1.0-1.4-0.4","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","7","500752","0.0-1.0-1.5-0.5","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","8","506259","0.0-1.0-1.6-0.6","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","9","511768","0.0-1.0-1.7-0.7","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","10","517276","0.0-1.0-1.8-0.8","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","11","522784","0.0-1.0-1.9-0.9","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","12","528294","0.0-1.0-1.10-0.10","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","13","533801","0.0-1.0-1.11-0.11","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","14","539307","0.0-1.0-1.12-0.12","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","15","544815","0.0-1.0-1.13-0.13","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","16","550322","0.0-1.0-1.14-0.14","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","17","555830","0.0-1.0-1.15-0.15","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","18","561338","0.0-1.0-1.16-0.16","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","19","566847","0.0-1.0-1.17-0.17","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","20","572359","0.0-1.0-1.18-0.18","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","21","577870","0.0-1.0-1.19-0.19","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","22","583374","0.0-1.0-1.20-0.20","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","23","588883","0.0-1.0-1.21-0.21","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","24","594388","0.0-1.0-1.22-0.22","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","25","599901","0.0-1.0-1.23-0.23","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","26","605410","0.0-1.0-1.24-0.24","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","27","612295","0.0-1.0-1.25-0.25","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","28","618815","0.0-1.0-1.26-0.26","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","29","625822","0.0-1.0-1.27-0.27","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","30","632872","0.0-1.0-1.28-0.28","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","31","640097","0.0-1.0-1.29-0.29","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","32","646991","0.0-1.0-1.30-0.30","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","33","653810","0.0-1.0-1.31-0.31","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","34","661159","0.0-1.0-1.32-0.32","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","35","667935","0.0-1.0-1.33-0.33","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","36","675078","0.0-1.0-1.34-0.34","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","37","682050","0.0-1.0-1.35-0.35","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","38","688824","0.0-1.0-1.36-0.36","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","39","696072","0.0-1.0-1.37-0.37","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","40","702807","0.0-1.0-1.38-0.38","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","41","710266","0.0-1.0-1.39-0.39","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","42","716949","0.0-1.0-1.40-0.40","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","43","722818","0.0-1.0-1.41-0.41","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","44","730218","0.0-1.0-1.42-0.42","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","45","736021","0.0-1.0-1.43-0.43","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","46","743214","0.0-1.0-1.44-0.44","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","47","750374","0.0-1.0-1.45-0.45","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","48","757552","0.0-1.0-1.46-0.46","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","49","765220","0.0-1.0-1.47-0.47","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","50","772370","0.0-1.0-1.48-0.48","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","51","779952","0.0-1.0-1.49-0.49","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","52","786619","0.0-1.0-1.50-0.50","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","53","792987","0.0-1.0-1.51-0.51","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","54","799872","0.0-1.0-1.52-0.52","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","55","807013","0.0-1.0-1.53-0.53","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","56","814230","0.0-1.0-1.54-0.54","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","57","821246","0.0-1.0-1.55-0.55","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","58","828069","0.0-1.0-1.56-0.56","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","59","835283","0.0-1.0-1.57-0.57","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","60","841866","0.0-1.0-1.58-0.58","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","61","848976","0.0-1.0-1.59-0.59","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","62","855866","0.0-1.0-1.60-0.60","battery-v0.2","","-1","&#9744;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"call-function","63","855868","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","",""
