"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pit-trial","13","51767","0.0-13.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","33","2","1","win","go","1"
"pit-trial","14","58524","0.0-14.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","34","0","2","win","no-go","0"
"pit-trial","15","64547","0.0-15.0","battery-v0.2","G","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","35","3","3","lose","go","0"
"pit-trial","16","70291","0.0-16.0","battery-v0.2","L","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","36","1","2","win","no-go","0"
"pit-trial","17","76575","0.0-17.0","battery-v0.2","G","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","37","3","3","lose","go","0"
"pit-trial","18","81610","0.0-18.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","38","2","1","win","go","0"
"pit-trial","19","86589","0.0-19.0","battery-v0.2","L","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","39","1","2","win","no-go","0"
"pit-trial","20","91755","0.0-20.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","40","0","2","win","no-go","0"
"pit-trial","21","98609","0.0-21.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","41","0","2","win","no-go","0"
"pit-trial","22","104534","0.0-22.0","battery-v0.2","G","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","42","3","3","lose","go","0"
"pit-trial","23","110281","0.0-23.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","43","2","1","win","go","0"
"pit-trial","24","116572","0.0-24.0","battery-v0.2","L","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","44","1","2","win","no-go","0"
"pit-trial","25","122281","0.0-25.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","45","2","1","win","go","1"
"pit-trial","26","127596","0.0-26.0","battery-v0.2","L","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","46","1","2","win","no-go","0"
"pit-trial","27","133281","0.0-27.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","47","0","2","win","no-go","0"
"pit-trial","28","138774","0.0-28.0","battery-v0.2","G","elianto","#f73b6a7A","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","48","3","3","lose","go","1"
"pit-trial","29","144516","0.0-29.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","49","0","2","win","no-go","0"
"pit-trial","30","150604","0.0-30.0","battery-v0.2","G","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","50","3","3","lose","go","0"
"pit-trial","31","156280","0.0-31.0","battery-v0.2","L","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","51","1","2","win","no-go","0"
"pit-trial","32","161585","0.0-32.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","52","2","1","win","go","0"
"pit-trial","33","167280","0.0-33.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","53","0","2","win","no-go","1"
"pit-trial","34","173700","0.0-34.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","54","2","1","win","go","0"
"pit-trial","35","178772","0.0-35.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","55","5","3","lose","go","0"
"pit-trial","36","185604","0.0-36.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","56","4","4","lose","no-go","0"
"pit-trial","37","191548","0.0-37.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","57","4","4","lose","no-go","0"
"pit-trial","38","196612","0.0-38.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","58","5","3","lose","go","0"
"pit-trial","39","201580","0.0-39.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","59","2","1","win","go","0"
"pit-trial","40","206575","0.0-40.0","battery-v0.2","U","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","60","0","2","win","no-go","0"
"pit-trial","41","211585","0.0-41.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","61","2","1","win","go","1"
"pit-trial","42","216610","0.0-42.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","62","4","4","lose","no-go","0"
"pit-trial","43","221586","0.0-43.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","63","6","2","win","no-go","0"
"pit-trial","44","227279","0.0-44.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","64","5","3","lose","go","0"
"pit-trial","45","232774","0.0-45.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","65","4","4","lose","no-go","1"
"pit-trial","46","239608","0.0-46.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","66","5","3","lose","go","0"
"pit-trial","47","245591","0.0-47.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","67","6","2","win","no-go","0"
"pit-trial","48","250594","0.0-48.0","battery-v0.2","A","elianto","#3366ff99","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","68","2","1","win","go","0"
"pit-trial","49","255576","0.0-49.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","69","6","2","win","no-go","0"
"pit-trial","50","260607","0.0-50.0","battery-v0.2","E","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","70","7","4","lose","no-go","0"
"pit-trial","51","265571","0.0-51.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","71","4","4","lose","no-go","1"
"pit-trial","52","270604","0.0-52.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","72","5","3","lose","go","0"
"pit-trial","53","277484","0.0-53.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","73","4","4","lose","no-go","0"
"pit-trial","54","284278","0.0-54.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","74","5","3","lose","go","0"
"pit-trial","55","289760","0.0-55.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","75","6","2","win","no-go","0"
"pit-trial","56","295768","0.0-56.0","battery-v0.2","E","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","76","7","4","lose","no-go","0"
"pit-trial","57","302310","0.0-57.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","77","4","4","lose","no-go","0"
"pit-trial","58","307773","0.0-58.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","78","6","2","win","no-go","0"
"pit-trial","59","314606","0.0-59.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","79","5","3","lose","go","0"
"pit-trial","60","320562","0.0-60.0","battery-v0.2","E","elianto","#f73b6a7A","-1","-1","-1","1","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","80","7","4","lose","no-go","1"
"pit-trial","61","325611","0.0-61.0","battery-v0.2","E","elianto","#f73b6a7A","-1","-1","-1","1","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","81","7","4","lose","no-go","1"
"pit-trial","62","430376","0.0-62.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","82","6","2","win","no-go","0"
"pit-trial","63","552290","0.0-63.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","83","5","3","lose","go","1"
"pit-trial","64","670271","0.0-64.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","84","4","4","lose","no-go","0"
"pit-trial","65","791724","0.0-65.0","battery-v0.2","E","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","85","7","4","lose","no-go","0"
"pit-trial","66","910392","0.0-66.0","battery-v0.2","P","elianto","#f73b6a7A","-1","-1","-1","1","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","86","4","4","lose","no-go","1"
"pit-trial","67","986742","0.0-67.0","battery-v0.2","W","elianto","#3366ff99","-1","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","87","6","2","win","no-go","0"
"pit-trial","68","991604","0.0-68.0","battery-v0.2","S","elianto","#f73b6a7A","32","-1","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","88","5","3","lose","go","1"
