"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","10","61232","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","11","66090","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","12","70951","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","13","75817","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-instructions","14","98404","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5902.4000000059605},{""page_index"":1,""viewing_time"":1401.2999999821186},{""page_index"":2,""viewing_time"":1580.800000011921},{""page_index"":3,""viewing_time"":997.0999999940395},{""page_index"":4,""viewing_time"":3149},{""page_index"":5,""viewing_time"":1898},{""page_index"":6,""viewing_time"":950.4000000059605},{""page_index"":7,""viewing_time"":1397.800000011921},{""page_index"":8,""viewing_time"":1696.3999999761581},{""page_index"":9,""viewing_time"":1798.6000000238419},{""page_index"":10,""viewing_time"":1810.0999999940395}]","22582.19999998808","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","102108","0.0-2.0-5.0-0.0","battery-v0.2","","","845.1999999880791","&#9776;","elianto","#3366ff99","32","32","1","+10","1695.699999988079","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","16","106554","0.0-2.0-5.0-1.0","battery-v0.2","","","1592.5","&#9776;","elianto","#3366ff99","32","32","1","+10","2442.5999999940395","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","17","109901","0.0-2.0-5.0-2.0","battery-v0.2","","","490.80000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","1341.2000000178814","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","18","113202","0.0-2.0-5.0-3.0","battery-v0.2","","","441.90000000596046","&#9776;","elianto","#3366ff99","32","32","1","0","1292.9000000059605","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","19","118062","0.0-2.0-5.0-4.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","20","121536","0.0-2.0-5.1-0.1","battery-v0.2","","","615","&#9776;","elianto","#3366ff99","32","32","1","+10","1465.2000000178814","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","21","124979","0.0-2.0-5.1-1.1","battery-v0.2","","","588.1999999880791","&#9776;","elianto","#3366ff99","32","32","1","+10","1439.2999999821186","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","22","129838","0.0-2.0-5.1-2.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","4397.300000011921","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","23","132938","0.0-2.0-5.1-3.1","battery-v0.2","","","242.89999997615814","&#9776;","elianto","#3366ff99","32","32","1","0","1093.5999999940395","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","24","135896","0.0-2.0-5.1-4.1","battery-v0.2","","","99.80000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","950.7999999821186","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","25","138991","0.0-2.0-5.2-0.2","battery-v0.2","","","236.09999999403954","&#9776;","elianto","#3366ff99","32","32","1","+10","1086.7000000178814","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","26","143851","0.0-2.0-5.2-1.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","3683.9000000059605","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","27","146894","0.0-2.0-5.2-2.2","battery-v0.2","","","183.30000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","599.2000000178814,1034.9000000059605","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","28","149905","0.0-2.0-5.2-3.2","battery-v0.2","","","152.5","&#9776;","elianto","#3366ff99","32","32","1","0","1004.4000000059605","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","29","152832","0.0-2.0-5.2-4.2","battery-v0.2","","","74","&#9776;","elianto","#3366ff99","32","32","1","+10","387,924.7000000178814,1249.300000011921","3","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","30","152837","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","31","206740","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":19849.59999999404},{""page_index"":1,""viewing_time"":20804.90000000596},{""page_index"":2,""viewing_time"":7989.9000000059605},{""page_index"":3,""viewing_time"":5257.5999999940395}]","53902.40000000596","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","32","211601","0.0-2.0-8.0-0.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","33","216461","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","34","221323","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","35","226181","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","36","231040","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","37","231046","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","38","238098","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5543.199999988079},{""page_index"":1,""viewing_time"":1507.800000011921}]","7051.699999988079","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","39","242958","0.0-2.0-11.0-0.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","40","247817","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","41","252674","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","42","256889","0.0-2.0-11.0-3.0","battery-v0.2","","","1358.9000000059605","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2210.300000011921","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","43","260125","0.0-2.0-11.0-4.0","battery-v0.2","","","378.09999999403954","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1229.2999999821186","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","44","264982","0.0-2.0-11.1-0.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","45","268789","0.0-2.0-11.1-1.1","battery-v0.2","","","951.0999999940395","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1801.699999988079","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","46","273648","0.0-2.0-11.1-2.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","47","278509","0.0-2.0-11.1-3.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","48","283367","0.0-2.0-11.1-4.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","49","283369","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","50","308119","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":19948.20000001788},{""page_index"":1,""viewing_time"":4799.899999976158}]","24748.90000000596","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","51","312978","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","52","317838","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","53","322698","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","54","327562","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","55","332424","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","56","337094","0.0-2.0-14.1-0.1","battery-v0.2","","","1809.4000000059605","&#9789;","elianto","#f73b6a7A","32","32","1","0","2661.800000011921","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","57","341954","0.0-2.0-14.1-1.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","3563.399999976158","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","58","346025","0.0-2.0-14.1-2.1","battery-v0.2","","","1215.699999988079","&#9789;","elianto","#f73b6a7A","32","32","1","0","2066.399999976158,3584.2999999821186","2","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","59","350499","0.0-2.0-14.1-3.1","battery-v0.2","","","1618.2000000178814","&#9789;","elianto","#f73b6a7A","32","32","1","0","2468.2000000178814","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","60","353478","0.0-2.0-14.1-4.1","battery-v0.2","","","123.69999998807907","&#9789;","elianto","#f73b6a7A","32","32","1","-10","974.1999999880791","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","61","353479","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","62","364744","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5581.5},{""page_index"":1,""viewing_time"":3673.9000000059605},{""page_index"":2,""viewing_time"":646.9000000059605},{""page_index"":3,""viewing_time"":674},{""page_index"":4,""viewing_time"":687.4000000059605}]","11264","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","63","371259","0.0-2.0-17.0-0.0","battery-v0.2","","","6510.4000000059605","","","","","","","","","","","","","","","SPACE","0","","","","","","",""
"pit-instructions","64","378620","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7309.199999988079}]","7309.699999988079","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","65","394067","0.0-2.0-18.0-0.0","battery-v0.2","","","15438.90000000596","","","","","","","","","","","","","","","10","0","","","","","","",""
"pit-instructions","66","395382","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1292.9000000059605}]","1293.7000000178814","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","67","400700","0.0-2.0-19.0-0.0","battery-v0.2","","","5313.4000000059605","","","","","","","","","","","","","","","0","0","","","","","","",""
"pit-instructions","68","402138","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1415.300000011921}]","1415.6000000238419","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","69","415865","0.0-2.0-20.0-0.0","battery-v0.2","","","13724.59999999404","","","","","","","","","","","","","","","False","1","","","","","","",""
"pit-instructions","70","418745","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2855.899999976158}]","2856.2999999821186","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","71","419519","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":771.8000000119209}]","772.3000000119209","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","72","809298","0.0-2.0-20.1-0.1","battery-v0.2","","","389774","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","73","811374","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":2061.5999999940395}]","2062","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","74","817075","0.0-2.0-21.0-0.0","battery-v0.2","","","5697.300000011921","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","75","818418","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1320.4000000059605}]","1320.7000000178814","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","76","824358","0.0-2.0-22.0-0.0","battery-v0.2","","","5938","","","","","","","","","","","","","","","False","1","","","","","","",""
"pit-instructions","77","830333","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5959.299999982119}]","5959.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","78","831680","0.0-2.0-22.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1345.7999999821186}]","1346.0999999940395","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","79","834519","0.0-2.0-22.1-0.1","battery-v0.2","","","2836.2000000178814","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","80","835327","0.0-2.0-22.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":785.3000000119209}]","785.7000000178814","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","81","838732","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":991.6999999880791},{""page_index"":1,""viewing_time"":740.4000000059605},{""page_index"":2,""viewing_time"":1669.2000000178814}]","3401.5999999940395","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","82","843590","0.0-4.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","2955.5","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","2","2","win","no-go","0"
"pit-trial","83","848444","0.0-5.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","3","3","lose","go","0"
"pit-trial","84","852128","0.0-6.0","battery-v0.2","","","825","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1675.5","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","3","0","4","lose","no-go","0"
"pit-trial","85","856990","0.0-7.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","4","1","1","win","go","0"
"pit-trial","86","860692","0.0-8.0","battery-v0.2","","","846.5","&#9733;","elianto","#3366ff99","-1","32","0","0","1697.800000011921","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","5","2","2","win","no-go","0"
"pit-trial","87","864249","0.0-9.0","battery-v0.2","","","701.3000000119209","&#9730;","elianto","#3366ff99","32","32","1","+10","1552.5","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","6","1","1","win","go","0"
"pit-trial","88","868727","0.0-10.0","battery-v0.2","","","1620.0999999940395","&#9752;","elianto","#f73b6a7A","32","32","1","-10","2471.800000011921","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","7","3","3","lose","go","1"
"pit-trial","89","872036","0.0-11.0","battery-v0.2","","","454.7999999821186","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1305.199999988079","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","8","0","4","lose","no-go","0"
"pit-trial","90","875209","0.0-12.0","battery-v0.2","","","317.09999999403954","&#9730;","elianto","#3366ff99","32","32","1","+10","1167.9000000059605","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","9","1","1","win","go","0"
"pit-trial","91","878319","0.0-13.0","battery-v0.2","","","251.30000001192093","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1103.300000011921","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","10","0","4","lose","no-go","0"
"pit-trial","92","883181","0.0-14.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","11","3","3","lose","go","0"
"pit-trial","93","886613","0.0-15.0","battery-v0.2","","","575","&#9733;","elianto","#3366ff99","-1","32","0","0","1425.5999999940395","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","12","2","2","win","no-go","0"
"pit-trial","94","890306","0.0-16.0","battery-v0.2","","","834.1999999880791","&#9752;","elianto","#f73b6a7A","32","32","1","-10","1686","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","13","3","3","lose","go","1"
"pit-trial","95","893762","0.0-17.0","battery-v0.2","","","601.6999999880791","&#9733;","elianto","#3366ff99","-1","32","0","0","1451.699999988079","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","14","2","2","win","no-go","0"
"pit-trial","96","898617","0.0-18.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","15","0","4","lose","no-go","0"
"pit-trial","97","901872","0.0-19.0","battery-v0.2","","","398.69999998807907","&#9730;","elianto","#3366ff99","32","32","1","+10","1251.9000000059605","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","16","1","1","win","go","0"
"pit-trial","98","905430","0.0-20.0","battery-v0.2","","","701.5","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1551.6000000238419","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","17","0","4","lose","no-go","0"
"pit-trial","99","909351","0.0-21.0","battery-v0.2","","","1061.199999988079","&#9730;","elianto","#3366ff99","32","32","1","+10","1911.699999988079","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","18","1","1","win","go","0"
"pit-trial","100","912513","0.0-22.0","battery-v0.2","","","305.30000001192093","&#9733;","elianto","#3366ff99","-1","32","0","0","1155.4000000059605","1","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","19","2","2","win","no-go","0"
"pit-trial","101","915629","0.0-23.0","battery-v0.2","","","259.80000001192093","&#9752;","elianto","#f73b6a7A","32","32","1","0","698.1999999880791,1111","2","1","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","20","3","3","lose","go","0"
"pit-instructions","102","930963","0.0-24.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1744.699999988079},{""page_index"":1,""viewing_time"":13586.800000011921}]","15331.90000000596","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","103","935821","0.0-25.0","battery-v0.2","","","-1","v","elianto","#3366ff99","-1","-1","1","+10","","0","2","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","21","0","2","win","no-go","0"
"pit-trial","104","940681","0.0-26.0","battery-v0.2","","","-1","k","elianto","#f73b6a7A","32","-1","0","-10","","0","2","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","22","3","3","lose","go","0"
"pit-trial","105","945537","0.0-27.0","battery-v0.2","","","-1","d","elianto","#3366ff99","32","-1","0","0","","0","2","","","","","","","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","23","2","1","win","go","0"
