"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","16","44133","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","17","46635","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","18","49139","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","19","51642","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","20","54145","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","21","54147","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","22","67439","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":12986.200000000186},{""page_index"":1,""viewing_time"":304}]","13291","","","","","","","","","","","","","","",""
"pit-trial","23","69664","0.0-1.0-10.0-0.0","battery-v0.2","","221.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1721.3999999999069","1","0","4","","","",""
"pit-trial","24","71687","0.0-1.0-10.0-1.0","battery-v0.2","","20.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1520.6000000000931","1","0","4","","","",""
"pit-trial","25","73824","0.0-1.0-10.0-2.0","battery-v0.2","","133.70000000018626","&#9789;","elianto","#f73b6a7A","32","32","1","0","1257.7000000001863,1633.7000000001863","2","0","4","","","",""
"pit-trial","26","75984","0.0-1.0-10.0-3.0","battery-v0.2","","157","&#9789;","elianto","#f73b6a7A","32","32","1","0","1657","1","0","4","","","",""
"pit-trial","27","78320","0.0-1.0-10.0-4.0","battery-v0.2","","333.89999999990687","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1833.8999999999069","1","0","4","","","",""
"call-function","28","78321","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","81429","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1520.8999999999069},{""page_index"":1,""viewing_time"":139.3000000002794},{""page_index"":2,""viewing_time"":164.5},{""page_index"":3,""viewing_time"":179.59999999962747},{""page_index"":4,""viewing_time"":382},{""page_index"":5,""viewing_time"":353.8000000002794},{""page_index"":6,""viewing_time"":366.5}]","3107.5","","","","","","","","","","","","","","",""
"pit-comprehension","30","89344","0.0-1.0-13.0","battery-v0.2","","7909.200000000186","","","","","","","","","","","","","SPACE,10,10,True,True,True","0","1"
