"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","29","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","104802","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4841.0999999940395},{""page_index"":1,""viewing_time"":3467.100000023842},{""page_index"":2,""viewing_time"":7076.5},{""page_index"":3,""viewing_time"":5457.699999988079},{""page_index"":4,""viewing_time"":7522},{""page_index"":5,""viewing_time"":6946.5999999940395},{""page_index"":6,""viewing_time"":15880.09999999404},{""page_index"":7,""viewing_time"":25085.90000000596},{""page_index"":8,""viewing_time"":19846.70000001788},{""page_index"":9,""viewing_time"":1692.7999999821186},{""page_index"":10,""viewing_time"":1602.0999999940395},{""page_index"":11,""viewing_time"":5350.300000011921}]","104770.5","","","","","","","","","","","","","",""
"pit-trial","2","109313","0.0-1.0-1.0-0.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","3","112707","0.0-1.0-1.0-1.0","battery-v0.2","","886.9000000059605","&#9776;","elianto","#3366ff99","32","32","1","+10","1388.199999988079","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","116214","0.0-1.0-1.0-2.0","battery-v0.2","","997.6999999880791","&#9776;","elianto","#3366ff99","32","32","1","+10","1497.7999999821186","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","119890","0.0-1.0-1.0-3.0","battery-v0.2","","1165.300000011921","&#9776;","elianto","#3366ff99","32","32","1","0","1665.4000000059605","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","124400","0.0-1.0-1.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","7","128912","0.0-1.0-1.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","8","132423","0.0-1.0-1.1-1.1","battery-v0.2","","1006.3000000119209","&#9776;","elianto","#3366ff99","32","32","1","+10","1507","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","9","135960","0.0-1.0-1.1-2.1","battery-v0.2","","1028.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1529.4000000059605","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","10","139262","0.0-1.0-1.1-3.1","battery-v0.2","","792.9000000059605","&#9776;","elianto","#3366ff99","32","32","1","0","1294.0999999940395","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","142687","0.0-1.0-1.1-4.1","battery-v0.2","","915.8000000119209","&#9776;","elianto","#3366ff99","32","32","1","+10","1416.3999999761581","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","12","142691","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","13","173756","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7760.0999999940395},{""page_index"":1,""viewing_time"":7110.5},{""page_index"":2,""viewing_time"":4587.799999982119},{""page_index"":3,""viewing_time"":2919.4000000059605},{""page_index"":4,""viewing_time"":4132.200000017881},{""page_index"":5,""viewing_time"":4553.699999988079}]","31064.19999998808","","","","","","","","","","","","","",""
"pit-trial","14","177490","0.0-1.0-4.0-0.0","battery-v0.2","","1228.4000000059605","&#9761;","elianto","#3366ff99","-1","32","0","0","1728.9000000059605","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","15","181997","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","16","186511","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","17","191022","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","18","195532","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","19","195534","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
