"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","53","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","4152","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1276.9599999301136},{""page_index"":1,""viewing_time"":145.0800000457093},{""page_index"":2,""viewing_time"":161.47000005003065},{""page_index"":3,""viewing_time"":145.35499992780387},{""page_index"":4,""viewing_time"":153.87000003829598},{""page_index"":5,""viewing_time"":403.5049999365583},{""page_index"":6,""viewing_time"":152.88000006694347},{""page_index"":7,""viewing_time"":145.55499993730336},{""page_index"":8,""viewing_time"":444.54500009305775},{""page_index"":9,""viewing_time"":1066.5049999952316}]","4096.804999979213","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","7904","0.0-1.0-1.0-0.0","battery-v0.2","","243.2750000152737","&#9744;","elianto","#3366ff99","32","32","1","+10","1745.2899999916553","1","0","1","","","","","","","","","",""
"pit-trial","3","11683","0.0-1.0-1.1-0.1","battery-v0.2","","272.43000001180917","&#9744;","elianto","#3366ff99","32","32","1","+10","1773.1849999399856","1","0","1","","","","","","","","","",""
"pit-trial","4","15434","0.0-1.0-1.2-0.2","battery-v0.2","","247.41000006906688","&#9744;","elianto","#3366ff99","32","32","1","+10","1411.4149999804795,1747.4800000200048","2","0","1","","","","","","","","","",""
"pit-trial","5","18975","0.0-1.0-1.3-0.3","battery-v0.2","","35.30500002671033","&#9744;","elianto","#3366ff99","32","32","1","+10","1535.7549999607727","1","0","1","","","","","","","","","",""
"call-function","6","18977","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","20695","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1588.1949999602512},{""page_index"":1,""viewing_time"":128.290000022389}]","1717.3249999759719","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","28180","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","9","35230","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","10","40737","0.0-1.0-4.2-0.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","11","46246","0.0-1.0-4.3-0.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","12","46247","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","13","54489","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":5712.6200000057},{""page_index"":1,""viewing_time"":2528.059999924153}]","8241.04500003159","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","59999","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","15","65507","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","16","71016","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","17","76525","0.0-1.0-7.3-0.3","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"call-function","18","76526","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","19","79908","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2774.7700000181794},{""page_index"":1,""viewing_time"":605.8300000149757}]","3380.944999982603","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","85419","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","21","90927","0.0-1.0-10.1-0.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","22","96436","0.0-1.0-10.2-0.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","23","101946","0.0-1.0-10.3-0.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","24","107454","0.0-1.0-10.4-0.4","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","25","112964","0.0-1.0-10.5-0.5","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","26","118473","0.0-1.0-10.6-0.6","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","27","123982","0.0-1.0-10.7-0.7","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","28","129491","0.0-1.0-10.8-0.8","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","29","135000","0.0-1.0-10.9-0.9","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","4044.7900000726804,4333.160000038333","2","0","4","","","","","","","","","",""
"pit-trial","30","138668","0.0-1.0-10.10-0.10","battery-v0.2","","165.85999995004386","&#9789;","elianto","#f73b6a7A","32","32","1","0","1477.1450000116602,1665.9949999302626","2","0","4","","","","","","","","","",""
"pit-trial","31","142604","0.0-1.0-10.11-0.11","battery-v0.2","","431.6650000400841","&#9789;","elianto","#f73b6a7A","32","32","1","0","1931.9799999939278","1","0","4","","","","","","","","","",""
"pit-trial","32","146581","0.0-1.0-10.12-0.12","battery-v0.2","","473.65000005811453","&#9789;","elianto","#f73b6a7A","32","32","1","0","1492.439999943599,1973.894999944605","2","0","4","","","","","","","","","",""
"call-function","33","146582","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","34","208334","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4765.140000032261},{""page_index"":1,""viewing_time"":6750.454999972135},{""page_index"":2,""viewing_time"":11148.434999980964},{""page_index"":3,""viewing_time"":3009.814999997616},{""page_index"":2,""viewing_time"":137.22000003326684},{""page_index"":1,""viewing_time"":145.37499996367842},{""page_index"":0,""viewing_time"":2124.180000042543},{""page_index"":1,""viewing_time"":10707.505000056699},{""page_index"":2,""viewing_time"":8024.314999929629},{""page_index"":3,""viewing_time"":5315.010000020266},{""page_index"":4,""viewing_time"":3772.355000022799},{""page_index"":5,""viewing_time"":4647.729999967851},{""page_index"":6,""viewing_time"":1203.2550000585616}]","61751.144999987446","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","35","237051","0.0-1.0-13.0","battery-v0.2","","28713.559999945574","","","","","","","","","","","","","Press SPACE,+10,-10,True,False, somtimes you will not get all the points even if you took the right action,True","2","","","","","","",""
"pit-instructions","36","239529","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1942.0999999856576},{""page_index"":1,""viewing_time"":532.5799999991432}]","2475.0300000887364","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","37","245041","0.0-3.0","battery-v0.2","","-1","H","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","test","1","3","3","lose","go","0"
"pit-trial","38","250550","0.0-4.0","battery-v0.2","","-1","R","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","test","2","1","2","win","no-go","0"
"pit-trial","39","256059","0.0-5.0","battery-v0.2","","-1","M","elianto","#3366ff99","-1","-1","1","0","","0","1","","","","","test","3","0","2","win","no-go","1"
"pit-trial","40","261568","0.0-6.0","battery-v0.2","","-1","Y","elianto","#3366ff99","32","-1","0","0","","0","1","","","","","test","4","2","1","win","go","0"
"pit-trial","41","267077","0.0-7.0","battery-v0.2","","-1","Y","elianto","#3366ff99","32","-1","0","+10","","0","1","","","","","test","5","2","1","win","go","1"
"pit-trial","42","273190","0.0-8.0","battery-v0.2","","-1","R","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","test","6","1","2","win","no-go","0"
