"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","sub","trial","stimulus","robot","valence","action","sham"
"pit-instructions","110","1734834","0.0-2.0-23.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":1499.7000000476837}]","1500","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","111","1768879","0.0-2.0-24.0-0.0","battery-v0.2","","","34040.700000047684","[""False""]","1","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","112","1864788","0.0-2.0-24.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":95887.39999997616}]","95887.60000002384","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","113","1865654","0.0-2.0-24.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":865}]","865.2000000476837","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","114","1891328","0.0-2.0-24.1-0.1","battery-v0.2","","","25671.399999976158","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","115","1896535","0.0-2.0-24.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":5188.299999952316}]","5188.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","116","1903264","0.0-2.0-25.0-0.0","battery-v0.2","","","6726.200000047684","[""False""]","1","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","117","1989740","0.0-2.0-25.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":86454.30000007153}]","86454.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","118","1990433","0.0-2.0-25.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":691}]","691.2000000476837","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","119","1998173","0.0-2.0-25.1-0.1","battery-v0.2","","","7738.5","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","120","1999804","0.0-2.0-25.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":1612.1000000238419}]","1612.3999999761581","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","121","2004867","0.0-2.0-26.0-0.0","battery-v0.2","","","5060.399999976158","[""False""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","122","2007646","0.0-2.0-26.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2758.399999976158}]","2758.600000023842","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","123","2025703","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6051.100000023842},{""page_index"":1,""viewing_time"":5388.799999952316},{""page_index"":2,""viewing_time"":6615.200000047684}]","18055.299999952316","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","124","2030561","0.0-4.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","1","1","1","win","go","0"
"pit-trial","125","2035416","0.0-5.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","2","2","2","win","no-go","1"
"pit-trial","126","2040276","0.0-6.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","3","0","4","lose","no-go","0"
"pit-trial","127","2045131","0.0-7.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","4","3","3","lose","go","0"
"pit-trial","128","2049986","0.0-8.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","5","0","4","lose","no-go","1"
"pit-trial","129","2054842","0.0-9.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","6","2","2","win","no-go","0"
"pit-trial","130","2059698","0.0-10.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","+10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","7","1","1","win","go","1"
"pit-trial","131","2064557","0.0-11.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","8","3","3","lose","go","1"
"pit-trial","132","2069416","0.0-12.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","9","2","2","win","no-go","0"
"pit-trial","133","2074275","0.0-13.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","10","0","4","lose","no-go","0"
"pit-trial","134","2079130","0.0-14.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","11","1","1","win","go","0"
"pit-trial","135","2083987","0.0-15.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","12","3","3","lose","go","0"
"pit-trial","136","2088846","0.0-16.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","13","0","4","lose","no-go","0"
"pit-trial","137","2093705","0.0-17.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","14","3","3","lose","go","0"
"pit-trial","138","2098558","0.0-18.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","15","1","1","win","go","0"
"pit-trial","139","2103417","0.0-19.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","16","2","2","win","no-go","0"
"pit-trial","140","2108276","0.0-20.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","17","3","3","lose","go","0"
"pit-trial","141","2113135","0.0-21.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","18","0","4","lose","no-go","0"
"pit-trial","142","2117994","0.0-22.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","0","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","19","2","2","win","no-go","1"
"pit-trial","143","2122853","0.0-23.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","+10","[]","0","1","","","","","999&age=19&gender=f&participant_ID=888","20","1","1","win","go","1"
"pit-instructions","144","2143541","0.0-24.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":13542.199999928474},{""page_index"":1,""viewing_time"":7144}]","20686.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","145","2148400","0.0-25.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","21","0","2","win","no-go","0"
"pit-trial","146","2153256","0.0-26.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","22","1","3","lose","go","0"
"pit-trial","147","2158108","0.0-27.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","23","3","1","win","go","0"
"pit-trial","148","2162966","0.0-28.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","24","2","4","lose","no-go","0"
"pit-trial","149","2167823","0.0-29.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","25","1","3","lose","go","0"
"pit-trial","150","2172677","0.0-30.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","26","3","1","win","go","0"
"pit-trial","151","2177533","0.0-31.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","27","2","4","lose","no-go","0"
"pit-trial","152","2182392","0.0-32.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","28","0","2","win","no-go","0"
"pit-trial","153","2187250","0.0-33.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","29","3","1","win","go","0"
"pit-trial","154","2192109","0.0-34.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","30","1","3","lose","go","1"
"pit-trial","155","2196968","0.0-35.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","31","2","4","lose","no-go","0"
"pit-trial","156","2201823","0.0-36.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","32","0","2","win","no-go","1"
"pit-trial","157","2206680","0.0-37.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","33","0","2","win","no-go","0"
"pit-trial","158","2211539","0.0-38.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","34","2","4","lose","no-go","0"
"pit-trial","159","2216398","0.0-39.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","35","1","3","lose","go","0"
"pit-trial","160","2221258","0.0-40.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","36","3","1","win","go","0"
"pit-trial","161","2226116","0.0-41.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","37","0","2","win","no-go","0"
"pit-trial","162","2230969","0.0-42.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","38","1","3","lose","go","0"
"pit-trial","163","2235828","0.0-43.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","39","2","4","lose","no-go","0"
"pit-trial","164","2240681","0.0-44.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","40","3","1","win","go","0"
"pit-trial","165","2245540","0.0-45.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","41","3","1","win","go","0"
"pit-trial","166","2250399","0.0-46.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","42","0","2","win","no-go","0"
"pit-trial","167","2255255","0.0-47.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","43","1","3","lose","go","0"
"pit-trial","168","2260111","0.0-48.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","44","2","4","lose","no-go","1"
"pit-trial","169","2264970","0.0-49.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","45","2","4","lose","no-go","0"
"pit-trial","170","2269829","0.0-50.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","46","0","2","win","no-go","0"
"pit-trial","171","2274688","0.0-51.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","47","3","1","win","go","0"
"pit-trial","172","2279546","0.0-52.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","48","1","3","lose","go","0"
"pit-trial","173","2284404","0.0-53.0","battery-v0.2","","","-1","","","g","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","49","3","1","win","go","1"
"pit-trial","174","2289259","0.0-54.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","50","2","4","lose","no-go","0"
"pit-trial","175","2294118","0.0-55.0","battery-v0.2","","","-1","","","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","51","0","2","win","no-go","0"
"pit-trial","176","2298977","0.0-56.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","52","1","3","lose","go","0"
"pit-trial","177","2303836","0.0-57.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","53","1","3","lose","go","0"
"pit-trial","178","2308694","0.0-58.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","54","2","4","lose","no-go","0"
"pit-trial","179","2313548","0.0-59.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","55","4","3","lose","go","1"
"pit-trial","180","2318407","0.0-60.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","56","5","4","lose","no-go","0"
"pit-trial","181","2323266","0.0-61.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","57","4","3","lose","go","0"
"pit-trial","182","2328124","0.0-62.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","58","2","4","lose","no-go","1"
"pit-trial","183","2332983","0.0-63.0","battery-v0.2","","","-1","","","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","59","1","3","lose","go","0"
"pit-trial","184","2337842","0.0-64.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","60","5","4","lose","no-go","0"
"pit-trial","185","2342701","0.0-65.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","61","2","4","lose","no-go","0"
"pit-trial","186","2347554","0.0-66.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","62","5","4","lose","no-go","0"
"pit-trial","187","2352409","0.0-67.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","63","4","3","lose","go","0"
"pit-trial","188","2357266","0.0-68.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","64","6","2","win","no-go","0"
"pit-trial","189","2362125","0.0-69.0","battery-v0.2","","","-1","","","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","65","2","4","lose","no-go","0"
"pit-trial","190","2366984","0.0-70.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","66","4","3","lose","go","0"
"pit-trial","191","2371843","0.0-71.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","67","6","2","win","no-go","0"
"pit-trial","192","2376702","0.0-72.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","68","5","4","lose","no-go","0"
"pit-trial","193","2381561","0.0-73.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","69","5","4","lose","no-go","0"
"pit-trial","194","2386420","0.0-74.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","70","6","2","win","no-go","0"
"pit-trial","195","2391279","0.0-75.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","71","7","1","win","go","0"
"pit-trial","196","2396138","0.0-76.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","72","4","3","lose","go","0"
"pit-trial","197","2400997","0.0-77.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","73","5","4","lose","no-go","0"
"pit-trial","198","2405856","0.0-78.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","74","6","2","win","no-go","0"
"pit-trial","199","2410715","0.0-79.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","75","4","3","lose","go","1"
"pit-trial","200","2415573","0.0-80.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","76","7","1","win","go","0"
"pit-trial","201","2420432","0.0-81.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","77","4","3","lose","go","0"
"pit-trial","202","2425285","0.0-82.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","78","7","1","win","go","0"
"pit-trial","203","2430144","0.0-83.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","79","6","2","win","no-go","0"
"pit-trial","204","2435000","0.0-84.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","80","5","4","lose","no-go","0"
"pit-trial","205","2439856","0.0-85.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","81","4","3","lose","go","0"
"pit-trial","206","2444716","0.0-86.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","82","6","2","win","no-go","0"
"pit-trial","207","2449574","0.0-87.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","83","5","4","lose","no-go","0"
"pit-trial","208","2454433","0.0-88.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","84","7","1","win","go","0"
"pit-trial","209","2459292","0.0-89.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","85","6","2","win","no-go","1"
"pit-trial","210","2464150","0.0-90.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","86","5","4","lose","no-go","0"
"pit-trial","211","2469010","0.0-91.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","87","4","3","lose","go","1"
"pit-trial","212","2473869","0.0-92.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","88","7","1","win","go","0"
"pit-trial","213","2478728","0.0-93.0","battery-v0.2","","","-1","","","s","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","89","5","4","lose","no-go","0"
"pit-trial","214","2483586","0.0-94.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","90","7","1","win","go","1"
"pit-trial","215","2488440","0.0-95.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","91","4","3","lose","go","1"
"pit-trial","216","2493299","0.0-96.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","92","6","2","win","no-go","0"
"pit-trial","217","2498158","0.0-97.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","93","4","3","lose","go","1"
"pit-trial","218","2503017","0.0-98.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","94","6","2","win","no-go","0"
"pit-trial","219","2507882","0.0-99.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","95","7","1","win","go","0"
"pit-trial","220","2512741","0.0-100.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","96","8","1","win","go","0"
"pit-trial","221","2517599","0.0-101.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","97","6","2","win","no-go","1"
"pit-trial","222","2522458","0.0-102.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","98","7","1","win","go","0"
"pit-trial","223","2527317","0.0-103.0","battery-v0.2","","","-1","","","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","99","4","3","lose","go","0"
"pit-trial","224","2532176","0.0-104.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","100","8","1","win","go","1"
"pit-trial","225","2537035","0.0-105.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","101","8","1","win","go","1"
"pit-trial","226","2541894","0.0-106.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","102","6","2","win","no-go","0"
"pit-trial","227","2546747","0.0-107.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","103","9","2","win","no-go","1"
"pit-trial","228","2551606","0.0-108.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","104","7","1","win","go","0"
"pit-trial","229","2556465","0.0-109.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","105","8","1","win","go","0"
"pit-trial","230","2561324","0.0-110.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","106","9","2","win","no-go","0"
"pit-trial","231","2566183","0.0-111.0","battery-v0.2","","","-1","","","e","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","107","7","1","win","go","1"
"pit-trial","232","2571041","0.0-112.0","battery-v0.2","","","-1","","","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","108","6","2","win","no-go","0"
"pit-trial","233","2575900","0.0-113.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","109","10","3","lose","go","0"
"pit-trial","234","2580754","0.0-114.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","110","8","1","win","go","0"
"pit-trial","235","2585612","0.0-115.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","111","9","2","win","no-go","0"
"pit-trial","236","2590471","0.0-116.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","112","11","4","lose","no-go","0"
"pit-trial","237","2595332","0.0-117.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","113","9","2","win","no-go","1"
"pit-trial","238","2600189","0.0-118.0","battery-v0.2","","","-1","","","v","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","114","11","4","lose","no-go","0"
"pit-trial","239","2605048","0.0-119.0","battery-v0.2","","","-1","","","k","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","115","8","1","win","go","1"
"pit-trial","240","2609907","0.0-120.0","battery-v0.2","","","-1","","","j","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","116","10","3","lose","go","1"
"pit-trial","241","2614766","0.0-121.0","battery-v0.2","","","-1","","","d","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=19&gender=f&participant_ID=888","117","9","2","win","no-go","0"
