"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","20","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"fullscreen","1","2983","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","",""
"pit-instructions","2","1763572","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":282853.6000000015},{""page_index"":1,""viewing_time"":2877.8000000044703},{""page_index"":2,""viewing_time"":125725.89999999851},{""page_index"":3,""viewing_time"":106721.19999999553},{""page_index"":4,""viewing_time"":96104.80000000447},{""page_index"":5,""viewing_time"":93913.5},{""page_index"":6,""viewing_time"":20533.10000000149},{""page_index"":7,""viewing_time"":43822.89999999851},{""page_index"":8,""viewing_time"":811.5},{""page_index"":7,""viewing_time"":9429.29999999702},{""page_index"":8,""viewing_time"":732},{""page_index"":9,""viewing_time"":641.2000000029802},{""page_index"":8,""viewing_time"":170.5},{""page_index"":7,""viewing_time"":109679.89999999851},{""page_index"":6,""viewing_time"":1683.8999999985099},{""page_index"":5,""viewing_time"":12424.80000000447},{""page_index"":4,""viewing_time"":12748.09999999404},{""page_index"":5,""viewing_time"":7582.20000000298},{""page_index"":6,""viewing_time"":89014.39999999851},{""page_index"":7,""viewing_time"":70278.39999999851},{""page_index"":8,""viewing_time"":352776.5},{""page_index"":9,""viewing_time"":15211.90000000596},{""page_index"":10,""viewing_time"":1738},{""page_index"":11,""viewing_time"":69257},{""page_index"":12,""viewing_time"":186680.29999999702},{""page_index"":13,""viewing_time"":47138.20000000298},{""page_index"":14,""viewing_time"":61.099999994039536}]","1760614.1000000015","","","","","","","","","","","","","",""
"pit-trial","3","1769240","0.0-2.0-1.0-0.0","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","3968.9000000059605","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","1772610","0.0-2.0-1.1-0.1","battery-v0.2","","","507.6000000014901","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1357.6999999955297","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","1775707","0.0-2.0-1.2-0.2","battery-v0.2","","","235","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1085.0999999940395","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","1778924","0.0-2.0-1.3-0.3","battery-v0.2","","","355.79999999701977","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1206.8000000044703","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","7","1782343","0.0-2.0-1.4-0.4","battery-v0.2","","","558.8999999985099","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1409.9000000059605","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-instructions","8","2179462","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":24034.80000000447},{""page_index"":1,""viewing_time"":110179.29999999702},{""page_index"":0,""viewing_time"":54802.29999999702},{""page_index"":1,""viewing_time"":63301.20000000298},{""page_index"":2,""viewing_time"":65977.5},{""page_index"":3,""viewing_time"":78826.10000000149}]","397122.3999999985","","","","","","","","","","","","","",""
"pit-trial","9","2185275","0.0-2.0-3.0-0.0","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
