"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","36","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","10686","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1733.0700000748038},{""page_index"":1,""viewing_time"":771.0349999833852},{""page_index"":2,""viewing_time"":548.9250000100583},{""page_index"":3,""viewing_time"":1297.2949999384582},{""page_index"":4,""viewing_time"":771.2199999950826},{""page_index"":5,""viewing_time"":804.075000109151},{""page_index"":6,""viewing_time"":705.7900000363588},{""page_index"":7,""viewing_time"":902.4000000208616},{""page_index"":8,""viewing_time"":1165.149999782443},{""page_index"":9,""viewing_time"":1945.8700001705438}]","10646.075000055134","","","","","","","","","","","",""
"pit-trial","2","14289","0.0-1.0-1.0-0.0","battery-v0.2","","890.1249999180436","1","elianto","#3366ff99","32","32","1","+10","2391.360000008717","1","0","1",""
"pit-trial","3","18308","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","3121.21000001207","1","0","1",""
"pit-trial","4","22319","0.0-1.0-1.2-0.2","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","3130.5450000800192","1","0","1",""
"pit-trial","5","26331","0.0-1.0-1.3-0.3","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","6","29974","0.0-1.0-1.4-0.4","battery-v0.2","","935.4099999181926","1","elianto","#3366ff99","32","32","1","+10","2436.0950000118464","1","0","1",""
"pit-trial","7","33238","0.0-1.0-1.5-0.5","battery-v0.2","","555.3150000050664","1","elianto","#3366ff99","32","32","1","+10","2056.0549998190254","1","0","1",""
"pit-trial","8","36285","0.0-1.0-1.6-0.6","battery-v0.2","","337.7700001001358","1","elianto","#3366ff99","32","32","1","+10","1840.254999930039","1","0","1",""
"call-function","9","36290","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","",""
