"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","27","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","",""
"pit-trial","1","4880","0.0-1.0","battery-v0.2","F","elianto","#3366ff99","32","-1","-1","0","0","960.9000000953674,1119.0999999046326,1287.2000000476837,1479.0999999046326,1647.7000000476837,1849.7999999523163,1985.9000000953674,2176,2356.9000000953674,2536,2705.2999999523163,3549.0999999046326,3751.2999999523163,3954.0999999046326,4134.299999952316,4314.099999904633,4482.5,4651.799999952316","18","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","21","2","1","win","go","0"
"pit-trial","2","9740","0.0-2.0","battery-v0.2","X","elianto","#f73b6a7A","32","-1","-1","0","0","875,1044.5999999046326,1212.9000000953674,1371.0999999046326,1742,2462,2866.4000000953674,3012.2000000476837","8","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","22","3","3","lose","go","1"
"pit-trial","3","14595","0.0-3.0","battery-v0.2","N","elianto","#3366ff99","-1","-1","-1","1","+10","1032.9000000953674,1427.2999999523163,1752.5999999046326,2112.7000000476837,2473.5,2810.5,3091.7000000476837,3249","8","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","23","1","2","win","no-go","0"
"pit-trial","4","19450","0.0-4.0","battery-v0.2","Q","elianto","#3366ff99","-1","-1","-1","1","+10","1927.3000001907349,2332.100000143051,2534.800000190735,2760.100000143051,2940.300000190735","5","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","24","0","2","win","no-go","0"
"pit-trial","5","24310","0.0-5.0","battery-v0.2","X","elianto","#f73b6a7A","32","-1","-1","0","-10","1436.7000000476837,1909.0999999046326,2089.2999999523163,2324.2999999523163,2549.399999856949,3033.5999999046326,3235.5999999046326","7","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","2","25","3","3","lose","go","0"
