"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","25","342679","0.0-1.0-10.0-2.0","battery-v0.2","","191","&#9789;","elianto","#f73b6a7A","32","32","1","0","1693.800000011921","1","0","4","","","",""
"pit-trial","26","346406","0.0-1.0-10.0-3.0","battery-v0.2","","217.60000002384186","&#9789;","elianto","#f73b6a7A","32","32","1","0","1718.5","1","0","4","","","",""
"pit-trial","27","350079","0.0-1.0-10.0-4.0","battery-v0.2","","161.39999997615814","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1663.8999999761581","1","0","4","","","",""
"call-function","28","350083","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","821348","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":10075.300000011921},{""page_index"":1,""viewing_time"":210039.5},{""page_index"":2,""viewing_time"":19171.19999998808},{""page_index"":3,""viewing_time"":54708.89999997616},{""page_index"":4,""viewing_time"":971.4000000357628},{""page_index"":5,""viewing_time"":114434.09999996424},{""page_index"":6,""viewing_time"":17202.100000023842}]","426603.5","","","","","","","","","","","","","","",""
"pit-comprehension","30","898960","0.0-1.0-13.0","battery-v0.2","","77599.60000002384","","","","","","","","","","","","","Press SPACE,10,10,True,True,True","3","1"
"instructions","31","901843","0.0-1.0-14.0-0.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2878.199999988079}]","2879","","","","","","","","","","","","","","",""
"pit-instructions","32","937194","0.0-1.0-14.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1647.6000000238419},{""page_index"":1,""viewing_time"":1340.800000011921},{""page_index"":2,""viewing_time"":625.8000000119209},{""page_index"":3,""viewing_time"":284.0999999642372},{""page_index"":4,""viewing_time"":2519.5},{""page_index"":5,""viewing_time"":2121},{""page_index"":6,""viewing_time"":4949.5},{""page_index"":7,""viewing_time"":1786.6000000238419},{""page_index"":8,""viewing_time"":5670.599999964237},{""page_index"":9,""viewing_time"":2241},{""page_index"":8,""viewing_time"":4457.700000047684},{""page_index"":9,""viewing_time"":2189},{""page_index"":10,""viewing_time"":934.8999999761581},{""page_index"":11,""viewing_time"":1077.1000000238419},{""page_index"":10,""viewing_time"":1544.2999999523163},{""page_index"":11,""viewing_time"":1952.300000011921}]","35343","","","","","","","","","","","","","","",""
"pit-instructions","33","955423","0.0-1.0-14.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3900},{""page_index"":1,""viewing_time"":4796.199999988079},{""page_index"":2,""viewing_time"":918.1000000238419},{""page_index"":3,""viewing_time"":1276.5999999642372},{""page_index"":4,""viewing_time"":1941.1000000238419},{""page_index"":5,""viewing_time"":5394.199999988079}]","18226.899999976158","","","","","","","","","","","","","","",""
"pit-instructions","34","963254","0.0-1.0-14.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2233.900000035763},{""page_index"":1,""viewing_time"":846.3999999761581},{""page_index"":2,""viewing_time"":3269.300000011921},{""page_index"":3,""viewing_time"":722.6999999880791},{""page_index"":4,""viewing_time"":756.9000000357628}]","7830.400000035763","","","","","","","","","","","","","","",""
"pit-instructions","35","969500","0.0-1.0-14.0-4.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3920.300000011921},{""page_index"":1,""viewing_time"":2322}]","6243.399999976158","","","","","","","","","","","","","","",""
"pit-instructions","36","1008640","0.0-1.0-14.0-5.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1217.300000011921},{""page_index"":1,""viewing_time"":12023.100000023842},{""page_index"":2,""viewing_time"":6126.599999964237},{""page_index"":3,""viewing_time"":7465.199999988079},{""page_index"":4,""viewing_time"":7160.700000047684},{""page_index"":5,""viewing_time"":4391},{""page_index"":6,""viewing_time"":755.5}]","39140","","","","","","","","","","","","","","",""
"pit-comprehension","37","1049828","0.0-1.0-14.0-6.0","battery-v0.2","","41184","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","2","1"
"instructions","38","1052344","0.0-1.0-14.1-0.1-0.1","battery-v0.2","[{""page_index"":0,""viewing_time"":2507.5}]","2508.5","","","","","","","","","","","","","","",""
"pit-instructions","39","1116851","0.0-1.0-14.1-1.1","battery-v0.2","[{""page_index"":0,""viewing_time"":920.8000000119209},{""page_index"":1,""viewing_time"":446.9000000357628},{""page_index"":2,""viewing_time"":1820.199999988079},{""page_index"":3,""viewing_time"":1811.5999999642372},{""page_index"":4,""viewing_time"":3802.600000023842},{""page_index"":5,""viewing_time"":975.3000000119209},{""page_index"":4,""viewing_time"":1162},{""page_index"":5,""viewing_time"":1633.699999988079},{""page_index"":6,""viewing_time"":2746.300000011921},{""page_index"":7,""viewing_time"":5052.800000011921},{""page_index"":8,""viewing_time"":4576.699999988079},{""page_index"":9,""viewing_time"":14414.5},{""page_index"":10,""viewing_time"":1187.199999988079},{""page_index"":9,""viewing_time"":7776.100000023842},{""page_index"":10,""viewing_time"":1202.7999999523163},{""page_index"":9,""viewing_time"":12187.400000035763},{""page_index"":10,""viewing_time"":1252.8999999761581},{""page_index"":11,""viewing_time"":1535}]","64506.30000001192","","","","","","","","","","","","","","",""
"pit-instructions","40","1132142","0.0-1.0-14.1-2.1","battery-v0.2","[{""page_index"":0,""viewing_time"":1799.699999988079},{""page_index"":1,""viewing_time"":6753.199999988079},{""page_index"":2,""viewing_time"":1599.300000011921},{""page_index"":3,""viewing_time"":902.3999999761581},{""page_index"":4,""viewing_time"":690.1000000238419},{""page_index"":5,""viewing_time"":3543.399999976158}]","15288.699999988079","","","","","","","","","","","","","","",""
"pit-instructions","41","1151572","0.0-1.0-14.1-3.1","battery-v0.2","[{""page_index"":0,""viewing_time"":5866.399999976158},{""page_index"":1,""viewing_time"":6601.600000023842},{""page_index"":2,""viewing_time"":4326.399999976158},{""page_index"":3,""viewing_time"":2130.400000035763},{""page_index"":4,""viewing_time"":503.2999999523163}]","19428.80000001192","","","","","","","","","","","","","","",""
"pit-instructions","42","1169477","0.0-1.0-14.1-4.1","battery-v0.2","[{""page_index"":0,""viewing_time"":752.5},{""page_index"":1,""viewing_time"":17150.5}]","17903.80000001192","","","","","","","","","","","","","","",""
"pit-instructions","43","1195507","0.0-1.0-14.1-5.1","battery-v0.2","[{""page_index"":0,""viewing_time"":1198.5999999642372},{""page_index"":1,""viewing_time"":5645.200000047684},{""page_index"":2,""viewing_time"":6566.699999988079},{""page_index"":3,""viewing_time"":5150.199999988079},{""page_index"":2,""viewing_time"":3454.899999976158},{""page_index"":3,""viewing_time"":542.7000000476837},{""page_index"":4,""viewing_time"":1503},{""page_index"":5,""viewing_time"":1292.5},{""page_index"":6,""viewing_time"":673.8999999761581}]","26028.69999998808","","","","","","","","","","","","","","",""
"pit-comprehension","44","1232593","0.0-1.0-14.1-6.1","battery-v0.2","","37081.39999997616","","","","","","","","","","","","","Press SPACE,10,10,True,True,True","3","1"
"instructions","45","1238825","0.0-1.0-14.2-0.2-0.2","battery-v0.2","[{""page_index"":0,""viewing_time"":6227.599999964237}]","6228.599999964237","","","","","","","","","","","","","","",""
"pit-instructions","46","1250834","0.0-1.0-14.2-1.2","battery-v0.2","[{""page_index"":0,""viewing_time"":1585.7000000476837},{""page_index"":1,""viewing_time"":561.7999999523163},{""page_index"":2,""viewing_time"":648.4000000357628},{""page_index"":3,""viewing_time"":553.5999999642372},{""page_index"":4,""viewing_time"":739.8000000119209},{""page_index"":5,""viewing_time"":1282.300000011921},{""page_index"":6,""viewing_time"":927.3000000119209},{""page_index"":7,""viewing_time"":803.0999999642372},{""page_index"":8,""viewing_time"":2031.5},{""page_index"":9,""viewing_time"":1374.2000000476837},{""page_index"":10,""viewing_time"":724},{""page_index"":11,""viewing_time"":771.5999999642372}]","12004.600000023842","","","","","","","","","","","","","","",""
"pit-instructions","47","1278997","0.0-1.0-14.2-2.2","battery-v0.2","[{""page_index"":0,""viewing_time"":815.1000000238419},{""page_index"":1,""viewing_time"":4460.799999952316},{""page_index"":2,""viewing_time"":6403.600000023842},{""page_index"":3,""viewing_time"":9393.699999988079},{""page_index"":4,""viewing_time"":999.9000000357628},{""page_index"":5,""viewing_time"":6085.799999952316}]","28160.5","","","","","","","","","","","","","","",""
"pit-instructions","48","1293750","0.0-1.0-14.2-3.2","battery-v0.2","[{""page_index"":0,""viewing_time"":1310.3999999761581},{""page_index"":1,""viewing_time"":991.1000000238419},{""page_index"":2,""viewing_time"":6524.399999976158},{""page_index"":3,""viewing_time"":5396.300000011921},{""page_index"":4,""viewing_time"":527.3000000119209}]","14750.899999976158","","","","","","","","","","","","","","",""
"pit-instructions","49","1305157","0.0-1.0-14.2-4.2","battery-v0.2","[{""page_index"":0,""viewing_time"":10257.699999988079},{""page_index"":1,""viewing_time"":1147.1000000238419}]","11405.800000011921","","","","","","","","","","","","","","",""
"pit-instructions","50","1315604","0.0-1.0-14.2-5.2","battery-v0.2","[{""page_index"":0,""viewing_time"":898.3999999761581},{""page_index"":1,""viewing_time"":4135.699999988079},{""page_index"":2,""viewing_time"":2890.800000011921},{""page_index"":3,""viewing_time"":519.4000000357628},{""page_index"":4,""viewing_time"":780.0999999642372},{""page_index"":5,""viewing_time"":667.3000000119209},{""page_index"":6,""viewing_time"":551.8000000119209}]","10444.399999976158","","","","","","","","","","","","","","",""
"pit-comprehension","51","1496692","0.0-1.0-14.2-6.2","battery-v0.2","","181088.30000001192","","","","","","","","","","","","","Press SPACE,10,10,False,False, sometimes you will not get all the points even if you took the right action,True","3","1"
"instructions","52","1498144","0.0-1.0-14.3-0.3-0.3","battery-v0.2","[{""page_index"":0,""viewing_time"":1447.5999999642372}]","1448.5999999642372","","","","","","","","","","","","","","",""
"pit-instructions","53","1534091","0.0-1.0-14.3-1.3","battery-v0.2","[{""page_index"":0,""viewing_time"":1159},{""page_index"":1,""viewing_time"":489.19999998807907},{""page_index"":2,""viewing_time"":429.80000001192093},{""page_index"":3,""viewing_time"":243},{""page_index"":4,""viewing_time"":373.5999999642372},{""page_index"":5,""viewing_time"":197.60000002384186},{""page_index"":6,""viewing_time"":645.1999999880791},{""page_index"":5,""viewing_time"":457.69999998807907},{""page_index"":4,""viewing_time"":269.4000000357628},{""page_index"":3,""viewing_time"":1485.699999988079},{""page_index"":4,""viewing_time"":1388.699999988079},{""page_index"":5,""viewing_time"":2268.199999988079},{""page_index"":6,""viewing_time"":1224.300000011921},{""page_index"":5,""viewing_time"":2253.600000023842},{""page_index"":6,""viewing_time"":3506.899999976158},{""page_index"":7,""viewing_time"":4526.600000023842},{""page_index"":8,""viewing_time"":6628.199999988079},{""page_index"":9,""viewing_time"":2225.899999976158},{""page_index"":10,""viewing_time"":2038.9000000357628},{""page_index"":11,""viewing_time"":4131.099999964237}]","35944","","","","","","","","","","","","","","",""
"pit-instructions","54","1572832","0.0-1.0-14.3-2.3","battery-v0.2","[{""page_index"":0,""viewing_time"":1580.3999999761581},{""page_index"":1,""viewing_time"":10361.199999988079},{""page_index"":0,""viewing_time"":2398.300000011921},{""page_index"":1,""viewing_time"":7964.400000035763},{""page_index"":2,""viewing_time"":1048.199999988079},{""page_index"":3,""viewing_time"":5305.099999964237},{""page_index"":4,""viewing_time"":1625.1000000238419},{""page_index"":5,""viewing_time"":8457}]","38740.19999998808","","","","","","","","","","","","","","",""
"pit-instructions","55","1612327","0.0-1.0-14.3-3.3","battery-v0.2","[{""page_index"":0,""viewing_time"":11205.200000047684},{""page_index"":1,""viewing_time"":7601.799999952316},{""page_index"":2,""viewing_time"":12155.400000035763},{""page_index"":3,""viewing_time"":2989.099999964237},{""page_index"":4,""viewing_time"":5541.900000035763}]","39494.10000002384","","","","","","","","","","","","","","",""
"pit-instructions","56","1665299","0.0-1.0-14.3-4.3","battery-v0.2","[{""page_index"":0,""viewing_time"":2825.899999976158},{""page_index"":1,""viewing_time"":50144.700000047684}]","52971.39999997616","","","","","","","","","","","","","","",""
"pit-instructions","57","1749786","0.0-1.0-14.3-5.3","battery-v0.2","[{""page_index"":0,""viewing_time"":1582.699999988079},{""page_index"":1,""viewing_time"":63216.5},{""page_index"":2,""viewing_time"":2267.699999988079},{""page_index"":1,""viewing_time"":1202.199999988079},{""page_index"":0,""viewing_time"":836.8000000119209},{""page_index"":1,""viewing_time"":974.5},{""page_index"":2,""viewing_time"":7216.100000023842},{""page_index"":3,""viewing_time"":2078.599999964237},{""page_index"":4,""viewing_time"":2848.600000023842},{""page_index"":5,""viewing_time"":1613.699999988079},{""page_index"":6,""viewing_time"":649.1999999880791}]","84487.59999996424","","","","","","","","","","","","","","",""
"pit-comprehension","58","1775839","0.0-1.0-14.3-6.3","battery-v0.2","","26049.099999964237","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","2","1"
"instructions","59","1776951","0.0-1.0-14.4-0.4-0.4","battery-v0.2","[{""page_index"":0,""viewing_time"":1108.800000011921}]","1109.5","","","","","","","","","","","","","","",""
"pit-instructions","60","1779786","0.0-1.0-14.4-1.4","battery-v0.2","[{""page_index"":0,""viewing_time"":863.8000000119209},{""page_index"":1,""viewing_time"":210.60000002384186},{""page_index"":2,""viewing_time"":187.79999995231628},{""page_index"":3,""viewing_time"":178.60000002384186},{""page_index"":4,""viewing_time"":180.30000001192093},{""page_index"":5,""viewing_time"":162.39999997615814},{""page_index"":6,""viewing_time"":177.19999998807907},{""page_index"":7,""viewing_time"":162.70000004768372},{""page_index"":8,""viewing_time"":162.39999997615814},{""page_index"":9,""viewing_time"":178.30000001192093},{""page_index"":10,""viewing_time"":178.30000001192093},{""page_index"":11,""viewing_time"":187}]","2830.300000011921","","","","","","","","","","","","","","",""
"pit-instructions","61","1780941","0.0-1.0-14.4-2.4","battery-v0.2","[{""page_index"":0,""viewing_time"":176.5},{""page_index"":1,""viewing_time"":187.69999998807907},{""page_index"":2,""viewing_time"":210},{""page_index"":3,""viewing_time"":178.5},{""page_index"":4,""viewing_time"":186.9000000357628},{""page_index"":5,""viewing_time"":212.19999998807907}]","1152.800000011921","","","","","","","","","","","","","","",""
"pit-instructions","62","1782078","0.0-1.0-14.4-3.4","battery-v0.2","[{""page_index"":0,""viewing_time"":176.30000001192093},{""page_index"":1,""viewing_time"":193.5},{""page_index"":2,""viewing_time"":194.10000002384186},{""page_index"":3,""viewing_time"":376.19999998807907},{""page_index"":4,""viewing_time"":193.69999998807907}]","1134.800000011921","","","","","","","","","","","","","","",""
"pit-instructions","63","1782450","0.0-1.0-14.4-4.4","battery-v0.2","[{""page_index"":0,""viewing_time"":185.19999998807907},{""page_index"":1,""viewing_time"":184.89999997615814}]","370.5","","","","","","","","","","","","","","",""
"pit-instructions","64","1783906","0.0-1.0-14.4-5.4","battery-v0.2","[{""page_index"":0,""viewing_time"":193.5999999642372},{""page_index"":1,""viewing_time"":195.10000002384186},{""page_index"":2,""viewing_time"":187.60000002384186},{""page_index"":3,""viewing_time"":178.19999998807907},{""page_index"":4,""viewing_time"":186.69999998807907},{""page_index"":5,""viewing_time"":202.89999997615814},{""page_index"":6,""viewing_time"":309.80000001192093}]","1454.8999999761581","","","","","","","","","","","","","","",""
"pit-comprehension","65","1794445","0.0-1.0-14.4-6.4","battery-v0.2","","10534.199999988079","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,False","3","1"
"instructions","66","1797378","0.0-1.0-14.5-0.5-0.5","battery-v0.2","[{""page_index"":0,""viewing_time"":2914.300000011921}]","2915.399999976158","","","","","","","","","","","","","","",""
"pit-instructions","67","1800508","0.0-1.0-14.5-1.5","battery-v0.2","[{""page_index"":0,""viewing_time"":898},{""page_index"":1,""viewing_time"":530.5},{""page_index"":2,""viewing_time"":227.5},{""page_index"":3,""viewing_time"":162.5},{""page_index"":4,""viewing_time"":178},{""page_index"":5,""viewing_time"":171.19999998807907},{""page_index"":6,""viewing_time"":129.10000002384186},{""page_index"":7,""viewing_time"":163.39999997615814},{""page_index"":8,""viewing_time"":178.60000002384186},{""page_index"":9,""viewing_time"":162.19999998807907},{""page_index"":10,""viewing_time"":170.69999998807907},{""page_index"":11,""viewing_time"":154.60000002384186}]","3127.399999976158","","","","","","","","","","","","","","",""
"pit-instructions","68","1801556","0.0-1.0-14.5-2.5","battery-v0.2","[{""page_index"":0,""viewing_time"":158.69999998807907},{""page_index"":1,""viewing_time"":170},{""page_index"":2,""viewing_time"":170.89999997615814},{""page_index"":3,""viewing_time"":187.60000002384186},{""page_index"":4,""viewing_time"":178.19999998807907},{""page_index"":5,""viewing_time"":179.30000001192093}]","1045.7999999523163","","","","","","","","","","","","","","",""
"pit-instructions","69","1802764","0.0-1.0-14.5-3.5","battery-v0.2","[{""page_index"":0,""viewing_time"":175.69999998807907},{""page_index"":1,""viewing_time"":170.5},{""page_index"":2,""viewing_time"":178.30000001192093},{""page_index"":3,""viewing_time"":186.39999997615814},{""page_index"":4,""viewing_time"":495.5}]","1206.8999999761581","","","","","","","","","","","","","","",""
"pit-instructions","70","1803109","0.0-1.0-14.5-4.5","battery-v0.2","[{""page_index"":0,""viewing_time"":162.30000001192093},{""page_index"":1,""viewing_time"":179.39999997615814}]","342.89999997615814","","","","","","","","","","","","","","",""
"pit-instructions","71","1804984","0.0-1.0-14.5-5.5","battery-v0.2","[{""page_index"":0,""viewing_time"":173.80000001192093},{""page_index"":1,""viewing_time"":219.30000001192093},{""page_index"":2,""viewing_time"":194.5999999642372},{""page_index"":3,""viewing_time"":228.69999998807907},{""page_index"":4,""viewing_time"":276.30000001192093},{""page_index"":5,""viewing_time"":398.10000002384186},{""page_index"":6,""viewing_time"":381.19999998807907}]","1873.199999988079","","","","","","","","","","","","","","",""
"pit-comprehension","72","1824444","0.0-1.0-14.5-6.5","battery-v0.2","","19455.30000001192","","","","","","","","","","","","","Press SPACE,10,10,True,True,True","3","1"
