"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pit-trial","10","70079","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","74939","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","12","79803","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","13","84662","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-instructions","14","106317","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":17047.300000000745},{""page_index"":1,""viewing_time"":620},{""page_index"":2,""viewing_time"":221.40000000223517},{""page_index"":3,""viewing_time"":155.29999999701977},{""page_index"":4,""viewing_time"":159.30000000074506},{""page_index"":5,""viewing_time"":156.30000000074506},{""page_index"":6,""viewing_time"":505.6000000014901},{""page_index"":7,""viewing_time"":681.7999999970198},{""page_index"":8,""viewing_time"":549.8000000007451},{""page_index"":9,""viewing_time"":830.3000000007451},{""page_index"":10,""viewing_time"":721.6000000014901}]","21649.300000000745","","","","","","","","","","","","","",""
"pit-trial","15","111172","0.0-2.0-5.0-0.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","16","116033","0.0-2.0-5.0-1.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","17","120894","0.0-2.0-5.0-2.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","18","125751","0.0-2.0-5.0-3.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","19","130610","0.0-2.0-5.0-4.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","20","135470","0.0-2.0-5.1-0.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","21","140324","0.0-2.0-5.1-1.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","22","145183","0.0-2.0-5.1-2.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","23","150038","0.0-2.0-5.1-3.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","24","154893","0.0-2.0-5.1-4.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","25","159752","0.0-2.0-5.2-0.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","26","164613","0.0-2.0-5.2-1.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","27","169472","0.0-2.0-5.2-2.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","28","174331","0.0-2.0-5.2-3.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","29","179190","0.0-2.0-5.2-4.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","30","184050","0.0-2.0-5.3-0.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","31","188910","0.0-2.0-5.3-1.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","32","193769","0.0-2.0-5.3-2.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","33","198629","0.0-2.0-5.3-3.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","34","203490","0.0-2.0-5.3-4.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","35","208350","0.0-2.0-5.4-0.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","36","213210","0.0-2.0-5.4-1.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","37","218070","0.0-2.0-5.4-2.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","38","222930","0.0-2.0-5.4-3.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","39","227789","0.0-2.0-5.4-4.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-instructions","40","251005","0.0-2.0-5.4-5.4-0.4","battery-v0.2","","[{""page_index"":0,""viewing_time"":16892.60000000149},{""page_index"":1,""viewing_time"":1418.800000000745},{""page_index"":2,""viewing_time"":4901.199999999255}]","23213.300000000745","","","","","","","","","","","","","",""
"pit-trial","41","254760","0.0-2.0-5.5-0.5","battery-v0.2","","","894.3000000007451","&#9776;","elianto","#3366ff99","32","32","1","+10","1744.3999999985099","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","42","257762","0.0-2.0-5.5-1.5","battery-v0.2","","","146.70000000298023","&#9776;","elianto","#3366ff99","32","32","1","+10","996.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","43","260690","0.0-2.0-5.5-2.5","battery-v0.2","","","70.89999999850988","&#9776;","elianto","#3366ff99","32","32","1","+10","922.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","44","263643","0.0-2.0-5.5-3.5","battery-v0.2","","","93.5","&#9776;","elianto","#3366ff99","32","32","1","0","944.3999999985099","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","45","268503","0.0-2.0-5.5-4.5","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","46","271689","0.0-2.0-5.6-0.6","battery-v0.2","","","324.1000000014901","&#9776;","elianto","#3366ff99","32","32","1","+10","1176.300000000745","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","47","274781","0.0-2.0-5.6-1.6","battery-v0.2","","","232.90000000223517","&#9776;","elianto","#3366ff99","32","32","1","+10","1083.4000000022352","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","48","277743","0.0-2.0-5.6-2.6","battery-v0.2","","","104","&#9776;","elianto","#3366ff99","32","32","1","+10","954.1000000014901","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","49","280723","0.0-2.0-5.6-3.6","battery-v0.2","","","120.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","0","971.6000000014901","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","50","283636","0.0-2.0-5.6-4.6","battery-v0.2","","","57.100000001490116","&#9776;","elianto","#3366ff99","32","32","1","+10","907.3000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","51","286629","0.0-2.0-5.7-0.7","battery-v0.2","","","136.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","986.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","52","289742","0.0-2.0-5.7-1.7","battery-v0.2","","","252.90000000223517","&#9776;","elianto","#3366ff99","32","32","1","+10","377.19999999925494,781.3999999985099,1103.800000000745","3","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","53","292643","0.0-2.0-5.7-2.7","battery-v0.2","","","47.100000001490116","&#9776;","elianto","#3366ff99","32","32","1","+10","897.3000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","54","295569","0.0-2.0-5.7-3.7","battery-v0.2","","","70.39999999850988","&#9776;","elianto","#3366ff99","32","32","1","0","920.7000000029802","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","55","298469","0.0-2.0-5.7-4.7","battery-v0.2","","","38.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","890.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","56","301492","0.0-2.0-5.8-0.8","battery-v0.2","","","165","&#9776;","elianto","#3366ff99","32","32","1","+10","1016.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","57","304508","0.0-2.0-5.8-1.8","battery-v0.2","","","158.19999999925494","&#9776;","elianto","#3366ff99","32","32","1","+10","1008.2999999970198","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","58","307629","0.0-2.0-5.8-2.8","battery-v0.2","","","262.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","+10","1113.199999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","59","310521","0.0-2.0-5.8-3.8","battery-v0.2","","","35.599999997764826","&#9776;","elianto","#3366ff99","32","32","1","0","885.6999999992549","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","60","313431","0.0-2.0-5.8-4.8","battery-v0.2","","","54.899999998509884","&#9776;","elianto","#3366ff99","32","32","1","+10","905.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","61","316697","0.0-2.0-5.9-0.9","battery-v0.2","","","408.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","+10","833.9000000022352,1258.800000000745","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","62","319772","0.0-2.0-5.9-1.9","battery-v0.2","","","220.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","1070.9000000022352","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","63","322771","0.0-2.0-5.9-2.9","battery-v0.2","","","142.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","+10","993.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","64","325708","0.0-2.0-5.9-3.9","battery-v0.2","","","78.90000000223517","&#9776;","elianto","#3366ff99","32","32","1","0","929.8999999985099","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","65","330567","0.0-2.0-5.9-4.9","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","66","330571","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","",""
