"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","30","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","12065","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":8941.145000004326},{""page_index"":1,""viewing_time"":354.3950000021141},{""page_index"":2,""viewing_time"":282.64499999932013},{""page_index"":3,""viewing_time"":475.5849999928614},{""page_index"":4,""viewing_time"":346.7499999969732},{""page_index"":5,""viewing_time"":323.0450000119163},{""page_index"":6,""viewing_time"":395.59999998891726},{""page_index"":7,""viewing_time"":346.35000000707805},{""page_index"":8,""viewing_time"":363.60499999136664},{""page_index"":9,""viewing_time"":201.52000000234693}]","12031.600000002072","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","16076","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","3379.899999999907","1","0","1","","","","","","","","","",""
"pit-trial","3","18982","0.0-1.0-1.1-0.1","battery-v0.2","","197.60499999392778","1","elianto","#3366ff99","32","32","1","+10","1700.1949999976205","1","0","1","","","","","","","","","",""
"pit-trial","4","22167","0.0-1.0-1.2-0.2","battery-v0.2","","472.55000000586733","1","elianto","#3366ff99","32","32","1","+10","1974.1050000011455","1","0","1","","","","","","","","","",""
"pit-trial","5","25103","0.0-1.0-1.3-0.3","battery-v0.2","","228.51000000082422","1","elianto","#3366ff99","32","32","1","+10","1729.0050000010524","1","0","1","","","","","","","","","",""
"call-function","6","25107","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","26973","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1066.0950000019511},{""page_index"":1,""viewing_time"":798.6699999892153}]","1865.1799999934155","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","30986","0.0-1.0-4.0-0.0","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","9","35001","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","10","39016","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","11","43028","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","12","43032","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","13","90643","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":45366.65999999968},{""page_index"":1,""viewing_time"":2242.085000005318}]","47609.16500000167","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","94653","0.0-1.0-7.0-0.0","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","15","98665","0.0-1.0-7.1-0.1","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","16","102677","0.0-1.0-7.2-0.2","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","17","106685","0.0-1.0-7.3-0.3","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"call-function","18","106689","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","19","108669","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1801.8250000022817},{""page_index"":1,""viewing_time"":177.38000000827014}]","1979.6100000094157","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","111610","0.0-1.0-10.0-0.0","battery-v0.2","","229.8399999999674","4","elianto","#f73b6a7A","32","32","1","-1","1730.7799999980489","1","0","4","","","","","","","","","",""
"pit-trial","21","115622","0.0-1.0-10.1-0.1","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","22","118579","0.0-1.0-10.2-0.2","battery-v0.2","","243.14500000036787","4","elianto","#f73b6a7A","32","32","1","-1","1744.6449999988545","1","0","4","","","","","","","","","",""
"pit-trial","23","121815","0.0-1.0-10.3-0.3","battery-v0.2","","527.5549999932991","4","elianto","#f73b6a7A","32","32","1","-1","2027.9199999931734","1","0","4","","","","","","","","","",""
"pit-trial","24","124752","0.0-1.0-10.4-0.4","battery-v0.2","","228.99000000325032","4","elianto","#f73b6a7A","32","32","1","-1","1730.5300000007264","1","0","4","","","","","","","","","",""
"call-function","25","124756","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","127553","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":674.7150000010151},{""page_index"":1,""viewing_time"":387.6299999974435},{""page_index"":2,""viewing_time"":531.9849999941653},{""page_index"":3,""viewing_time"":443.650000001071},{""page_index"":4,""viewing_time"":395.3849999961676},{""page_index"":5,""viewing_time"":362.6300000032643}]","2796.3999999919906","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","27","133629","0.0-1.0-13.0","battery-v0.2","","6068.849999996019","","","","","","","","","","","","","Press SPACE,+10,-1,True,True","0","","","","","","",""
"pit-instructions","28","135659","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1330.4400000051828},{""page_index"":1,""viewing_time"":693.1400000030408}]","2023.990000001504","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","29","139590","0.0-3.0","battery-v0.2","","1222.5499999913154","B","bacs2","#f73b6a7A","32","32","1","-1","2722.6599999994505","1","1","","","","","n","1","1","3","lose","go","0"
