"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","48","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","32363","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1575.9449999313802},{""page_index"":1,""viewing_time"":1308.0649999901652},{""page_index"":2,""viewing_time"":4530.54000006523},{""page_index"":3,""viewing_time"":3125.554999918677},{""page_index"":4,""viewing_time"":3423.3900000108406},{""page_index"":5,""viewing_time"":2003.3350000157952},{""page_index"":6,""viewing_time"":6783.889999962412},{""page_index"":7,""viewing_time"":3383.5750001017004},{""page_index"":8,""viewing_time"":2793.5099999886006},{""page_index"":9,""viewing_time"":3383.934999932535}]","32312.64999997802","","","","","","","","","","","",""
"pit-trial","2","35403","0.0-1.0-1.0-0.0","battery-v0.2","","336.0850000753999","1","elianto","#3366ff99","32","32","1","+10","1836.2300000153482","1","0","1",""
"pit-trial","3","38462","0.0-1.0-1.1-0.1","battery-v0.2","","353.35999995004386","1","elianto","#3366ff99","32","32","1","+10","1854.7349999425933","1","0","1",""
"pit-trial","4","41390","0.0-1.0-1.2-0.2","battery-v0.2","","222.22999995574355","1","elianto","#3366ff99","32","32","1","+10","1723.6399999819696","1","0","1",""
"pit-trial","5","44191","0.0-1.0-1.3-0.3","battery-v0.2","","93.30499998759478","1","elianto","#3366ff99","32","32","1","+10","1595.3899999149144","1","0","1",""
"call-function","6","44193","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","7","170902","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":124349.2199999746},{""page_index"":1,""viewing_time"":2357.990000047721}]","126707.57500000764","","","","","","","","","","","",""
"pit-trial","8","174910","0.0-1.0-4.0-0.0","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","9","178915","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","10","182920","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","11","186926","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"call-function","12","186927","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","",""
