"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","14","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","",""
"pit-trial","1","4523","0.0-1.0","battery-v0.2","V","elianto","#f73b6a7A","-1","-1","-1","1","0","2827.100000023842","1","99&order=1","3","256","11","4","lose","no-go","0"
"pit-trial","2","9033","0.0-2.0","battery-v0.2","D","elianto","#3366ff99","-1","-1","-1","1","+10","","0","99&order=1","3","257","9","2","win","no-go","0"
"pit-trial","3","13541","0.0-3.0","battery-v0.2","K","elianto","#3366ff99","32","-1","-1","0","+10","","0","99&order=1","3","258","8","1","win","go","1"
"pit-trial","4","18049","0.0-4.0","battery-v0.2","J","elianto","#f73b6a7A","32","-1","-1","0","-10","","0","99&order=1","3","259","10","3","lose","go","0"
"pit-trial","5","22555","0.0-5.0","battery-v0.2","V","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","99&order=1","3","260","11","4","lose","no-go","0"
