"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pit-trial","30","202377","0.0-1.0-10.10-0.10","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","31","206389","0.0-1.0-10.11-0.11","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","32","210396","0.0-1.0-10.12-0.12","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","33","214408","0.0-1.0-10.13-0.13","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","34","218416","0.0-1.0-10.14-0.14","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","35","222424","0.0-1.0-10.15-0.15","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","36","226435","0.0-1.0-10.16-0.16","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","37","230446","0.0-1.0-10.17-0.17","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","38","234457","0.0-1.0-10.18-0.18","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","39","238463","0.0-1.0-10.19-0.19","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","40","242470","0.0-1.0-10.20-0.20","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","41","246478","0.0-1.0-10.21-0.21","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","42","250487","0.0-1.0-10.22-0.22","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","43","254495","0.0-1.0-10.23-0.23","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","44","258498","0.0-1.0-10.24-0.24","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","45","262500","0.0-1.0-10.25-0.25","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","46","266504","0.0-1.0-10.26-0.26","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","47","270509","0.0-1.0-10.27-0.27","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","48","274515","0.0-1.0-10.28-0.28","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","49","278526","0.0-1.0-10.29-0.29","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","50","282535","0.0-1.0-10.30-0.30","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","51","287790","0.0-1.0-10.31-0.31","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","52","292789","0.0-1.0-10.32-0.32","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","53","298560","0.0-1.0-10.33-0.33","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","54","303789","0.0-1.0-10.34-0.34","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","55","307795","0.0-1.0-10.35-0.35","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
"pit-trial","56","311802","0.0-1.0-10.36-0.36","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4",""
