"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","4299","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1460.5999999642372},{""page_index"":1,""viewing_time"":183.4000000357628},{""page_index"":2,""viewing_time"":166.69999998807907},{""page_index"":3,""viewing_time"":183.10000002384186},{""page_index"":4,""viewing_time"":150.19999998807907},{""page_index"":5,""viewing_time"":183.30000001192093},{""page_index"":6,""viewing_time"":166.5},{""page_index"":7,""viewing_time"":166.79999995231628},{""page_index"":8,""viewing_time"":199.80000001192093},{""page_index"":9,""viewing_time"":316.9000000357628},{""page_index"":10,""viewing_time"":700},{""page_index"":11,""viewing_time"":416.5}]","4294","","","","","","","","","","","","","","",""
"pit-trial","2","7373","0.0-1.0-1.0-0.0","battery-v0.2","","567.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1068.1000000238419","1","0","1","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","3","9905","0.0-1.0-1.0-1.0","battery-v0.2","","25.30000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","357.60000002384186,526.3000000119209,693.8000000119209,827.6999999880791","4","0","1","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","4","12806","0.0-1.0-1.0-2.0","battery-v0.2","","392.69999998807907","&#9776;","elianto","#3366ff99","32","32","1","+10","894.4000000357628","1","0","1","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","5","15753","0.0-1.0-1.0-3.0","battery-v0.2","","440.2999999523163","&#9776;","elianto","#3366ff99","32","32","1","0","940.4000000357628","1","0","1","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","6","18742","0.0-1.0-1.0-4.0","battery-v0.2","","484.5","&#9776;","elianto","#3366ff99","32","32","1","+10","986.7000000476837","1","0","1","997","3&age=997&participant_ID=5&order=1","5",""
"call-function","7","18743","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","21582","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1988},{""page_index"":1,""viewing_time"":183.30000001192093},{""page_index"":2,""viewing_time"":166.60000002384186},{""page_index"":3,""viewing_time"":166.5},{""page_index"":4,""viewing_time"":150.19999998807907},{""page_index"":5,""viewing_time"":183.30000001192093}]","2838.199999988079","","","","","","","","","","","","","","",""
"pit-trial","9","24506","0.0-1.0-4.0-0.0","battery-v0.2","","418.19999998807907","&#9761;","elianto","#3366ff99","-1","32","0","0","918.3000000119209","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","10","27511","0.0-1.0-4.0-1.0","battery-v0.2","","494.89999997615814","&#9761;","elianto","#3366ff99","-1","32","0","0","997.7999999523163","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","11","30485","0.0-1.0-4.0-2.0","battery-v0.2","","472.7999999523163","&#9761;","elianto","#3366ff99","-1","32","0","0","973","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","12","33484","0.0-1.0-4.0-3.0","battery-v0.2","","490.89999997615814","&#9761;","elianto","#3366ff99","-1","32","0","0","992.8000000119209","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","13","36428","0.0-1.0-4.0-4.0","battery-v0.2","","440.5","&#9761;","elianto","#3366ff99","-1","32","0","+10","941.7000000476837","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","14","39341","0.0-1.0-4.1-0.1","battery-v0.2","","410.0999999642372","&#9761;","elianto","#3366ff99","-1","32","0","0","910.2999999523163","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","15","42011","0.0-1.0-4.1-1.1","battery-v0.2","","163.30000001192093","&#9761;","elianto","#3366ff99","-1","32","0","0","664.5","1","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","16","46523","0.0-1.0-4.1-2.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","17","51025","0.0-1.0-4.1-3.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"pit-trial","18","55527","0.0-1.0-4.1-4.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","997","3&age=997&participant_ID=5&order=1","5",""
"call-function","19","55527","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
