"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","39","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","90641","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7343.250000005355},{""page_index"":1,""viewing_time"":7430.580000000191},{""page_index"":2,""viewing_time"":6878.024999998161},{""page_index"":3,""viewing_time"":6056.09500000719},{""page_index"":4,""viewing_time"":13942.389999996522},{""page_index"":5,""viewing_time"":6038.159999996424},{""page_index"":6,""viewing_time"":7799.32999999437},{""page_index"":7,""viewing_time"":21676.970000000438},{""page_index"":8,""viewing_time"":7576.265000010608},{""page_index"":9,""viewing_time"":5854.489999997895}]","90596.8150000117","","","","","","","","","","","",""
"pit-trial","2","94651","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","3","98668","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","4","102681","0.0-1.0-1.2-0.2","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","5","106696","0.0-1.0-1.3-0.3","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","6","110714","0.0-1.0-1.4-0.4","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","7","114728","0.0-1.0-1.5-0.5","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","8","118739","0.0-1.0-1.6-0.6","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","9","122750","0.0-1.0-1.7-0.7","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","10","126764","0.0-1.0-1.8-0.8","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","11","130771","0.0-1.0-1.9-0.9","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","12","134781","0.0-1.0-1.10-0.10","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","13","138794","0.0-1.0-1.11-0.11","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","14","142807","0.0-1.0-1.12-0.12","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","15","145930","0.0-1.0-1.13-0.13","battery-v0.2","","408.6700000043493","1","elianto","#3366ff99","32","32","1","+10","1910.600000002887","1","0","1",""
"pit-trial","16","148842","0.0-1.0-1.14-0.14","battery-v0.2","","203.5299999988638","1","elianto","#3366ff99","32","32","1","+10","1704.119999994873","1","0","1",""
"pit-trial","17","152066","0.0-1.0-1.15-0.15","battery-v0.2","","512.5200000038603","1","elianto","#3366ff99","32","32","1","+10","2012.829999992391","1","0","1",""
"call-function","18","152074","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","19","158700","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":5395.415000006324},{""page_index"":1,""viewing_time"":1228.8599999883445}]","6624.639999994542","","","","","","","","","","","",""
"pit-trial","20","162009","0.0-1.0-4.0-0.0","battery-v0.2","","597.7249999996275","2","elianto","#3366ff99","-1","32","0","+1","2098.03500000271","1","0","2",""
"pit-trial","21","164905","0.0-1.0-4.1-0.1","battery-v0.2","","186.43500001053326","2","elianto","#3366ff99","-1","32","0","+1","1687.3350000096252","1","0","2",""
"pit-trial","22","168919","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","23","171875","0.0-1.0-4.3-0.3","battery-v0.2","","246.2950000044657","2","elianto","#3366ff99","-1","32","0","+1","1746.7449999967357","1","0","2",""
"pit-trial","24","174634","0.0-1.0-4.4-0.4","battery-v0.2","","45.66999999224208","2","elianto","#3366ff99","-1","32","0","+1","1546.9100000045728","1","0","2",""
"pit-trial","25","178644","0.0-1.0-4.5-0.5","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2",""
"pit-trial","26","181700","0.0-1.0-4.6-0.6","battery-v0.2","","346.2650000001304","2","elianto","#3366ff99","-1","32","0","+1","1847.5449999968987","1","0","2",""
"pit-trial","27","184825","0.0-1.0-4.7-0.7","battery-v0.2","","413.60500000882894","2","elianto","#3366ff99","-1","32","0","+1","1005.4999999993015,1481.6799999971408,1914.1549999912968","3","0","2",""
"pit-trial","28","187747","0.0-1.0-4.8-0.8","battery-v0.2","","214.84000000054948","2","elianto","#3366ff99","-1","32","0","+1","1715.215000003809","1","0","2",""
"pit-trial","29","190846","0.0-1.0-4.9-0.9","battery-v0.2","","389.67499999853317","2","elianto","#3366ff99","-1","32","0","+1","1494.2399999999907,1889.949999997043","2","0","2",""
