"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","11","119756","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","12","119759","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","13","121162","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1249.069999990752},{""page_index"":1,""viewing_time"":153.1550000072457}]","1402.6549999980489","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","125171","0.0-1.0-7.0-0.0","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","15","129182","0.0-1.0-7.1-0.1","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","16","133191","0.0-1.0-7.2-0.2","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","17","138912","0.0-1.0-7.3-0.3","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"call-function","18","138916","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","19","157906","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":18592.740000007325},{""page_index"":1,""viewing_time"":395.3449999971781}]","18988.500000006752","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","160952","0.0-1.0-10.0-0.0","battery-v0.2","","334.9400000006426","4","elianto","#f73b6a7A","32","32","1","-1","1835.8149999985471","1","0","4","","","","","","","","","",""
"pit-trial","21","164027","0.0-1.0-10.1-0.1","battery-v0.2","","368.0999999924097","4","elianto","#f73b6a7A","32","32","1","-1","1868.7599999975646","1","0","4","","","","","","","","","",""
"pit-trial","22","167144","0.0-1.0-10.2-0.2","battery-v0.2","","405.9949999937089","4","elianto","#f73b6a7A","32","32","1","-1","1906.3049999967916","1","0","4","","","","","","","","","",""
"pit-trial","23","170090","0.0-1.0-10.3-0.3","battery-v0.2","","236.4850000012666","4","elianto","#f73b6a7A","32","32","1","-1","1736.705000002985","1","0","4","","","","","","","","","",""
"call-function","24","170094","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","25","291220","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":119179.66999999771},{""page_index"":1,""viewing_time"":369.06499999167863},{""page_index"":2,""viewing_time"":308.9450000115903},{""page_index"":3,""viewing_time"":409.88500000094064},{""page_index"":4,""viewing_time"":442.54499999806285},{""page_index"":5,""viewing_time"":411.63000000233296}]","121122.09499999881","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","26","298248","0.0-1.0-13.0","battery-v0.2","","7022.90000001085","","","","","","","","","","","","","Press SPACE,+10,-1,True,True","0","","","","","","",""
"pit-instructions","27","300588","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1524.665000004461},{""page_index"":1,""viewing_time"":807.1900000068126}]","2332.8400000027614","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","28","304200","0.0-3.0","battery-v0.2","","899.7099999978673","M","elianto","#3366ff99","-1","32","0","+1","2400.550000005751","1","1","","","","","7","1","0","2","win","no-go","0"
"pit-trial","29","308211","0.0-4.0","battery-v0.2","","-1","Y","elianto","#3366ff99","32","-1","0","+1","","0","1","","","","","7","2","2","1","win","go","0"
"pit-trial","30","312226","0.0-5.0","battery-v0.2","","-1","H","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","7","3","3","3","lose","go","0"
"pit-trial","31","316238","0.0-6.0","battery-v0.2","","-1","R","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","7","4","1","2","win","no-go","0"
"pit-trial","32","319178","0.0-7.0","battery-v0.2","","232.8550000092946","M","elianto","#3366ff99","-1","32","0","+1","1732.994999998482","1","1","","","","","7","5","0","2","win","no-go","0"
"pit-trial","33","322089","0.0-8.0","battery-v0.2","","201.26500001060776","Y","elianto","#3366ff99","32","32","1","+10","1703.3150000061141","1","1","","","","","7","6","2","1","win","go","0"
"pit-trial","34","325039","0.0-9.0","battery-v0.2","","237.12000000523403","R","elianto","#3366ff99","-1","32","0","+1","1737.4049999925774","1","1","","","","","7","7","1","2","win","no-go","0"
"pit-trial","35","329055","0.0-10.0","battery-v0.2","","-1","H","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","7","8","3","3","lose","go","0"
"pit-trial","36","333061","0.0-11.0","battery-v0.2","","-1","Y","elianto","#3366ff99","32","-1","0","+1","","0","1","","","","","7","9","2","1","win","go","0"
"pit-trial","37","335806","0.0-12.0","battery-v0.2","","35.38499999558553","H","elianto","#f73b6a7A","32","32","1","-1","1535.8550000091782","1","1","","","","","7","10","3","3","lose","go","0"
"pit-instructions","38","338895","0.0-13.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2299.4350000080885},{""page_index"":1,""viewing_time"":783.8449999981094}]","3083.6600000038743","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","39","342010","0.0-14.0","battery-v0.2","","402.8600000019651","R","elianto","#3366ff99","-1","32","0","+1","1903.2250000018394","1","1","","","","","7","11","1","2","win","no-go","0"
"pit-trial","40","345138","0.0-15.0","battery-v0.2","","417.5449999893317","M","elianto","#3366ff99","-1","32","0","+1","1385.374999998021,1918.2749999890802","2","1","","","","","7","12","0","2","win","no-go","0"
"pit-trial","41","349147","0.0-16.0","battery-v0.2","","-1","M","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","7","13","0","2","win","no-go","0"
"pit-trial","42","352248","0.0-17.0","battery-v0.2","","394.944999992731","Y","elianto","#3366ff99","32","32","1","+10","1895.219999991241","1","1","","","","","7","14","2","1","win","go","0"
"pit-trial","43","356261","0.0-18.0","battery-v0.2","","-1","R","elianto","#3366ff99","-1","-1","1","+10","3979.3849999987287","1","1","","","","","7","15","1","2","win","no-go","0"
"pit-trial","44","359491","0.0-19.0","battery-v0.2","","521.3199999998324","H","elianto","#f73b6a7A","32","32","1","-1","2023.0049999954645","1","1","","","","","7","16","3","3","lose","go","0"
"pit-trial","45","363071","0.0-20.0","battery-v0.2","","870.3400000085821","M","elianto","#3366ff99","-1","32","0","+1","1450.0199999893084,2370.5249999911757","2","1","","","","","7","17","0","2","win","no-go","0"
"pit-trial","46","366080","0.0-21.0","battery-v0.2","","303.0799999978626","R","elianto","#3366ff99","-1","32","0","+1","1803.2749999983935","1","1","","","","","7","18","1","2","win","no-go","0"
"pit-trial","47","368975","0.0-22.0","battery-v0.2","","189.9999999877764","H","elianto","#f73b6a7A","32","32","1","-10","1690.0800000003073","1","1","","","","","7","19","3","3","lose","go","1"
"pit-trial","48","372988","0.0-23.0","battery-v0.2","","-1","Y","elianto","#3366ff99","32","-1","0","+10","","0","1","","","","","7","20","2","1","win","go","1"
"pit-instructions","49","387282","0.0-24.0","battery-v0.2","[{""page_index"":0,""viewing_time"":14288.749999992433}]","14289.10999999789","","","","","","","","","","","","","","","","","","","","",""
