"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","5248","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1191.5999999046326},{""page_index"":1,""viewing_time"":199.40000009536743},{""page_index"":2,""viewing_time"":184.09999990463257},{""page_index"":3,""viewing_time"":166.5},{""page_index"":4,""viewing_time"":166.70000004768372},{""page_index"":5,""viewing_time"":149.90000009536743},{""page_index"":6,""viewing_time"":166.69999980926514},{""page_index"":7,""viewing_time"":166.90000009536743},{""page_index"":8,""viewing_time"":166.70000004768372},{""page_index"":9,""viewing_time"":166.39999985694885},{""page_index"":10,""viewing_time"":183.60000014305115},{""page_index"":11,""viewing_time"":200.5},{""page_index"":12,""viewing_time"":166},{""page_index"":13,""viewing_time"":183.5},{""page_index"":14,""viewing_time"":450.09999990463257},{""page_index"":15,""viewing_time"":416.60000014305115},{""page_index"":16,""viewing_time"":450.89999985694885},{""page_index"":17,""viewing_time"":466.5}]","5242.899999856949","","","","","","","","","","","","","",""
"pit-trial","2","8443","0.0-1.0-1.0-0.0","battery-v0.2","","340.2999999523163","&#9776;","elianto","#3366ff99","32","32","1","+10","818.5,1190.5","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","3","11499","0.0-1.0-1.0-1.0","battery-v0.2","","204","&#9776;","elianto","#3366ff99","32","32","1","+10","727.3999998569489,1054.3999998569489","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","14820","0.0-1.0-1.0-2.0","battery-v0.2","","466.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","1317.2000000476837","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","18105","0.0-1.0-1.0-3.0","battery-v0.2","","427.40000009536743","&#9776;","elianto","#3366ff99","32","32","1","0","1280.3000001907349","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","21278","0.0-1.0-1.0-4.0","battery-v0.2","","315.7999999523163","&#9776;","elianto","#3366ff99","32","32","1","+10","1168.7000000476837","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","7","21280","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","116027","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":81561.29999995232},{""page_index"":1,""viewing_time"":7485.799999952316},{""page_index"":2,""viewing_time"":5701.600000143051}]","94749","","","","","","","","","","","","","",""
"pit-trial","9","119495","0.0-1.0-4.0-0.0","battery-v0.2","","615.5999999046326","&#9761;","elianto","#3366ff99","-1","32","0","0","1466.5999999046326","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","10","124349","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","129203","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","12","134062","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","13","138919","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","14","138920","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","15","187361","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":45190.39999985695},{""page_index"":1,""viewing_time"":3251.2000000476837}]","48441.799999952316","","","","","","","","","","","","","",""
"pit-trial","16","191755","0.0-1.0-7.0-0.0","battery-v0.2","","1536.8999998569489","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2387.2999999523163","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","17","195580","0.0-1.0-7.0-1.0","battery-v0.2","","968.4000000953674","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1818.5999999046326,3258.7000000476837","2","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","18","200433","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","19","205290","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","20","210146","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","21","210147","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","22","272483","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":53751.299999952316},{""page_index"":1,""viewing_time"":8586.400000095367}]","62337.90000009537","","","","","","","","","","","","","",""
"pit-trial","23","275609","0.0-1.0-10.0-0.0","battery-v0.2","","269.40000009536743","&#9789;","elianto","#f73b6a7A","32","32","1","0","1119.5999999046326","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","24","278767","0.0-1.0-10.0-1.0","battery-v0.2","","303.2999999523163","&#9789;","elianto","#f73b6a7A","32","32","1","0","1155","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","25","283627","0.0-1.0-10.0-2.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","26","288481","0.0-1.0-10.0-3.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","27","293339","0.0-1.0-10.0-4.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","28","298196","0.0-1.0-10.1-0.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","29","303057","0.0-1.0-10.1-1.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","30","307914","0.0-1.0-10.1-2.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","31","312770","0.0-1.0-10.1-3.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","32","317626","0.0-1.0-10.1-4.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","3186.899999856949","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","33","322485","0.0-1.0-10.2-0.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","34","325477","0.0-1.0-10.2-1.2","battery-v0.2","","135","&#9789;","elianto","#f73b6a7A","32","32","1","0","986.4000000953674","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","35","329030","0.0-1.0-10.2-2.2","battery-v0.2","","699.5999999046326","&#9789;","elianto","#f73b6a7A","32","32","1","0","829.6999998092651,1550.5999999046326,2269.5999999046326,3495.0999999046326","4","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","36","333678","0.0-1.0-10.2-3.2","battery-v0.2","","1791.5999999046326","&#9789;","elianto","#f73b6a7A","32","32","1","0","2642.199999809265","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
