"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","32","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3169","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","9166","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5989.699999999255}]","5991","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","15427","0.0-2.0-1.0-0.0","battery-v0.2","","","6252.699999999255","[""shark""]","0","13","1010","887","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","19268","0.0-2.0-1.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3815.5}]","3816.099999997765","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","22514","0.0-2.0-2.0-0.0","battery-v0.2","","","3239.900000002235","[""tiger""]","0","13","1010","887","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","23815","0.0-2.0-2.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1295}]","1295.6000000014901","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","122880","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9037.099999997765},{""page_index"":1,""viewing_time"":7452.300000000745},{""page_index"":2,""viewing_time"":6638.400000002235},{""page_index"":3,""viewing_time"":5288.199999999255},{""page_index"":4,""viewing_time"":5338.199999999255},{""page_index"":5,""viewing_time"":5180.300000000745},{""page_index"":6,""viewing_time"":6771},{""page_index"":7,""viewing_time"":6830},{""page_index"":8,""viewing_time"":7643.599999997765},{""page_index"":9,""viewing_time"":11045},{""page_index"":10,""viewing_time"":7625.800000000745},{""page_index"":11,""viewing_time"":8845.5},{""page_index"":12,""viewing_time"":6115.400000002235},{""page_index"":13,""viewing_time"":5248.099999997765}]","99059.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","125764","0.0-2.0-4.0-0.0","battery-v0.2","","","28","","","13","1010","887","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[878.3000000007451]","1","0","0","","","","","","","","",""
"pit-trial","9","129243","0.0-2.0-4.1-0.1","battery-v0.2","","","624.3999999985099","","","13","1010","887","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1474.4000000022352]","1","0","0","","","","","","","","",""
"pit-trial","10","132643","0.0-2.0-4.2-0.2","battery-v0.2","","","544.1999999992549","","","13","1010","887","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1396]","1","0","0","","","","","","","","",""
"pit-trial","11","136155","0.0-2.0-4.3-0.3","battery-v0.2","","","654.3000000007451","","","13","1010","887","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1506.6000000014901]","1","0","0","","","","","","","","",""
"pit-trial","12","139682","0.0-2.0-4.4-0.4","battery-v0.2","","","672.8999999985099","","","13","1010","887","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1523.1000000014901]","1","0","0","","","","","","","","",""
"pit-instructions","13","161100","0.0-2.0-5.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4957.29999999702},{""page_index"":1,""viewing_time"":5566.300000000745},{""page_index"":2,""viewing_time"":5239.400000002235},{""page_index"":3,""viewing_time"":5649.199999999255}]","21413","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","165954","0.0-2.0-6.0-0.0","battery-v0.2","","","-1","","","13","1010","887","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","170810","0.0-2.0-6.1-0.1","battery-v0.2","","","-1","","","13","1010","887","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","175665","0.0-2.0-6.2-0.2","battery-v0.2","","","-1","","","13","1010","887","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","17","180519","0.0-2.0-6.3-0.3","battery-v0.2","","","-1","","","13","1010","887","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","185374","0.0-2.0-6.4-0.4","battery-v0.2","","","-1","","","13","1010","887","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-instructions","19","317234","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5688.10000000149},{""page_index"":1,""viewing_time"":8583.5},{""page_index"":2,""viewing_time"":6282.099999997765},{""page_index"":3,""viewing_time"":8935.5},{""page_index"":4,""viewing_time"":7953.20000000298},{""page_index"":5,""viewing_time"":5501},{""page_index"":6,""viewing_time"":6532},{""page_index"":7,""viewing_time"":11023.099999997765},{""page_index"":8,""viewing_time"":8144.699999999255},{""page_index"":9,""viewing_time"":6604.10000000149},{""page_index"":10,""viewing_time"":6692},{""page_index"":11,""viewing_time"":4007.39999999851},{""page_index"":12,""viewing_time"":8416.5},{""page_index"":13,""viewing_time"":6392.400000002235},{""page_index"":14,""viewing_time"":8316},{""page_index"":15,""viewing_time"":7423.199999999255},{""page_index"":16,""viewing_time"":6652.300000000745},{""page_index"":17,""viewing_time"":8708.099999997765}]","131855.69999999925","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","320645","0.0-2.0-8.0-0.0","battery-v0.2","","","557","","","13","1010","887","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1407.1000000014901]","1","0","1","","","","","","","","",""
"pit-trial","21","324010","0.0-2.0-8.0-1.0","battery-v0.2","","","511.69999999925494","","","13","1010","887","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1361.8999999985099]","1","0","1","","","","","","","","",""
"pit-trial","22","327515","0.0-2.0-8.0-2.0","battery-v0.2","","","651","","","13","1010","887","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1501.4000000022352]","1","0","1","","","","","","","","",""
"pit-trial","23","331018","0.0-2.0-8.0-3.0","battery-v0.2","","","649.2999999970198","","","13","1010","887","&#9776;","elianto","#3366ff99"," "," ","1","0","[1499.5]","1","0","1","","","","","","","","",""
"pit-trial","24","334435","0.0-2.0-8.0-4.0","battery-v0.2","","","564.2999999970198","","","13","1010","887","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1414.5999999977648]","1","0","1","","","","","","","","",""
"call-function","25","334438","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","384956","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":10138},{""page_index"":1,""viewing_time"":8677.699999999255},{""page_index"":2,""viewing_time"":9288.400000002235},{""page_index"":3,""viewing_time"":11050.5},{""page_index"":4,""viewing_time"":11362.5}]","50517.60000000149","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","27","388481","0.0-2.0-11.0-0.0","battery-v0.2","","","671.5","","","13","1010","887","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1521.800000000745]","1","0","2","","","","","","","","",""
"pit-trial","28","393334","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","","","13","1010","887","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","29","398188","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","","","13","1010","887","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","30","403041","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","","","13","1010","887","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","","","","","","","","",""
"pit-trial","31","407895","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","","","13","1010","887","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"call-function","32","407897","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","33","442468","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7210},{""page_index"":1,""viewing_time"":7294.800000000745},{""page_index"":2,""viewing_time"":3778.5},{""page_index"":3,""viewing_time"":10432.300000000745},{""page_index"":4,""viewing_time"":5854.199999999255}]","34570.199999999255","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","34","447322","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","","","13","1010","887","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","35","452175","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","","","13","1010","887","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","36","457029","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","","","13","1010","887","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
