"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pavlovia","0","15","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","4569","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2662.4000000059605},{""page_index"":1,""viewing_time"":179.80000001192093},{""page_index"":2,""viewing_time"":191.09999999403954},{""page_index"":3,""viewing_time"":168.90000000596046},{""page_index"":4,""viewing_time"":157.09999999403954},{""page_index"":5,""viewing_time"":180.40000000596046},{""page_index"":6,""viewing_time"":157.2999999821186},{""page_index"":7,""viewing_time"":168.90000000596046},{""page_index"":8,""viewing_time"":168.7000000178814},{""page_index"":9,""viewing_time"":180.09999999403954},{""page_index"":10,""viewing_time"":157.40000000596046},{""page_index"":11,""viewing_time"":179.89999997615814}]","4552.700000017881","","","","","","","","","","","","","","",""
"pit-trial","2","8650","0.0-1.0-1.0-0.0","battery-v0.2","","577","&#9776;","elianto","#3366ff99","32","32","1","+10","2077.199999988079","1","0","1","","","",""
"pit-trial","3","12473","0.0-1.0-1.0-1.0","battery-v0.2","","320.40000000596046","&#9776;","elianto","#3366ff99","32","32","1","+10","1821.2000000178814","1","0","1","","","",""
"pit-trial","4","16212","0.0-1.0-1.0-2.0","battery-v0.2","","232","&#9776;","elianto","#3366ff99","32","32","1","+10","1732.5","1","0","1","","","",""
"pit-trial","5","20099","0.0-1.0-1.0-3.0","battery-v0.2","","382.5","&#9776;","elianto","#3366ff99","32","32","1","0","1884.699999988079","1","0","1","","","",""
"pit-trial","6","23873","0.0-1.0-1.0-4.0","battery-v0.2","","264","&#9776;","elianto","#3366ff99","32","32","1","+10","1766.7999999821186","1","0","1","","","",""
"call-function","7","23875","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","26977","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1639.5},{""page_index"":1,""viewing_time"":517.3000000119209},{""page_index"":2,""viewing_time"":371},{""page_index"":3,""viewing_time"":214.09999999403954},{""page_index"":4,""viewing_time"":180},{""page_index"":5,""viewing_time"":179.90000000596046}]","3102.0999999940395","","","","","","","","","","","","","","",""
"pit-trial","9","31567","0.0-1.0-4.0-0.0","battery-v0.2","","1083.699999988079","&#9776;","elianto","#3366ff99","-1","32","0","0","2583.9000000059605","1","0","2","","","",""
