"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","10","35313","0.0-1.0-4.0-1.0","battery-v0.2","","238.7000000178814","&#9776;","elianto","#3366ff99","-1","32","0","0","1739.199999988079","1","0","2","","","",""
"pit-trial","11","40821","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","46328","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","51835","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","14","51836","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","15","58419","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4782.800000011921},{""page_index"":1,""viewing_time"":1181.199999988079},{""page_index"":2,""viewing_time"":269.90000000596046},{""page_index"":3,""viewing_time"":180},{""page_index"":4,""viewing_time"":168.80000001192093}]","6583.100000023842","","","","","","","","","","","","","","",""
"pit-trial","16","63927","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","17","69434","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","18","74937","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","19","80446","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","20","85957","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","21","85958","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","22","102324","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":15806.09999999404},{""page_index"":1,""viewing_time"":560.5}]","16367","","","","","","","","","","","","","","",""
"pit-trial","23","106138","0.0-1.0-10.0-0.0","battery-v0.2","","306.80000001192093","&#9789;","elianto","#f73b6a7A","32","32","1","0","1807.9000000059605","1","0","4","","","",""
"pit-trial","24","109925","0.0-1.0-10.0-1.0","battery-v0.2","","282.59999999403954","&#9789;","elianto","#f73b6a7A","32","32","1","0","1785.5999999940395","1","0","4","","","",""
"pit-trial","25","113750","0.0-1.0-10.0-2.0","battery-v0.2","","321.90000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","0","1822.4000000059605","1","0","4","","","",""
"pit-trial","26","117579","0.0-1.0-10.0-3.0","battery-v0.2","","323.09999999403954","&#9789;","elianto","#f73b6a7A","32","32","1","0","1823.199999988079","1","0","4","","","",""
"pit-trial","27","121245","0.0-1.0-10.0-4.0","battery-v0.2","","159.90000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1660.2999999821186","1","0","4","","","",""
"call-function","28","121245","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","124137","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1316},{""page_index"":1,""viewing_time"":180},{""page_index"":2,""viewing_time"":157.5},{""page_index"":3,""viewing_time"":169.5},{""page_index"":4,""viewing_time"":584.3000000119209},{""page_index"":5,""viewing_time"":225},{""page_index"":6,""viewing_time"":258.59999999403954}]","2891.4000000059605","","","","","","","","","","","","","","",""
"pit-comprehension","30","154039","0.0-1.0-13.0","battery-v0.2","","29900.600000023842","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","0","1"
