"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","16","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","4316","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1298.2999999523163},{""page_index"":1,""viewing_time"":149.70000004768372},{""page_index"":2,""viewing_time"":166.59999990463257},{""page_index"":3,""viewing_time"":167},{""page_index"":4,""viewing_time"":149.70000004768372},{""page_index"":5,""viewing_time"":166.90000009536743},{""page_index"":6,""viewing_time"":133.29999995231628},{""page_index"":7,""viewing_time"":166.79999995231628},{""page_index"":8,""viewing_time"":365.90000009536743},{""page_index"":9,""viewing_time"":200.09999990463257},{""page_index"":10,""viewing_time"":167.40000009536743},{""page_index"":11,""viewing_time"":166.59999990463257},{""page_index"":12,""viewing_time"":183.5},{""page_index"":13,""viewing_time"":150},{""page_index"":14,""viewing_time"":166.59999990463257},{""page_index"":15,""viewing_time"":166.10000014305115},{""page_index"":16,""viewing_time"":167.20000004768372},{""page_index"":17,""viewing_time"":166}]","4298.299999952316","","","","","","","","","","","","","",""
"pit-trial","2","7431","0.0-1.0-1.0-0.0","battery-v0.2","","258.59999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","1109.0999999046326","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","3","10589","0.0-1.0-1.0-1.0","battery-v0.2","","302.40000009536743","&#9776;","elianto","#3366ff99","32","32","1","+10","1153.6999998092651","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","4","13670","0.0-1.0-1.0-2.0","battery-v0.2","","228.70000004768372","&#9776;","elianto","#3366ff99","32","32","1","+10","1079","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","5","16724","0.0-1.0-1.0-3.0","battery-v0.2","","196.80000019073486","&#9776;","elianto","#3366ff99","32","32","1","0","1047.1000001430511","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","6","19724","0.0-1.0-1.0-4.0","battery-v0.2","","146.29999995231628","&#9776;","elianto","#3366ff99","32","32","1","+10","996.5","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"call-function","7","19726","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","22154","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1927.0999999046326},{""page_index"":1,""viewing_time"":168.30000019073486},{""page_index"":2,""viewing_time"":181.5},{""page_index"":3,""viewing_time"":150.29999995231628}]","2427.5","","","","","","","","","","","","","",""
"pit-trial","9","25450","0.0-1.0-4.0-0.0","battery-v0.2","","441.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1291.5999999046326","1","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
