"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","48","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3187","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","57593","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2492.7000000029802},{""page_index"":1,""viewing_time"":5325.20000000298},{""page_index"":2,""viewing_time"":2333.2000000029802},{""page_index"":3,""viewing_time"":2471.8999999910593},{""page_index"":4,""viewing_time"":2309.4000000059605},{""page_index"":5,""viewing_time"":1506.5999999940395},{""page_index"":6,""viewing_time"":3284},{""page_index"":7,""viewing_time"":2487.7000000029802},{""page_index"":8,""viewing_time"":2920.4000000059605},{""page_index"":9,""viewing_time"":857.3999999910593},{""page_index"":8,""viewing_time"":3198.7000000029802},{""page_index"":9,""viewing_time"":4095.2000000029802},{""page_index"":10,""viewing_time"":1118.7999999970198},{""page_index"":11,""viewing_time"":1115.4000000059605},{""page_index"":12,""viewing_time"":2485.5},{""page_index"":13,""viewing_time"":2959},{""page_index"":14,""viewing_time"":3880.2000000029802},{""page_index"":15,""viewing_time"":2795.2999999970198},{""page_index"":16,""viewing_time"":4117.79999999702},{""page_index"":17,""viewing_time"":2642.9000000059605}]","54398.80000001192","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","3","61098","0.0-2.0-1.0-0.0","battery-v0.2","","","636.5999999940395","&#9776;","elianto","#3366ff99","32","32","1","+10","1488","1","0","1","60e4ea15046cb3d1e64cedcc&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","4","64508","0.0-2.0-1.0-1.0","battery-v0.2","","","551.1999999880791","&#9776;","elianto","#3366ff99","32","32","1","+10","1402.5999999940395","1","0","1","60e4ea15046cb3d1e64cedcc&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","5","67914","0.0-2.0-1.0-2.0","battery-v0.2","","","535.2999999970198","&#9776;","elianto","#3366ff99","32","32","1","+10","1388.9000000059605","1","0","1","60e4ea15046cb3d1e64cedcc&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","6","71279","0.0-2.0-1.0-3.0","battery-v0.2","","","497.5","&#9776;","elianto","#3366ff99","32","32","1","0","1351.5999999940395","1","0","1","60e4ea15046cb3d1e64cedcc&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","7","74632","0.0-2.0-1.0-4.0","battery-v0.2","","","490.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1344.8999999910593","1","0","1","60e4ea15046cb3d1e64cedcc&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","8","74637","0.0-2.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","9","88665","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4590.70000000298},{""page_index"":1,""viewing_time"":2709.699999988079},{""page_index"":2,""viewing_time"":3647.9000000059605},{""page_index"":3,""viewing_time"":3077.5999999940395}]","14026.5","","","","","","","","","","","","","","","","","","","","","","",""
