"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pit-instructions","26","371173","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6031.999999999942},{""page_index"":1,""viewing_time"":7611},{""page_index"":2,""viewing_time"":11107.000000000058},{""page_index"":3,""viewing_time"":9385.999999999942},{""page_index"":4,""viewing_time"":8660}]","42795.99999999994","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","27","376028","0.0-2.0-11.0-0.0","battery-v0.2","","","-1","","","20","848","79","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","28","380885","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","","","20","848","79","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","29","385742","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","","","20","848","79","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","30","390600","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","","","20","848","79","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","","","","","","","","",""
"pit-trial","31","395457","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","","","20","848","79","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"call-function","32","395461","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","33","427235","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5049},{""page_index"":1,""viewing_time"":6651},{""page_index"":2,""viewing_time"":3689},{""page_index"":3,""viewing_time"":10944},{""page_index"":4,""viewing_time"":5440.000000000058}]","31773.00000000006","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","34","431073","0.0-2.0-14.0-0.0","battery-v0.2","","","984","","","20","848","79","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[1835]","1","0","3","","","","","","","","",""
"pit-trial","35","435932","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","","","20","848","79","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","36","440789","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","","","20","848","79","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","37","445646","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","","","20","848","79","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","","","","","","","","",""
"pit-trial","38","450503","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","","","20","848","79","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"call-function","39","450507","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","40","482876","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9481},{""page_index"":1,""viewing_time"":11460.000000000058},{""page_index"":2,""viewing_time"":5630},{""page_index"":3,""viewing_time"":5796.999999999942}]","32368","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","41","487730","0.0-2.0-17.0-0.0","battery-v0.2","","","-1","","","20","848","79","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","0","4","","","","","","","","",""
"pit-trial","42","491370","0.0-2.0-17.0-1.0","battery-v0.2","","","783","","","20","848","79","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1633]","1","0","4","","","","","","","","",""
"pit-trial","43","494607","0.0-2.0-17.0-2.0","battery-v0.2","","","380","","","20","848","79","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1230]","1","0","4","","","","","","","","",""
"pit-trial","44","497748","0.0-2.0-17.0-3.0","battery-v0.2","","","282","","","20","848","79","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[1133]","1","0","4","","","","","","","","",""
"pit-trial","45","500727","0.0-2.0-17.0-4.0","battery-v0.2","","","120.99999999994179","","","20","848","79","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[971.9999999999418]","1","0","4","","","","","","","","",""
"call-function","46","500731","0.0-2.0-18.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","47","570120","0.0-2.0-19.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6811},{""page_index"":1,""viewing_time"":4121},{""page_index"":2,""viewing_time"":15552},{""page_index"":3,""viewing_time"":6908},{""page_index"":4,""viewing_time"":8315},{""page_index"":5,""viewing_time"":8267},{""page_index"":6,""viewing_time"":8428},{""page_index"":7,""viewing_time"":6423},{""page_index"":8,""viewing_time"":4563}]","69388","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","48","574618","0.0-2.0-20.0-0.0","battery-v0.2","","","4495","[""SPACE""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","49","577384","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2753.0000000001164}]","2753.0000000001164","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","50","582746","0.0-2.0-21.0-0.0","battery-v0.2","","","5361","[""10""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","51","584193","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1432}]","1432","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","52","590847","0.0-2.0-22.0-0.0","battery-v0.2","","","6652","[""0""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","53","592256","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1397}]","1398","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","54","602325","0.0-2.0-23.0-0.0","battery-v0.2","","","10068.000000000116","[""True""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","55","603788","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1447}]","1448","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","56","611309","0.0-2.0-24.0-0.0","battery-v0.2","","","7518","[""True""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","57","612812","0.0-2.0-24.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1489}]","1489","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","58","619273","0.0-2.0-25.0-0.0","battery-v0.2","","","6460","[""True""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","59","621044","0.0-2.0-25.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1757}]","1757","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","60","625703","0.0-2.0-26.0-0.0","battery-v0.2","","","4657","[""False""]","0","20","848","79","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","61","627198","0.0-2.0-26.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1480}]","1480","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","62","644232","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4835},{""page_index"":1,""viewing_time"":5235},{""page_index"":2,""viewing_time"":6962}]","17032","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","63","649087","0.0-4.0","battery-v0.2","","","-1","","","20","848","79","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","848","1","3","3","lose","go","0","[]"
"pit-trial","64","653944","0.0-5.0","battery-v0.2","","","-1","","","20","848","79","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","848","2","0","4","lose","no-go","0","0"
"pit-trial","65","658808","0.0-6.0","battery-v0.2","","","-1","","","20","848","79","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","848","3","1","1","win","go","0","0"
"pit-trial","66","663665","0.0-7.0","battery-v0.2","","","-1","","","20","848","79","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","848","4","2","2","win","no-go","0","0"
"pit-trial","67","668136","0.0-8.0","battery-v0.2","","","1614","","","20","848","79","&#9728;","elianto","#f73b6a7A","-1"," ","0","0","[2464]","1","1","","","848","5","0","4","lose","no-go","1","0"
"pit-trial","68","672761","0.0-9.0","battery-v0.2","","","1765.0000000001164","","","20","848","79","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[2615.0000000001164]","1","1","","","848","6","3","3","lose","go","0","0"
"pit-trial","69","677312","0.0-10.0","battery-v0.2","","","1692","","","20","848","79","&#9733;","elianto","#3366ff99","-1"," ","0","+10","[2543]","1","1","","","848","7","2","2","win","no-go","1","0"
"pit-trial","70","682172","0.0-11.0","battery-v0.2","","","-1","","","20","848","79","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","848","8","1","1","win","go","0","0"
"pit-trial","71","685752","0.0-12.0","battery-v0.2","","","721","","","20","848","79","&#9733;","elianto","#3366ff99","-1"," ","0","0","[1571]","1","1","","","848","9","2","2","win","no-go","0","0"
"pit-trial","72","689864","0.0-13.0","battery-v0.2","","","1252.9999999998836","","","20","848","79","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[2103.9999999998836]","1","1","","","848","10","3","3","lose","go","0","0"
"pit-trial","73","693795","0.0-14.0","battery-v0.2","","","1072","","","20","848","79","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1924]","1","1","","","848","11","1","1","win","go","0","0"
"pit-trial","74","697871","0.0-15.0","battery-v0.2","","","1215.9999999998836","","","20","848","79","&#9728;","elianto","#f73b6a7A","-1"," ","0","0","[2066.9999999998836]","1","1","","","848","12","0","4","lose","no-go","1","0"
"pit-trial","75","701475","0.0-16.0","battery-v0.2","","","746","","","20","848","79","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1596]","1","1","","","848","13","1","1","win","go","0","0"
"pit-trial","76","705128","0.0-17.0","battery-v0.2","","","793","","","20","848","79","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[1644]","1","1","","","848","14","3","3","lose","go","0","0"
"pit-trial","77","708627","0.0-18.0","battery-v0.2","","","640.9999999998836","","","20","848","79","&#9728;","elianto","#f73b6a7A","-1"," ","0","-10","[1490.9999999998836]","1","1","","","848","15","0","4","lose","no-go","0","0"
"pit-trial","78","712101","0.0-19.0","battery-v0.2","","","616.0000000001164","","","20","848","79","&#9733;","elianto","#3366ff99","-1"," ","0","0","[1467.0000000001164]","1","1","","","848","16","2","2","win","no-go","0","0"
"pit-trial","79","716339","0.0-20.0","battery-v0.2","","","1378","","","20","848","79","&#9728;","elianto","#f73b6a7A","-1"," ","0","-10","[2230]","1","1","","","848","17","0","4","lose","no-go","0","0"
"pit-trial","80","719936","0.0-21.0","battery-v0.2","","","737","","","20","848","79","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1588]","1","1","","","848","18","1","1","win","go","0","0"
"pit-trial","81","724795","0.0-22.0","battery-v0.2","","","-1","","","20","848","79","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","848","19","2","2","win","no-go","0","0"
"pit-trial","82","729655","0.0-23.0","battery-v0.2","","","-1","","","20","848","79","&#9752;","elianto","#f73b6a7A"," ","-1","0","0","[]","0","1","","","848","20","3","3","lose","go","1","0"
"pit-instructions","83","742182","0.0-24.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5794},{""page_index"":1,""viewing_time"":6726}]","12520","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","84","747039","0.0-25.0","battery-v0.2","","","-1","","","20","848","79","g","elianto","#3366ff99"," ","-1","0","+10","[]","0","2","","","848","21","3","1","win","go","1","0"
"pit-trial","85","751898","0.0-26.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","22","0","2","win","no-go","0","0"
"pit-trial","86","756759","0.0-27.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","2","","","848","23","2","4","lose","no-go","1","0"
"pit-trial","87","761618","0.0-28.0","battery-v0.2","","","-1","","","20","848","79","l","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","848","24","1","3","lose","go","1","0"
"pit-trial","88","766477","0.0-29.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","25","0","2","win","no-go","0","0"
"pit-trial","89","771336","0.0-30.0","battery-v0.2","","","-1","","","20","848","79","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","848","26","1","3","lose","go","0","0"
"pit-trial","90","776137","0.0-31.0","battery-v0.2","","","1942","","","20","848","79","g","elianto","#3366ff99"," "," ","1","0","[2792]","1","2","","","848","27","3","1","win","go","1","0"
"pit-trial","91","780996","0.0-32.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","-10","[2868]","1","2","","","848","28","2","4","lose","no-go","1","0"
"pit-trial","92","784947","0.0-33.0","battery-v0.2","","","1091","","","20","848","79","g","elianto","#3366ff99"," "," ","1","+10","[1942]","1","2","","","848","29","3","1","win","go","0","0"
"pit-trial","93","789807","0.0-34.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","30","0","2","win","no-go","0","0"
"pit-trial","94","794666","0.0-35.0","battery-v0.2","","","-1","","","20","848","79","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","848","31","1","3","lose","go","0","0"
"pit-trial","95","798549","0.0-36.0","battery-v0.2","","","1022.0000000001164","","","20","848","79","a","elianto","#f73b6a7A","-1"," ","0","-10","[1874.0000000001164]","1","2","","","848","32","2","4","lose","no-go","0","0"
"pit-trial","96","803407","0.0-37.0","battery-v0.2","","","-1","","","20","848","79","l","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","848","33","1","3","lose","go","0","0"
"pit-trial","97","807364","0.0-38.0","battery-v0.2","","","1098","","","20","848","79","a","elianto","#f73b6a7A","-1"," ","0","-10","[1948]","1","2","","","848","34","2","4","lose","no-go","0","0"
"pit-trial","98","811197","0.0-39.0","battery-v0.2","","","974","","","20","848","79","g","elianto","#3366ff99"," "," ","1","+10","[1825]","1","2","","","848","35","3","1","win","go","0","0"
"pit-trial","99","816056","0.0-40.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","848","36","0","2","win","no-go","1","0"
"pit-trial","100","820914","0.0-41.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","37","0","2","win","no-go","0","0"
"pit-trial","101","824858","0.0-42.0","battery-v0.2","","","1087","","","20","848","79","l","elianto","#f73b6a7A"," "," ","1","0","[1938]","1","2","","","848","38","1","3","lose","go","0","0"
"pit-trial","102","828889","0.0-43.0","battery-v0.2","","","1172","","","20","848","79","g","elianto","#3366ff99"," "," ","1","+10","[2023]","1","2","","","848","39","3","1","win","go","0","0"
"pit-trial","103","833748","0.0-44.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","40","2","4","lose","no-go","0","0"
"pit-trial","104","838608","0.0-45.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","41","2","4","lose","no-go","0","0"
"pit-trial","105","843468","0.0-46.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[2917]","1","2","","","848","42","0","2","win","no-go","0","0"
"pit-trial","106","847134","0.0-47.0","battery-v0.2","","","805.9999999998836","","","20","848","79","g","elianto","#3366ff99"," "," ","1","0","[1658]","1","2","","","848","43","3","1","win","go","1","0"
"pit-trial","107","851994","0.0-48.0","battery-v0.2","","","-1","","","20","848","79","l","elianto","#f73b6a7A"," ","-1","0","0","[2918]","1","2","","","848","44","1","3","lose","go","1","0"
"pit-trial","108","855650","0.0-49.0","battery-v0.2","","","797.0000000001164","","","20","848","79","l","elianto","#f73b6a7A"," "," ","1","0","[1648.0000000001164]","1","2","","","848","45","1","3","lose","go","0","0"
"pit-trial","109","859471","0.0-50.0","battery-v0.2","","","962.0000000001164","","","20","848","79","g","elianto","#3366ff99"," "," ","1","+10","[1814.0000000001164]","1","2","","","848","46","3","1","win","go","0","0"
"pit-trial","110","863113","0.0-51.0","battery-v0.2","","","785","","","20","848","79","u","elianto","#3366ff99","-1"," ","0","0","[1634]","1","2","","","848","47","0","2","win","no-go","0","0"
"pit-trial","111","867970","0.0-52.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","48","2","4","lose","no-go","0","0"
"pit-trial","112","872827","0.0-53.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","49","2","4","lose","no-go","0","0"
"pit-trial","113","876597","0.0-54.0","battery-v0.2","","","911.0000000001164","","","20","848","79","l","elianto","#f73b6a7A"," "," ","1","0","[1762.0000000001164]","1","2","","","848","50","1","3","lose","go","0","0"
"pit-trial","114","881456","0.0-55.0","battery-v0.2","","","-1","","","20","848","79","u","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","51","0","2","win","no-go","0","0"
"pit-trial","115","884968","0.0-56.0","battery-v0.2","","","656","","","20","848","79","g","elianto","#3366ff99"," "," ","1","+10","[1507]","1","2","","","848","52","3","1","win","go","0","0"
"pit-trial","116","889185","0.0-57.0","battery-v0.2","","","1358","","","20","848","79","l","elianto","#f73b6a7A"," "," ","1","0","[2209]","1","2","","","848","53","1","3","lose","go","0","0"
"pit-trial","117","894042","0.0-58.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","54","2","4","lose","no-go","0","0"
"pit-trial","118","898898","0.0-59.0","battery-v0.2","","","-1","","","20","848","79","s","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","2","","","848","55","5","4","lose","no-go","1","0"
"pit-trial","119","903753","0.0-60.0","battery-v0.2","","","-1","","","20","848","79","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","848","56","4","3","lose","go","1","0"
"pit-trial","120","908214","0.0-61.0","battery-v0.2","","","1602.9999999998836","","","20","848","79","s","elianto","#f73b6a7A","-1"," ","0","0","[2453.9999999998836]","1","2","","","848","57","5","4","lose","no-go","1","0"
"pit-trial","121","913071","0.0-62.0","battery-v0.2","","","-1","","","20","848","79","p","elianto","#f73b6a7A"," ","-1","0","0","[]","0","2","","","848","58","4","3","lose","go","1","0"
"pit-trial","122","917929","0.0-63.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","59","2","4","lose","no-go","0","0"
"pit-trial","123","921926","0.0-64.0","battery-v0.2","","","1141.9999999998836","","","20","848","79","l","elianto","#f73b6a7A"," "," ","1","0","[1991]","1","2","","","848","60","1","3","lose","go","0","0"
"pit-trial","124","926783","0.0-65.0","battery-v0.2","","","-1","","","20","848","79","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","61","6","2","win","no-go","0","0"
"pit-trial","125","931412","0.0-66.0","battery-v0.2","","","1771","","","20","848","79","p","elianto","#f73b6a7A"," "," ","1","-10","[2622]","1","2","","","848","62","4","3","lose","go","1","0"
"pit-trial","126","936270","0.0-67.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","63","2","4","lose","no-go","0","0"
"pit-trial","127","940226","0.0-68.0","battery-v0.2","","","1101","","","20","848","79","s","elianto","#f73b6a7A","-1"," ","0","-10","[1951.0000000001164]","1","2","","","848","64","5","4","lose","no-go","0","0"
"pit-trial","128","945084","0.0-69.0","battery-v0.2","","","-1","","","20","848","79","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","848","65","4","3","lose","go","0","0"
"pit-trial","129","949940","0.0-70.0","battery-v0.2","","","-1","","","20","848","79","a","elianto","#f73b6a7A","-1","-1","1","0","[]","0","2","","","848","66","2","4","lose","no-go","0","0"
"pit-trial","130","953909","0.0-71.0","battery-v0.2","","","1111","","","20","848","79","s","elianto","#f73b6a7A","-1"," ","0","-10","[1962]","1","2","","","848","67","5","4","lose","no-go","0","0"
"pit-trial","131","958413","0.0-72.0","battery-v0.2","","","1647","","","20","848","79","w","elianto","#3366ff99","-1"," ","0","0","[2498]","1","2","","","848","68","6","2","win","no-go","0","0"
"pit-trial","132","963271","0.0-73.0","battery-v0.2","","","-1","","","20","848","79","w","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","848","69","6","2","win","no-go","0","0"
"pit-trial","133","968130","0.0-74.0","battery-v0.2","","","-1","","","20","848","79","p","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","848","70","4","3","lose","go","0","0"
