"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","37506","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":16137.39999999851},{""page_index"":1,""viewing_time"":3284.800000000745},{""page_index"":2,""viewing_time"":4421.300000000745},{""page_index"":3,""viewing_time"":4477.5},{""page_index"":4,""viewing_time"":4060.89999999851},{""page_index"":5,""viewing_time"":1800.300000000745},{""page_index"":6,""viewing_time"":1282.3999999985099},{""page_index"":7,""viewing_time"":697.4000000022352},{""page_index"":8,""viewing_time"":539.8999999985099},{""page_index"":9,""viewing_time"":798.6999999992549}]","37501.099999997765","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","41958","0.0-1.0-1.0-0.0","battery-v0.2","","945.5","&#9744;","elianto","#3366ff99","32","32","1","+10","2447.800000000745","1","0","1","","","","","","","","","",""
"pit-trial","3","46287","0.0-1.0-1.1-0.1","battery-v0.2","","824.5","&#9744;","elianto","#3366ff99","32","32","1","+10","2327.199999999255","1","0","1","","","","","","","","","",""
"pit-trial","4","50104","0.0-1.0-1.2-0.2","battery-v0.2","","309.6000000014901","&#9744;","elianto","#3366ff99","32","32","1","+10","1811.300000000745","1","0","1","","","","","","","","","",""
"pit-trial","5","54200","0.0-1.0-1.3-0.3","battery-v0.2","","589.6999999992549","&#9744;","elianto","#3366ff99","32","32","1","+10","2089.89999999851","1","0","1","","","","","","","","","",""
"call-function","6","54201","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","63920","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":8965.199999999255},{""page_index"":1,""viewing_time"":753.0999999977648}]","9718.39999999851","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","69431","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","9","74391","0.0-1.0-4.1-0.1","battery-v0.2","","1453.300000000745","&#9776;","elianto","#3366ff99","-1","32","0","0","2955.7999999970198","1","0","2","","","","","","","","","",""
"pit-trial","10","79902","0.0-1.0-4.2-0.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","11","85410","0.0-1.0-4.3-0.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","90916","0.0-1.0-4.4-0.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","13","90917","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","14","107119","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":10239.699999999255},{""page_index"":1,""viewing_time"":5962}]","16202","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","112506","0.0-1.0-7.0-0.0","battery-v0.2","","1880.5","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","3381.900000002235","1","0","3","","","","","","","","","",""
"pit-trial","16","118016","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","17","123524","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"pit-trial","18","129034","0.0-1.0-7.3-0.3","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","","","","","","","",""
"call-function","19","129034","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","20","143319","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":10201.29999999702},{""page_index"":1,""viewing_time"":4083.900000002235}]","14285.39999999851","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","21","147210","0.0-1.0-10.0-0.0","battery-v0.2","","384.3999999985099","&#9789;","elianto","#f73b6a7A","32","32","1","0","1885.8999999985099","1","0","4","","","","","","","","","",""
"pit-trial","22","150934","0.0-1.0-10.1-0.1","battery-v0.2","","218.09999999776483","&#9789;","elianto","#f73b6a7A","32","32","1","0","1718.699999999255","1","0","4","","","","","","","","","",""
"pit-trial","23","154850","0.0-1.0-10.2-0.2","battery-v0.2","","408.1000000014901","&#9789;","elianto","#f73b6a7A","32","32","1","0","1302.6000000014901,1909.8999999985099","2","0","4","","","","","","","","","",""
"pit-trial","24","158580","0.0-1.0-10.3-0.3","battery-v0.2","","228.60000000149012","&#9789;","elianto","#f73b6a7A","32","32","1","0","1728.800000000745","1","0","4","","","","","","","","","",""
"call-function","25","158581","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","203314","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2366.599999997765},{""page_index"":1,""viewing_time"":13927.900000002235},{""page_index"":2,""viewing_time"":12374.099999997765},{""page_index"":3,""viewing_time"":5422.5},{""page_index"":4,""viewing_time"":4050.800000000745},{""page_index"":5,""viewing_time"":4690.39999999851},{""page_index"":6,""viewing_time"":1901.4000000022352}]","44734","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","27","272456","0.0-1.0-13.0","battery-v0.2","","69141.30000000075","","","","","","","","","","","","","Press SPACE,+10,-10,True,False, somtimes you will not get all the points even if you took the right action,True","2","","","","","","",""
"pit-instructions","28","277089","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1931.300000000745},{""page_index"":1,""viewing_time"":2700.199999999255}]","4632","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","29","281621","0.0-3.0","battery-v0.2","","1025.7999999970198","X","elianto","#f73b6a7A","32","32","1","-10","2525.89999999851","1","1","","","","","001","1","3","3","lose","go","1"
"pit-trial","30","286551","0.0-4.0","battery-v0.2","","1419.699999999255","Q","elianto","#3366ff99","-1","32","0","0","2922.699999999255","1","1","","","","","001","2","0","2","win","no-go","0"
"pit-trial","31","290800","0.0-5.0","battery-v0.2","","745.3000000007451","F","elianto","#3366ff99","32","32","1","+10","2245.5","1","1","","","","","001","3","2","1","win","go","0"
"pit-trial","32","295078","0.0-6.0","battery-v0.2","","771","N","elianto","#3366ff99","-1","32","0","+10","2271.300000000745","1","1","","","","","001","4","1","2","win","no-go","1"
"pit-trial","33","300583","0.0-7.0","battery-v0.2","","-1","X","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","001","5","3","3","lose","go","0"
"pit-trial","34","305022","0.0-8.0","battery-v0.2","","932","N","elianto","#3366ff99","-1","32","0","0","2432.39999999851","1","1","","","","","001","6","1","2","win","no-go","0"
"pit-trial","35","308867","0.0-9.0","battery-v0.2","","340.5999999977648","F","elianto","#3366ff99","32","32","1","+10","1840.699999999255","1","1","","","","","001","7","2","1","win","go","0"
"pit-trial","36","313041","0.0-10.0","battery-v0.2","","669.3999999985099","Q","elianto","#3366ff99","-1","32","0","0","2169.5","1","1","","","","","001","8","0","2","win","no-go","0"
"pit-trial","37","318617","0.0-11.0","battery-v0.2","","916.6999999992549","Q","elianto","#3366ff99","-1","32","0","0","2416.699999999255","1","1","","","","","001","9","0","2","win","no-go","0"
