"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pit-trial","19","94190","0.0-2.0-5.0-4.0","battery-v0.2","","","340.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","1191.1000000014901","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","20","94193","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","100066","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5349.70000000298},{""page_index"":1,""viewing_time"":195.5},{""page_index"":2,""viewing_time"":162.79999999701977},{""page_index"":3,""viewing_time"":163.40000000223517}]","5872.10000000149","","","","","","","","","","","","","","","",""
"pit-trial","22","104923","0.0-2.0-8.0-0.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","23","109780","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","24","114634","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","25","119491","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","26","124345","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","27","124347","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","28","125678","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1152.5},{""page_index"":1,""viewing_time"":176.89999999850988}]","1330.0999999977648","","","","","","","","","","","","","","","",""
"pit-trial","29","130223","0.0-2.0-11.0-0.0","battery-v0.2","","","1688.5999999977648","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2540.2999999970198","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","30","135083","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","31","139943","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","32","144803","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","33","149662","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","34","149665","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","35","152742","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2982.10000000149},{""page_index"":1,""viewing_time"":93.39999999850988}]","3076.10000000149","","","","","","","","","","","","","","","",""
"pit-trial","36","156190","0.0-2.0-14.0-0.0","battery-v0.2","","","590.1000000014901","&#9789;","elianto","#f73b6a7A","32","32","1","0","1441.9000000022352","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","37","159363","0.0-2.0-14.0-1.0","battery-v0.2","","","314.6000000014901","&#9789;","elianto","#f73b6a7A","32","32","1","0","1165.4000000022352","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","38","162417","0.0-2.0-14.0-2.0","battery-v0.2","","","194.90000000223517","&#9789;","elianto","#f73b6a7A","32","32","1","0","1045.6000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","39","165483","0.0-2.0-14.0-3.0","battery-v0.2","","","209.39999999850988","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1060.6000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","40","168563","0.0-2.0-14.0-4.0","battery-v0.2","","","223","&#9789;","elianto","#f73b6a7A","32","32","1","0","1073.199999999255","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","41","168566","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","42","170733","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1488.3999999985099},{""page_index"":1,""viewing_time"":177.60000000149012},{""page_index"":2,""viewing_time"":159.59999999776483},{""page_index"":3,""viewing_time"":159.80000000074506},{""page_index"":4,""viewing_time"":179.90000000223517}]","2165.89999999851","","","","","","","","","","","","","","","",""
"pit-comprehension","43","174400","0.0-2.0-17.0-0.0","battery-v0.2","","","3663","","","","","","","","","","","","","","","SPACE","0"
"pit-instructions","44","175608","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1185.0999999977648}]","1185.800000000745","","","","","","","","","","","","","","","",""
"pit-comprehension","45","177912","0.0-2.0-18.0-0.0","battery-v0.2","","","2300.300000000745","","","","","","","","","","","","","","","10","0"
"pit-instructions","46","179294","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1363.8999999985099}]","1364.5999999977648","","","","","","","","","","","","","","","",""
"pit-comprehension","47","182136","0.0-2.0-19.0-0.0","battery-v0.2","","","2836.89999999851","","","","","","","","","","","","","","","0","0"
"pit-instructions","48","183656","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1501.699999999255}]","1502.2999999970198","","","","","","","","","","","","","","","",""
"pit-comprehension","49","199420","0.0-2.0-20.0-0.0","battery-v0.2","","","15759.39999999851","","","","","","","","","","","","","","","False","1"
"pit-instructions","50","200957","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1519}]","1519.6000000014901","","","","","","","","","","","","","","","",""
"pit-instructions","51","202031","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1072.3999999985099}]","1072.8999999985099","","","","","","","","","","","","","","","",""
"pit-comprehension","52","204149","0.0-2.0-20.1-0.1","battery-v0.2","","","2114.300000000745","","","","","","","","","","","","","","","True","0"
"pit-instructions","53","204967","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":800.6000000014901}]","801.1000000014901","","","","","","","","","","","","","","","",""
"pit-comprehension","54","208436","0.0-2.0-21.0-0.0","battery-v0.2","","","3464.800000000745","","","","","","","","","","","","","","","True","0"
"pit-instructions","55","209336","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":880.1000000014901}]","880.6000000014901","","","","","","","","","","","","","","","",""
"pit-comprehension","56","213933","0.0-2.0-22.0-0.0","battery-v0.2","","","4592.70000000298","","","","","","","","","","","","","","","True","0"
"pit-instructions","57","214930","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":978.3000000007451}]","978.8999999985099","","","","","","","","","","","","","","","",""
"pit-comprehension","58","253646","0.0-2.0-23.0-0.0","battery-v0.2","","","38711.699999999255","","","","","","","","","","","","","","","True","1"
