"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","42","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","285755","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":5181.5},{""page_index"":1,""viewing_time"":2829.7000000476837},{""page_index"":2,""viewing_time"":2003.5},{""page_index"":3,""viewing_time"":5842.399999976158},{""page_index"":4,""viewing_time"":40704.69999998808},{""page_index"":5,""viewing_time"":11355.600000023842},{""page_index"":6,""viewing_time"":6987},{""page_index"":7,""viewing_time"":2276.199999988079},{""page_index"":8,""viewing_time"":10762.300000011921},{""page_index"":9,""viewing_time"":19966},{""page_index"":10,""viewing_time"":3928.699999988079},{""page_index"":11,""viewing_time"":9995.100000023842},{""page_index"":12,""viewing_time"":4875.699999988079},{""page_index"":11,""viewing_time"":475.69999998807907},{""page_index"":10,""viewing_time"":455.69999998807907},{""page_index"":9,""viewing_time"":1848.6000000238419},{""page_index"":8,""viewing_time"":585.1999999880791},{""page_index"":7,""viewing_time"":854.6999999880791},{""page_index"":6,""viewing_time"":1729.1000000238419},{""page_index"":5,""viewing_time"":29669.099999964237},{""page_index"":4,""viewing_time"":2023.2000000476837},{""page_index"":5,""viewing_time"":2239.699999988079},{""page_index"":6,""viewing_time"":8699.399999976158},{""page_index"":7,""viewing_time"":992.3000000119209},{""page_index"":8,""viewing_time"":6014.199999988079},{""page_index"":9,""viewing_time"":7812.300000011921},{""page_index"":10,""viewing_time"":1939.300000011921},{""page_index"":11,""viewing_time"":2067},{""page_index"":12,""viewing_time"":4159.300000011921},{""page_index"":13,""viewing_time"":26611},{""page_index"":14,""viewing_time"":22763},{""page_index"":15,""viewing_time"":2025.5},{""page_index"":16,""viewing_time"":4855.199999988079},{""page_index"":17,""viewing_time"":31181.599999964237}]","285711.90000003576","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","289294","0.0-1.0-1.0-0.0","battery-v0.2","","680.6000000238419","&#9776;","elianto","#3366ff99","32","32","1","+10","1531.199999988079","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","3","294158","0.0-1.0-1.0-1.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","4","297901","0.0-1.0-1.0-2.0","battery-v0.2","","885.1000000238419","&#9776;","elianto","#3366ff99","32","32","1","+10","1736.3999999761581","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","5","301947","0.0-1.0-1.0-3.0","battery-v0.2","","1188.199999988079","&#9776;","elianto","#3366ff99","32","32","1","0","2038.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"pit-trial","6","305406","0.0-1.0-1.0-4.0","battery-v0.2","","596.3999999761581","&#9776;","elianto","#3366ff99","32","32","1","+10","1449.0999999642372","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
"call-function","7","305411","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","8","479686","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":106003},{""page_index"":1,""viewing_time"":4579.800000011921},{""page_index"":2,""viewing_time"":2213.600000023842},{""page_index"":1,""viewing_time"":56577.39999997616},{""page_index"":2,""viewing_time"":4900.399999976158}]","174275.40000003576","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","484548","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","","","","","","","","",""
