"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","16","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","23364","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1858},{""page_index"":1,""viewing_time"":1366.5},{""page_index"":2,""viewing_time"":267},{""page_index"":3,""viewing_time"":434.90000009536743},{""page_index"":4,""viewing_time"":499.5},{""page_index"":5,""viewing_time"":465.5},{""page_index"":6,""viewing_time"":485.09999990463257},{""page_index"":7,""viewing_time"":466.40000009536743},{""page_index"":8,""viewing_time"":448.7000000476837},{""page_index"":9,""viewing_time"":801.6999998092651},{""page_index"":8,""viewing_time"":184.10000014305115},{""page_index"":7,""viewing_time"":4750},{""page_index"":8,""viewing_time"":4350.599999904633},{""page_index"":9,""viewing_time"":400.5},{""page_index"":10,""viewing_time"":450.90000009536743},{""page_index"":11,""viewing_time"":834},{""page_index"":12,""viewing_time"":1266.7999999523163},{""page_index"":11,""viewing_time"":382.09999990463257},{""page_index"":10,""viewing_time"":1018.5},{""page_index"":11,""viewing_time"":1716.7000000476837},{""page_index"":12,""viewing_time"":898.7999999523163}]","23347","","","","","","","","","","","","","",""
"pit-trial","2","26565","0.0-1.0-1.0-0.0","battery-v0.2","","347","&#9776;","elianto","#3366ff99","32","32","1","+10","1198.0999999046326","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","3","29506","0.0-1.0-1.0-1.0","battery-v0.2","","83.20000004768372","&#9776;","elianto","#3366ff99","32","32","1","+10","934.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","32538","0.0-1.0-1.0-2.0","battery-v0.2","","179.20000004768372","&#9776;","elianto","#3366ff99","32","32","1","+10","310.7000000476837,500.80000019073486,680.6000001430511,849.4000000953674,1029.2000000476837","5","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","35533","0.0-1.0-1.0-3.0","battery-v0.2","","139.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","0","989.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","38477","0.0-1.0-1.0-4.0","battery-v0.2","","90.89999985694885","&#9776;","elianto","#3366ff99","32","32","1","+10","941.6999998092651","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","7","38479","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","65393","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4956.800000190735},{""page_index"":1,""viewing_time"":8203},{""page_index"":2,""viewing_time"":5484.5},{""page_index"":3,""viewing_time"":6133.5},{""page_index"":4,""viewing_time"":2136}]","26914.10000014305","","","","","","","","","","","","","",""
"pit-trial","9","68651","0.0-1.0-4.0-0.0","battery-v0.2","","403","&#9761;","elianto","#3366ff99","-1","32","0","0","849.8999998569489,1253","2","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","10","71880","0.0-1.0-4.0-1.0","battery-v0.2","","372.2999999523163","&#9761;","elianto","#3366ff99","-1","32","0","0","1225.4000000953674","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","74873","0.0-1.0-4.0-2.0","battery-v0.2","","134.79999995231628","&#9761;","elianto","#3366ff99","-1","32","0","0","986.4000000953674","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","12","77920","0.0-1.0-4.0-3.0","battery-v0.2","","192.10000014305115","&#9761;","elianto","#3366ff99","-1","32","0","0","1042.7000000476837","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","13","82777","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","14","87632","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
