"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pit-trial","33","165572","0.0-2.0-5.2-1.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","34","170431","0.0-2.0-5.2-2.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","35","175289","0.0-2.0-5.2-3.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","36","180146","0.0-2.0-5.2-4.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","37","185006","0.0-2.0-5.3-0.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","38","189861","0.0-2.0-5.3-1.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","39","194718","0.0-2.0-5.3-2.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","40","199580","0.0-2.0-5.3-3.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","41","204440","0.0-2.0-5.3-4.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","42","209299","0.0-2.0-5.4-0.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","43","214157","0.0-2.0-5.4-1.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","44","219017","0.0-2.0-5.4-2.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","45","223878","0.0-2.0-5.4-3.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","46","228735","0.0-2.0-5.4-4.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","47","234371","0.0-2.0-5.4-5.4-0.4","battery-v0.2","","[{""page_index"":0,""viewing_time"":2153.89999999851},{""page_index"":1,""viewing_time"":1432.5},{""page_index"":2,""viewing_time"":2046.2000000029802}]","5633.699999999255","","","","","","","","","","","","","","","",""
"pit-trial","48","237751","0.0-2.0-5.5-0.5","battery-v0.2","","","522.3000000007451","&#9776;","elianto","#3366ff99","32","32","1","+10","1372.5999999977648","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","49","240730","0.0-2.0-5.5-1.5","battery-v0.2","","","119.20000000298023","&#9776;","elianto","#3366ff99","32","32","1","+10","969.3000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","50","243977","0.0-2.0-5.5-2.5","battery-v0.2","","","388.5","&#9776;","elianto","#3366ff99","32","32","1","+10","794,1238.7000000029802","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","51","247030","0.0-2.0-5.5-3.5","battery-v0.2","","","195","&#9776;","elianto","#3366ff99","32","32","1","0","1045.300000000745","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","52","251891","0.0-2.0-5.5-4.5","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","53","256755","0.0-2.0-5.6-0.6","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","54","260177","0.0-2.0-5.6-1.6","battery-v0.2","","","563.9000000022352","&#9776;","elianto","#3366ff99","32","32","1","+10","1414.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","55","263350","0.0-2.0-5.6-2.6","battery-v0.2","","","313.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1164.1000000014901","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","56","266431","0.0-2.0-5.6-3.6","battery-v0.2","","","225.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","0","1075.699999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","57","269481","0.0-2.0-5.6-4.6","battery-v0.2","","","193.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","+10","1044.300000000745","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","58","269483","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","59","299437","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":12306.699999999255},{""page_index"":1,""viewing_time"":10057.60000000149},{""page_index"":2,""viewing_time"":5585.5},{""page_index"":3,""viewing_time"":2002.199999999255}]","29952.89999999851","","","","","","","","","","","","","","","",""
"pit-trial","60","302464","0.0-2.0-8.0-0.0","battery-v0.2","","","172.09999999776483","&#9761;","elianto","#3366ff99","-1","32","0","0","1022.7000000029802","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","61","307321","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","62","312180","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","63","317038","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","64","321897","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","65","321900","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","66","350348","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":28254.400000002235},{""page_index"":1,""viewing_time"":192.89999999850988}]","28447.900000002235","","","","","","","","","","","","","","","",""
"pit-trial","67","353419","0.0-2.0-11.0-0.0","battery-v0.2","","","213.70000000298023","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1063.5","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","68","358277","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","69","363137","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","70","367997","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","71","372858","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","72","372861","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","73","385872","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":8831.300000000745},{""page_index"":1,""viewing_time"":4178.79999999702}]","13010.699999999255","","","","","","","","","","","","","","","",""
"pit-trial","74","390731","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","75","395591","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","76","400451","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","77","405315","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","78","410177","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","79","415038","0.0-2.0-14.1-0.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","80","419897","0.0-2.0-14.1-1.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","81","422952","0.0-2.0-14.1-2.1","battery-v0.2","","","196.19999999925494","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1046.3999999985099","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","82","425918","0.0-2.0-14.1-3.1","battery-v0.2","","","105","&#9789;","elianto","#f73b6a7A","32","32","1","0","956.3000000007451","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","83","429037","0.0-2.0-14.1-4.1","battery-v0.2","","","259","&#9789;","elianto","#f73b6a7A","32","32","1","0","1111.5999999977648","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","84","432005","0.0-2.0-14.2-0.2","battery-v0.2","","","109.29999999701977","&#9789;","elianto","#f73b6a7A","32","32","1","0","959.2999999970198","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","85","435228","0.0-2.0-14.2-1.2","battery-v0.2","","","365.9000000022352","&#9789;","elianto","#f73b6a7A","32","32","1","0","1215.8999999985099","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","86","438396","0.0-2.0-14.2-2.2","battery-v0.2","","","307.79999999701977","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1160","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","87","441557","0.0-2.0-14.2-3.2","battery-v0.2","","","305.8999999985099","&#9789;","elianto","#f73b6a7A","32","32","1","0","1155.8999999985099","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","88","444415","0.0-2.0-14.2-4.2","battery-v0.2","","","1","&#9789;","elianto","#f73b6a7A","32","32","1","0","851.3999999985099","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","89","444418","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","90","471489","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3702.599999997765},{""page_index"":1,""viewing_time"":8377.400000002235},{""page_index"":2,""viewing_time"":9110.199999999255},{""page_index"":3,""viewing_time"":2847},{""page_index"":4,""viewing_time"":3032.300000000745}]","27070","","","","","","","","","","","","","","","",""
"pit-comprehension","91","476685","0.0-2.0-17.0-0.0","battery-v0.2","","","5192.10000000149","","","","","","","","","","","","","","","SPACE","0"
"pit-instructions","92","478189","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1470.300000000745}]","1470.800000000745","","","","","","","","","","","","","","","",""
"pit-comprehension","93","484201","0.0-2.0-18.0-0.0","battery-v0.2","","","6007.39999999851","","","","","","","","","","","","","","","10","0"
"pit-instructions","94","485339","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1104}]","1104.8999999985099","","","","","","","","","","","","","","","",""
"pit-comprehension","95","491014","0.0-2.0-19.0-0.0","battery-v0.2","","","5669.699999999255","","","","","","","","","","","","","","","0","0"
"pit-instructions","96","492090","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1043.8999999985099}]","1044.300000000745","","","","","","","","","","","","","","","",""
"pit-comprehension","97","503534","0.0-2.0-20.0-0.0","battery-v0.2","","","11437.599999997765","","","","","","","","","","","","","","","False","1"
"pit-instructions","98","506634","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3067.10000000149}]","3067.5","","","","","","","","","","","","","","","",""
"pit-instructions","99","509889","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3252.199999999255}]","3252.599999997765","","","","","","","","","","","","","","","",""
"pit-comprehension","100","512478","0.0-2.0-20.1-0.1","battery-v0.2","","","2583.7000000029802","","","","","","","","","","","","","","","True","0"
"pit-instructions","101","514021","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":1510.800000000745}]","1511.4000000022352","","","","","","","","","","","","","","","",""
"pit-comprehension","102","518929","0.0-2.0-21.0-0.0","battery-v0.2","","","4903","","","","","","","","","","","","","","","False","1"
"pit-instructions","103","520973","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2010}]","2010.6000000014901","","","","","","","","","","","","","","","",""
"pit-instructions","104","522205","0.0-2.0-21.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1228.300000000745}]","1228.800000000745","","","","","","","","","","","","","","","",""
"pit-comprehension","105","524517","0.0-2.0-21.1-0.1","battery-v0.2","","","2307.89999999851","","","","","","","","","","","","","","","True","0"
"pit-instructions","106","525456","0.0-2.0-21.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":905.5}]","905.8999999985099","","","","","","","","","","","","","","","",""
"pit-comprehension","107","530380","0.0-2.0-22.0-0.0","battery-v0.2","","","4918.300000000745","","","","","","","","","","","","","","","True","0"
