"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pavlovia","0","15","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","2296","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","5053","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":948},{""page_index"":1,""viewing_time"":144.09999999776483},{""page_index"":2,""viewing_time"":154.30000000074506},{""page_index"":3,""viewing_time"":160.90000000223517},{""page_index"":4,""viewing_time"":293.3999999985099},{""page_index"":5,""viewing_time"":130.60000000149012},{""page_index"":6,""viewing_time"":178.19999999925494},{""page_index"":7,""viewing_time"":143.69999999925494},{""page_index"":8,""viewing_time"":145.39999999850988},{""page_index"":9,""viewing_time"":144.10000000149012},{""page_index"":10,""viewing_time"":146},{""page_index"":11,""viewing_time"":160.80000000074506}]","2751.199999999255","","","","","","","","","","","","","","","",""
"pit-trial","3","8091","0.0-2.0-1.0-0.0","battery-v0.2","","","178","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1031","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","4","11121","0.0-2.0-1.1-0.1","battery-v0.2","","","172","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1022.6999999992549","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","5","14490","0.0-2.0-1.2-0.2","battery-v0.2","","","510.1000000014901","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1360.0999999977648,2096.300000000745,2831","3","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","6","19353","0.0-2.0-1.3-0.3","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","3955.599999997765","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","7","23991","0.0-2.0-1.4-0.4","battery-v0.2","","","1776.8999999985099","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","2627.699999999255","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","8","27238","0.0-2.0-1.5-0.5","battery-v0.2","","","387.5","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1237.9000000022352,2884.300000000745","2","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","9","32098","0.0-2.0-1.6-0.6","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","3077.300000000745","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","10","33556","0.0-2.0-1.6-1.6-0.6","battery-v0.2","","[{""page_index"":0,""viewing_time"":1280.9000000022352},{""page_index"":1,""viewing_time"":172.89999999850988}]","1454.6000000014901","","","","","","","","","","","","","","","",""
"pit-trial","11","38413","0.0-2.0-1.7-0.7","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","&#10060","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","12","42067","0.0-2.0-1.8-0.8","battery-v0.2","","","792.6999999992549","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1644.3999999985099","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","13","45127","0.0-2.0-1.9-0.9","battery-v0.2","","","202","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1052.199999999255","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","14","48111","0.0-2.0-1.10-0.10","battery-v0.2","","","122","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","972.5","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","15","78053","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":26964},{""page_index"":1,""viewing_time"":1827.9000000022352},{""page_index"":2,""viewing_time"":569.5},{""page_index"":3,""viewing_time"":573.3000000007451}]","29935.20000000298","","","","","","","","","","","","","","","",""
"pit-trial","16","82916","0.0-2.0-3.0-0.0","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","17","87777","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","18","92637","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","19","97497","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","20","102357","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","21","107259","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2618.5},{""page_index"":1,""viewing_time"":174.40000000223517},{""page_index"":2,""viewing_time"":170.79999999701977},{""page_index"":3,""viewing_time"":153.5},{""page_index"":4,""viewing_time"":187.20000000298023},{""page_index"":5,""viewing_time"":486.79999999701977},{""page_index"":6,""viewing_time"":422.70000000298023},{""page_index"":7,""viewing_time"":173.5},{""page_index"":8,""viewing_time"":156},{""page_index"":9,""viewing_time"":173.89999999850988},{""page_index"":10,""viewing_time"":177.69999999925494}]","4896","","","","","","","","","","","","","","","",""
"pit-trial","22","112118","0.0-2.0-5.0-0.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","23","116977","0.0-2.0-5.0-1.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","24","121833","0.0-2.0-5.0-2.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","25","126694","0.0-2.0-5.0-3.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","26","131551","0.0-2.0-5.0-4.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","27","136417","0.0-2.0-5.1-0.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","28","141276","0.0-2.0-5.1-1.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","29","146136","0.0-2.0-5.1-2.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","30","150997","0.0-2.0-5.1-3.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","31","155856","0.0-2.0-5.1-4.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","32","160716","0.0-2.0-5.2-0.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
