"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","19","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"fullscreen","1","2903","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","",""
"pit-instructions","2","71535","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4432.0999999940395},{""page_index"":1,""viewing_time"":1061.5},{""page_index"":2,""viewing_time"":1801.6000000089407},{""page_index"":3,""viewing_time"":2328.0999999940395},{""page_index"":4,""viewing_time"":1646.4000000059605},{""page_index"":5,""viewing_time"":14860.70000000298},{""page_index"":6,""viewing_time"":7181.29999999702},{""page_index"":7,""viewing_time"":1538.8999999910593},{""page_index"":8,""viewing_time"":13108.20000000298},{""page_index"":9,""viewing_time"":3516.7000000029802},{""page_index"":10,""viewing_time"":1251.2000000029802},{""page_index"":11,""viewing_time"":1127.7999999970198},{""page_index"":12,""viewing_time"":3089.7999999970198},{""page_index"":13,""viewing_time"":2214.5},{""page_index"":14,""viewing_time"":2032.4000000059605},{""page_index"":15,""viewing_time"":2862.2000000029802},{""page_index"":16,""viewing_time"":2056.199999988079},{""page_index"":17,""viewing_time"":2518.5}]","68629.29999999702","","","","","","","","","","","","","",""
"pit-trial","3","75042","0.0-2.0-1.0-0.0","battery-v0.2","","","640.7999999970198","&#9776;","elianto","#3366ff99","32","32","1","+10","1493.199999988079","1","0","1","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","4","78367","0.0-2.0-1.0-1.0","battery-v0.2","","","465","&#9776;","elianto","#3366ff99","32","32","1","+10","1315.2000000029802","1","0","1","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","5","81680","0.0-2.0-1.0-2.0","battery-v0.2","","","455.70000000298023","&#9776;","elianto","#3366ff99","32","32","1","+10","1306.3999999910593,2223.3999999910593,3165","3","0","1","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","6","85230","0.0-2.0-1.0-3.0","battery-v0.2","","","694.1000000089407","&#9776;","elianto","#3366ff99","32","32","1","0","1544","1","0","1","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","7","89139","0.0-2.0-1.0-4.0","battery-v0.2","","","1051.9000000059605","&#9776;","elianto","#3366ff99","32","32","1","+10","1901.2000000029802","1","0","1","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"call-function","8","89145","0.0-2.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","9","99969","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4073.2999999970198},{""page_index"":1,""viewing_time"":764.7000000029802},{""page_index"":2,""viewing_time"":4003.0999999940395},{""page_index"":3,""viewing_time"":1982.2999999970198}]","10823.699999988079","","","","","","","","","","","","","",""
"pit-trial","10","103501","0.0-2.0-4.0-0.0","battery-v0.2","","","675.1999999880791","&#9761;","elianto","#3366ff99","-1","32","0","0","1526.9000000059605","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","11","106908","0.0-2.0-4.0-1.0","battery-v0.2","","","547.6000000089407","&#9761;","elianto","#3366ff99","-1","32","0","0","1397.800000011921","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","12","110776","0.0-2.0-4.0-2.0","battery-v0.2","","","1006","&#9761;","elianto","#3366ff99","-1","32","0","0","1857.5","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","13","115637","0.0-2.0-4.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","14","118924","0.0-2.0-4.0-4.0","battery-v0.2","","","429.5","&#9761;","elianto","#3366ff99","-1","32","0","+10","1281.5999999940395","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","15","122251","0.0-2.0-4.1-0.1","battery-v0.2","","","468.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1319.9000000059605","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","16","125599","0.0-2.0-4.1-1.1","battery-v0.2","","","492","&#9761;","elianto","#3366ff99","-1","32","0","0","1342.5","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","17","129258","0.0-2.0-4.1-2.1","battery-v0.2","","","799","&#9761;","elianto","#3366ff99","-1","32","0","0","1649.6000000089407","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","18","134124","0.0-2.0-4.1-3.1","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","19","137833","0.0-2.0-4.1-4.1","battery-v0.2","","","846.7000000029802","&#9761;","elianto","#3366ff99","-1","32","0","+10","1697.2999999970198","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","20","142697","0.0-2.0-4.2-0.2","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","21","145931","0.0-2.0-4.2-1.2","battery-v0.2","","","370.70000000298023","&#9761;","elianto","#3366ff99","-1","32","0","0","1221.5999999940395,1864.5","2","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","22","149135","0.0-2.0-4.2-2.2","battery-v0.2","","","338.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1190.0999999940395","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","23","154002","0.0-2.0-4.2-3.2","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","24","157893","0.0-2.0-4.2-4.2","battery-v0.2","","","1023.7000000029802","&#9761;","elianto","#3366ff99","-1","32","0","+10","1876.5999999940395","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","25","162758","0.0-2.0-4.3-0.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","3469.5","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","26","167626","0.0-2.0-4.3-1.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","27","170922","0.0-2.0-4.3-2.3","battery-v0.2","","","431.79999999701977","&#9761;","elianto","#3366ff99","-1","32","0","0","1281.699999988079","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","28","175788","0.0-2.0-4.3-3.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","29","179128","0.0-2.0-4.3-4.3","battery-v0.2","","","474.79999999701977","&#9761;","elianto","#3366ff99","-1","32","0","+10","1325.9000000059605","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","30","183997","0.0-2.0-4.4-0.4","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","3251.800000011921","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","31","187277","0.0-2.0-4.4-1.4","battery-v0.2","","","414.09999999403954","&#9761;","elianto","#3366ff99","-1","32","0","0","1265.5","1","0","2","5aa5b9c1f6dfdd0001eafc40&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
