"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","21","83201","0.0-1.0-7.1-0.1","battery-v0.2","","150.5","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1650.7000000178814","1","0","3","","","",""
"pit-trial","22","88709","0.0-1.0-7.1-1.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","23","94211","0.0-1.0-7.1-2.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","24","97960","0.0-1.0-7.1-3.1","battery-v0.2","","243.2999999821186","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1743.5","1","0","3","","","",""
"pit-trial","25","101808","0.0-1.0-7.1-4.1","battery-v0.2","","339.30000001192093","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1841.5","1","0","3","","","",""
"pit-trial","26","107311","0.0-1.0-7.2-0.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","27","112821","0.0-1.0-7.2-1.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","28","118328","0.0-1.0-7.2-2.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","29","123836","0.0-1.0-7.2-3.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","30","129346","0.0-1.0-7.2-4.2","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","31","129347","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","32","132834","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3024.699999988079},{""page_index"":1,""viewing_time"":461.40000000596046}]","3486.699999988079","","","","","","","","","","","","","","",""
"pit-trial","33","138340","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","",""
"pit-trial","34","142223","0.0-1.0-10.0-1.0","battery-v0.2","","380.39999997615814","&#9789;","elianto","#f73b6a7A","32","32","1","0","1497.8999999761581,1880.3999999761581","2","0","4","","","",""
"pit-trial","35","145914","0.0-1.0-10.0-2.0","battery-v0.2","","186.19999998807907","&#9789;","elianto","#f73b6a7A","32","32","1","0","1686.699999988079","1","0","4","","","",""
"pit-trial","36","149648","0.0-1.0-10.0-3.0","battery-v0.2","","229.40000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","0","1730.699999988079","1","0","4","","","",""
"pit-trial","37","153340","0.0-1.0-10.0-4.0","battery-v0.2","","185.90000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1687.0999999940395","1","0","4","","","",""
"call-function","38","153341","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","39","159978","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2564.2999999821186},{""page_index"":1,""viewing_time"":3048.600000023842},{""page_index"":2,""viewing_time"":225.09999999403954},{""page_index"":3,""viewing_time"":156.90000000596046},{""page_index"":4,""viewing_time"":191.69999998807907},{""page_index"":5,""viewing_time"":168.59999999403954},{""page_index"":6,""viewing_time"":281.5}]","6637","","","","","","","","","","","","","","",""
"pit-comprehension","40","167865","0.0-1.0-13.0","battery-v0.2","","7884.9000000059605","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","0","1"
