"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","23","552978","0.0-2.0-8.0-3.0","battery-v0.2","","","251","","","&#9776;","elianto","#3366ff99"," "," ","1","0","[1102]","1","0","1","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","24","556001","0.0-2.0-8.0-4.0","battery-v0.2","","","169","","","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1019]","1","0","1","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","25","556003","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","694274","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6753.000000000116},{""page_index"":1,""viewing_time"":6899.999999999884},{""page_index"":2,""viewing_time"":12600.000000000116},{""page_index"":3,""viewing_time"":103426.99999999988},{""page_index"":4,""viewing_time"":8595}]","138276","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","27","699128","0.0-2.0-11.0-0.0","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","28","703981","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","29","710957","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","30","732953","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","31","787342","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","","","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","32","787348","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","33","820285","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7322},{""page_index"":1,""viewing_time"":7261.999999999884},{""page_index"":2,""viewing_time"":3111},{""page_index"":3,""viewing_time"":10120},{""page_index"":4,""viewing_time"":5122.000000000116}]","32937","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","34","825139","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","35","829992","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","36","834845","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","37","839698","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","38","844554","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","","","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","39","844556","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","40","873433","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":10907},{""page_index"":1,""viewing_time"":8499.000000000116},{""page_index"":2,""viewing_time"":4447.999999999884},{""page_index"":3,""viewing_time"":5023.000000000116}]","28878","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","41","876921","0.0-2.0-17.0-0.0","battery-v0.2","","","634","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1485]","1","0","4","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","42","880084","0.0-2.0-17.0-1.0","battery-v0.2","","","308","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1159]","1","0","4","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","43","883281","0.0-2.0-17.0-2.0","battery-v0.2","","","343.9999999998836","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1194.9999999998836]","1","0","4","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","44","886272","0.0-2.0-17.0-3.0","battery-v0.2","","","136.99999999988358","","","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[987.9999999998836]","1","0","4","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"pit-trial","45","889225","0.0-2.0-17.0-4.0","battery-v0.2","","","100","","","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[951]","1","0","4","999&age=16&gender=f&participant_ID=888","888","","","","","","","",""
"call-function","46","889226","0.0-2.0-18.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","47","981989","0.0-2.0-19.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6378.000000000116},{""page_index"":1,""viewing_time"":8614.999999999884},{""page_index"":2,""viewing_time"":4166},{""page_index"":3,""viewing_time"":1997},{""page_index"":2,""viewing_time"":35439.00000000012},{""page_index"":3,""viewing_time"":7166.999999999884},{""page_index"":4,""viewing_time"":7303},{""page_index"":5,""viewing_time"":8445},{""page_index"":6,""viewing_time"":4501},{""page_index"":7,""viewing_time"":6306},{""page_index"":8,""viewing_time"":2449}]","92766","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","48","1026588","0.0-2.0-20.0-0.0","battery-v0.2","","","44598","[""SPACE""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","49","1029024","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2414.9999999998836}]","2414.9999999998836","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","50","1033535","0.0-2.0-21.0-0.0","battery-v0.2","","","4508","[""10""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","51","1035096","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1541.9999999998836}]","1541.9999999998836","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","52","1041567","0.0-2.0-22.0-0.0","battery-v0.2","","","6468.999999999767","[""0""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","53","1043020","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1434.0000000002328}]","1435.0000000002328","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","54","1051493","0.0-2.0-23.0-0.0","battery-v0.2","","","8470","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","55","1052966","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1450}]","1450","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","56","1060552","0.0-2.0-24.0-0.0","battery-v0.2","","","7583","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","57","1061980","0.0-2.0-24.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1409}]","1410","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","58","1069760","0.0-2.0-25.0-0.0","battery-v0.2","","","7777.000000000233","[""True""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","59","1073515","0.0-2.0-25.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3735}]","3736","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","60","1077995","0.0-2.0-26.0-0.0","battery-v0.2","","","4478","[""False""]","0","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","61","1079204","0.0-2.0-26.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1187}]","1187","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","62","1096486","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3595},{""page_index"":1,""viewing_time"":5619},{""page_index"":2,""viewing_time"":8066}]","17281","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","63","1101344","0.0-4.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","1","0","4","lose","no-go","0"
"pit-trial","64","1106198","0.0-5.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","2","3","3","lose","go","1"
"pit-trial","65","1111052","0.0-6.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","3","1","1","win","go","1"
"pit-trial","66","1115906","0.0-7.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","4","2","2","win","no-go","0"
"pit-trial","67","1120760","0.0-8.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","5","0","4","lose","no-go","1"
"pit-trial","68","1125616","0.0-9.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","6","3","3","lose","go","0"
"pit-trial","69","1130471","0.0-10.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","7","2","2","win","no-go","0"
"pit-trial","70","1135325","0.0-11.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","8","1","1","win","go","0"
"pit-trial","71","1140179","0.0-12.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","9","0","4","lose","no-go","0"
"pit-trial","72","1145033","0.0-13.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","10","3","3","lose","go","0"
"pit-trial","73","1149887","0.0-14.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","11","2","2","win","no-go","0"
"pit-trial","74","1154743","0.0-15.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","12","1","1","win","go","0"
"pit-trial","75","1159599","0.0-16.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","13","2","2","win","no-go","0"
"pit-trial","76","1164453","0.0-17.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","14","3","3","lose","go","0"
"pit-trial","77","1169307","0.0-18.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","15","1","1","win","go","1"
"pit-trial","78","1174162","0.0-19.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","16","0","4","lose","no-go","0"
"pit-trial","79","1179016","0.0-20.0","battery-v0.2","","","-1","","","&#9730;","elianto","#3366ff99"," ","-1","0","+10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","17","1","1","win","go","1"
"pit-trial","80","1183870","0.0-21.0","battery-v0.2","","","-1","","","&#9752;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","18","3","3","lose","go","0"
"pit-trial","81","1188724","0.0-22.0","battery-v0.2","","","-1","","","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","19","0","4","lose","no-go","0"
"pit-trial","82","1193578","0.0-23.0","battery-v0.2","","","-1","","","&#9733;","elianto","#3366ff99","-1","-1","1","0","[]","0","1","","","","","999&age=16&gender=f&participant_ID=888","20","2","2","win","no-go","1"
"pit-instructions","83","1207722","0.0-24.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6531.999999999767},{""page_index"":1,""viewing_time"":7609}]","14141.999999999767","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","84","1212580","0.0-25.0","battery-v0.2","","","-1","","","n","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","21","1","2","win","no-go","1"
"pit-trial","85","1217436","0.0-26.0","battery-v0.2","","","-1","","","x","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","22","3","3","lose","go","0"
"pit-trial","86","1222290","0.0-27.0","battery-v0.2","","","-1","","","q","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","23","0","2","win","no-go","0"
"pit-trial","87","1227145","0.0-28.0","battery-v0.2","","","-1","","","f","elianto","#3366ff99"," ","-1","0","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","24","2","1","win","go","0"
"pit-trial","88","1232002","0.0-29.0","battery-v0.2","","","-1","","","q","elianto","#3366ff99","-1","-1","1","0","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","25","0","2","win","no-go","1"
"pit-trial","89","1236860","0.0-30.0","battery-v0.2","","","-1","","","n","elianto","#3366ff99","-1","-1","1","+10","[]","0","2","","","","","999&age=16&gender=f&participant_ID=888","26","1","2","win","no-go","0"
