"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pit-trial","18","118858","0.0-2.0-5.0-3.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","19","123713","0.0-2.0-5.0-4.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","20","127018","0.0-2.0-5.1-0.1","battery-v0.2","","","448.3999999985099","&#9776;","elianto","#3366ff99","32","32","1","+10","1300","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","21","131879","0.0-2.0-5.1-1.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","22","136084","0.0-2.0-5.1-2.1","battery-v0.2","","","1347.0999999996275","&#9776;","elianto","#3366ff99","32","32","1","+10","2197.0999999996275","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","23","140941","0.0-2.0-5.1-3.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","3983.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","24","143800","0.0-2.0-5.1-4.1","battery-v0.2","","","4.600000001490116","&#9776;","elianto","#3366ff99","32","32","1","+10","855.2000000011176,1427.5999999996275","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","25","147380","0.0-2.0-5.2-0.2","battery-v0.2","","","722","&#9776;","elianto","#3366ff99","32","32","1","+10","1574","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","26","150467","0.0-2.0-5.2-1.2","battery-v0.2","","","232.40000000037253","&#9776;","elianto","#3366ff99","32","32","1","+10","1083.4000000003725","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","27","153471","0.0-2.0-5.2-2.2","battery-v0.2","","","146.80000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","997.2000000011176","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","28","156495","0.0-2.0-5.2-3.2","battery-v0.2","","","170","&#9776;","elianto","#3366ff99","32","32","1","0","1021.4000000003725","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","29","159535","0.0-2.0-5.2-4.2","battery-v0.2","","","182.90000000037253","&#9776;","elianto","#3366ff99","32","32","1","+10","1033.699999999255","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","30","159539","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","31","180492","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7767.5999999996275},{""page_index"":1,""viewing_time"":3984.5},{""page_index"":2,""viewing_time"":6062.200000001118},{""page_index"":3,""viewing_time"":3136.5999999996275}]","20951.800000000745","","","","","","","","","","","","","",""
"pit-trial","32","185320","0.0-2.0-8.0-0.0","battery-v0.2","","","1968.2999999988824","&#9761;","elianto","#3366ff99","-1","32","0","0","2819.699999999255,3030.5999999996275","2","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","33","188433","0.0-2.0-8.0-1.0","battery-v0.2","","","254.30000000074506","&#9761;","elianto","#3366ff99","-1","32","0","0","1104.4000000003725","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","34","191623","0.0-2.0-8.0-2.0","battery-v0.2","","","336.30000000074506","&#9761;","elianto","#3366ff99","-1","32","0","0","1186.7000000011176","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","35","194892","0.0-2.0-8.0-3.0","battery-v0.2","","","415","&#9761;","elianto","#3366ff99","-1","32","0","0","1265.4000000003725","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","36","198208","0.0-2.0-8.0-4.0","battery-v0.2","","","458.90000000037253","&#9761;","elianto","#3366ff99","-1","32","0","+10","181.2000000011176,782.8000000007451,1308.9000000003725,2336.0999999996275","4","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","37","201407","0.0-2.0-8.1-0.1","battery-v0.2","","","341.59999999962747","&#9761;","elianto","#3366ff99","-1","32","0","0","1192.5","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","38","204513","0.0-2.0-8.1-1.1","battery-v0.2","","","246.89999999850988","&#9761;","elianto","#3366ff99","-1","32","0","0","1097","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","39","207552","0.0-2.0-8.1-2.1","battery-v0.2","","","183.19999999925494","&#9761;","elianto","#3366ff99","-1","32","0","0","1033.2999999988824","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","40","210624","0.0-2.0-8.1-3.1","battery-v0.2","","","217.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1068","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","41","213966","0.0-2.0-8.1-4.1","battery-v0.2","","","482.5","&#9761;","elianto","#3366ff99","-1","32","0","+10","812.8000000007451,1334.9000000003725,2911.0999999996275","3","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","42","217116","0.0-2.0-8.2-0.2","battery-v0.2","","","289.09999999962747","&#9761;","elianto","#3366ff99","-1","32","0","0","1140.199999999255","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","43","220128","0.0-2.0-8.2-1.2","battery-v0.2","","","152.09999999962747","&#9761;","elianto","#3366ff99","-1","32","0","0","1002.4000000003725","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","44","223076","0.0-2.0-8.2-2.2","battery-v0.2","","","93.19999999925494","&#9761;","elianto","#3366ff99","-1","32","0","0","943.4000000003725","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","45","226050","0.0-2.0-8.2-3.2","battery-v0.2","","","114.90000000037253","&#9761;","elianto","#3366ff99","-1","32","0","0","965.4000000003725","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","46","230912","0.0-2.0-8.2-4.2","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","47","235777","0.0-2.0-8.3-0.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","48","240636","0.0-2.0-8.3-1.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","49","245490","0.0-2.0-8.3-2.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","50","250350","0.0-2.0-8.3-3.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","51","255210","0.0-2.0-8.3-4.3","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","52","255213","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","53","274093","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":13082.700000001118},{""page_index"":1,""viewing_time"":5795.5999999996275}]","18879.10000000149","","","","","","","","","","","","","",""
"pit-trial","54","278481","0.0-2.0-11.0-0.0","battery-v0.2","","","1530.0999999996275","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2380.2999999988824","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","55","281748","0.0-2.0-11.0-1.0","battery-v0.2","","","412.69999999925494","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1264.5","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","56","284865","0.0-2.0-11.0-2.0","battery-v0.2","","","262.2999999988824","&#9826;","elianto","#f73b6a7A","-1","32","0","0","1113","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","57","288072","0.0-2.0-11.0-3.0","battery-v0.2","","","352.2000000011176","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1202.4000000003725","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
