"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pit-trial","14","56897","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","15","62404","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","16","67915","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","17","73425","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","18","78929","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","14","3&age=14&participant_ID=5&order=1","5",""
"call-function","19","78930","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","20","91805","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6958.199999988079},{""page_index"":1,""viewing_time"":1833.1000000238419},{""page_index"":2,""viewing_time"":849.5},{""page_index"":3,""viewing_time"":2500.5},{""page_index"":4,""viewing_time"":733.1999999880791}]","12875","","","","","","","","","","","","","","",""
"pit-trial","21","97312","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","22","102817","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","23","108325","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","24","113830","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","25","119333","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","14","3&age=14&participant_ID=5&order=1","5",""
"call-function","26","119334","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","27","197815","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7518.599999964237},{""page_index"":1,""viewing_time"":64715},{""page_index"":2,""viewing_time"":6250}]","78484.09999996424","","","","","","","","","","","","","","",""
"pit-trial","28","203324","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","29","207091","0.0-1.0-10.0-1.0","battery-v0.2","","261.39999997615814","&#9789;","elianto","#f73b6a7A","32","32","1","0","1762.5","1","0","4","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","30","211357","0.0-1.0-10.0-2.0","battery-v0.2","","758.0999999642372","&#9789;","elianto","#f73b6a7A","32","32","1","0","2258.699999988079","1","0","4","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","31","215189","0.0-1.0-10.0-3.0","battery-v0.2","","326.80000001192093","&#9789;","elianto","#f73b6a7A","32","32","1","0","1828.800000011921","1","0","4","14","3&age=14&participant_ID=5&order=1","5",""
"pit-trial","32","218979","0.0-1.0-10.0-4.0","battery-v0.2","","284.9000000357628","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1787.9000000357628","1","0","4","14","3&age=14&participant_ID=5&order=1","5",""
"call-function","33","218980","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
