"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","14","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","3886","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1642.8999999985099},{""page_index"":1,""viewing_time"":165.10000000149012},{""page_index"":2,""viewing_time"":146.10000000149012},{""page_index"":3,""viewing_time"":179.59999999776483},{""page_index"":4,""viewing_time"":165},{""page_index"":5,""viewing_time"":178.60000000149012},{""page_index"":6,""viewing_time"":163.30000000074506},{""page_index"":7,""viewing_time"":178.5},{""page_index"":8,""viewing_time"":325.29999999701977},{""page_index"":9,""viewing_time"":179.60000000149012},{""page_index"":10,""viewing_time"":178.30000000074506},{""page_index"":11,""viewing_time"":364.0999999977648}]","3868.199999999255","","","","","","","","","","","","","",""
"pit-trial","2","6665","0.0-1.0-1.0-0.0","battery-v0.2","","272.5999999977648","&#9776;","elianto","#3366ff99","32","32","1","+10","772.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","3","9429","0.0-1.0-1.0-1.0","battery-v0.2","","254.30000000074506","&#9776;","elianto","#3366ff99","32","32","1","+10","754.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","12486","0.0-1.0-1.0-2.0","battery-v0.2","","550.1999999992549","&#9776;","elianto","#3366ff99","32","32","1","+10","1050.2999999970198","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","15336","0.0-1.0-1.0-3.0","battery-v0.2","","338.69999999925494","&#9776;","elianto","#3366ff99","32","32","1","0","840.8000000007451","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","17918","0.0-1.0-1.0-4.0","battery-v0.2","","75.5","&#9776;","elianto","#3366ff99","32","32","1","+10","575.7000000029802","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","7","17923","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","20046","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1170.199999999255},{""page_index"":1,""viewing_time"":196.5},{""page_index"":2,""viewing_time"":192.60000000149012},{""page_index"":3,""viewing_time"":210.30000000074506},{""page_index"":4,""viewing_time"":177},{""page_index"":5,""viewing_time"":175}]","2121.800000000745","","","","","","","","","","","","","",""
"pit-trial","9","22759","0.0-1.0-4.0-0.0","battery-v0.2","","205.69999999925494","&#9761;","elianto","#3366ff99","-1","32","0","0","706","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","10","25962","0.0-1.0-4.0-1.0","battery-v0.2","","698.1999999992549","&#9761;","elianto","#3366ff99","-1","32","0","0","1198.699999999255","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","28894","0.0-1.0-4.0-2.0","battery-v0.2","","421.30000000074506","&#9761;","elianto","#3366ff99","-1","32","0","0","923.5","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","12","31989","0.0-1.0-4.0-3.0","battery-v0.2","","590.3000000007451","&#9761;","elianto","#3366ff99","-1","32","0","0","1091.4000000022352","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","13","36499","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","14","41007","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","15","45515","0.0-1.0-4.1-1.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","16","50020","0.0-1.0-4.1-2.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","17","54526","0.0-1.0-4.1-3.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","18","59036","0.0-1.0-4.1-4.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","19","59038","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
