"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pit-trial","17","56047","0.0-1.0-4.1-3.1","battery-v0.2","","734","&#9761;","elianto","#3366ff99","-1","32","0","0","1235.5","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","18","60554","0.0-1.0-4.1-4.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","19","64747","0.0-1.0-4.2-0.2","battery-v0.2","","1686.1000000238419","&#9761;","elianto","#3366ff99","-1","32","0","0","2187.2000000476837","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","20","68414","0.0-1.0-4.2-1.2","battery-v0.2","","1160.699999988079","&#9761;","elianto","#3366ff99","-1","32","0","0","1661.5999999642372","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","21","71775","0.0-1.0-4.2-2.2","battery-v0.2","","857.1000000238419","&#9761;","elianto","#3366ff99","-1","32","0","0","1358","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","22","75983","0.0-1.0-4.2-3.2","battery-v0.2","","1704.5999999642372","&#9761;","elianto","#3366ff99","-1","32","0","0","2205.399999976158","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","23","79380","0.0-1.0-4.2-4.2","battery-v0.2","","893.5999999642372","&#9761;","elianto","#3366ff99","-1","32","0","+10","1393.699999988079","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","24","82959","0.0-1.0-4.3-0.3","battery-v0.2","","1071.5","&#9761;","elianto","#3366ff99","-1","32","0","0","1573.5999999642372","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","25","86862","0.0-1.0-4.3-1.3","battery-v0.2","","1398.2999999523163","&#9761;","elianto","#3366ff99","-1","32","0","0","1898.5","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","26","91225","0.0-1.0-4.3-2.3","battery-v0.2","","1857.8999999761581","&#9761;","elianto","#3366ff99","-1","32","0","0","2359.899999976158","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","27","95737","0.0-1.0-4.3-3.3","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","2553.7000000476837","1","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","28","100249","0.0-1.0-4.3-4.3","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","29","104760","0.0-1.0-4.4-0.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","30","109266","0.0-1.0-4.4-1.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","31","113769","0.0-1.0-4.4-2.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","32","118275","0.0-1.0-4.4-3.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"pit-trial","33","122781","0.0-1.0-4.4-4.4","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","9999","3&age=9999&participant_ID=5&order=1","5",""
"call-function","34","122782","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
