"trial_type","trial_index","time_elapsed","internal_node_id","task_version","responses","num_errors","rt","view_history"
"pavlovia","0","14","0.0-0.0","battery-v0.2","","","",""
"pit-comprehension","1","4660","0.0-1.0-0.0-0.0","battery-v0.2","[""SPACE""]","0","4643.799999952316",""
"pit-instructions","2","17047","0.0-1.0-0.0-1.0","battery-v0.2","","","12382.599999904633","[{""page_index"":0,""viewing_time"":12382.199999809265}]"
