"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId"
"pit-trial","13","72585","0.0-2.0-1.9-0.9","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","14","75611","0.0-2.0-1.9-1.9-0.9","battery-v0.2","","[{""page_index"":0,""viewing_time"":2674.899999976158},{""page_index"":1,""viewing_time"":347.89999997615814}]","3023.2999999523163","","","","","","","","","","","","",""
"pit-trial","15","80467","0.0-2.0-1.10-0.10","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","16","85327","0.0-2.0-1.11-0.11","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","17","90185","0.0-2.0-1.12-0.12","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","18","95045","0.0-2.0-1.13-0.13","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","19","99907","0.0-2.0-1.14-0.14","battery-v0.2","","","-1","&#9784;","elianto","#FFFFF080","32","-1","0","0","","0","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-instructions","20","114081","0.0-2.0-1.14-1.14-0.14","battery-v0.2","","[{""page_index"":0,""viewing_time"":13682.300000011921},{""page_index"":1,""viewing_time"":488.5999999642372}]","14171.399999976158","","","","","","","","","","","","",""
"pit-trial","21","117346","0.0-2.0-1.15-0.15","battery-v0.2","","","406.5","&#9784;","elianto","#FFFFF080","32","32","1","+10","1256.8999999761581","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","22","120698","0.0-2.0-1.16-0.16","battery-v0.2","","","494.19999998807907","&#9784;","elianto","#FFFFF080","32","32","1","+10","1344.5","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","23","123888","0.0-2.0-1.17-0.17","battery-v0.2","","","333.69999998807907","&#9784;","elianto","#FFFFF080","32","32","1","+10","1185.199999988079","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
