"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pit-trial","32","172515","0.0-1.0-1.6-0.6","battery-v0.2","","243.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1744.2000000029802","1","0","1","","","",""
"pit-trial","33","175024","0.0-1.0-1.6-1.6","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","","","",""
"pit-trial","34","177146","0.0-1.0-1.6-2.6","battery-v0.2","","117.29999999701977","&#9776;","elianto","#3366ff99","32","32","1","+10","1617.6999999955297","1","0","1","","","",""
"pit-trial","35","179319","0.0-1.0-1.6-3.6","battery-v0.2","","165","&#9776;","elianto","#3366ff99","32","32","1","0","1665.2000000029802","1","0","1","","","",""
"pit-trial","36","181463","0.0-1.0-1.6-4.6","battery-v0.2","","140.10000000149012","&#9776;","elianto","#3366ff99","32","32","1","+10","1640.6000000014901","1","0","1","","","",""
"call-function","37","181466","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","38","286720","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":92316.5},{""page_index"":1,""viewing_time"":180.30000000447035},{""page_index"":2,""viewing_time"":6341.5999999940395},{""page_index"":3,""viewing_time"":2667.10000000149},{""page_index"":4,""viewing_time"":2761.5},{""page_index"":5,""viewing_time"":986.1000000014901}]","105253.5","","","","","","","","","","","","","","",""
"pit-trial","39","288965","0.0-1.0-4.0-0.0","battery-v0.2","","239.5","&#9776;","elianto","#3366ff99","-1","32","0","0","1740.0999999940395","1","0","2","","","",""
"pit-trial","40","291196","0.0-1.0-4.0-1.0","battery-v0.2","","224.89999999850988","&#9776;","elianto","#3366ff99","-1","32","0","0","1725.2999999970198","1","0","2","","","",""
"pit-trial","41","293428","0.0-1.0-4.0-2.0","battery-v0.2","","226","&#9776;","elianto","#3366ff99","-1","32","0","0","1727.5","1","0","2","","","",""
"pit-trial","42","295941","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","43","298453","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"pit-trial","44","300963","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","45","303476","0.0-1.0-4.1-1.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","46","305986","0.0-1.0-4.1-2.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","47","308496","0.0-1.0-4.1-3.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","48","311010","0.0-1.0-4.1-4.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","49","311013","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","50","390882","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":48240},{""page_index"":1,""viewing_time"":1255.2000000029802},{""page_index"":2,""viewing_time"":1773.1999999955297},{""page_index"":1,""viewing_time"":5976.60000000149},{""page_index"":2,""viewing_time"":15364.10000000149},{""page_index"":3,""viewing_time"":2917.5},{""page_index"":4,""viewing_time"":4341.79999999702}]","79869.20000000298","","","","","","","","","","","","","","",""
"pit-trial","51","393073","0.0-1.0-7.0-0.0","battery-v0.2","","187.59999999403954","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1687.8999999985099","1","0","3","","","",""
"pit-trial","52","395588","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","53","398099","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","54","400380","0.0-1.0-7.0-3.0","battery-v0.2","","275.70000000298023","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1776.6000000014901","1","0","3","","","",""
"pit-trial","55","402587","0.0-1.0-7.0-4.0","battery-v0.2","","200.80000000447035","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1701.3000000044703","1","0","3","","","",""
"pit-trial","56","405098","0.0-1.0-7.1-0.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","57","407612","0.0-1.0-7.1-1.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","58","410119","0.0-1.0-7.1-2.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","59","412625","0.0-1.0-7.1-3.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","60","415139","0.0-1.0-7.1-4.1","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","61","415142","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","62","477366","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":57538.5},{""page_index"":1,""viewing_time"":4684.79999999702}]","62224.10000000149","","","","","","","","","","","","","","",""
"pit-trial","63","479879","0.0-1.0-10.0-0.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","2275.10000000149","1","0","4","","","",""
"pit-trial","64","482098","0.0-1.0-10.0-1.0","battery-v0.2","","208.79999999701977","&#9789;","elianto","#f73b6a7A","32","32","1","0","1709.3999999985099","1","0","4","","","",""
"pit-trial","65","484326","0.0-1.0-10.0-2.0","battery-v0.2","","216.80000000447035","&#9789;","elianto","#f73b6a7A","32","32","1","0","1719.5","1","0","4","","","",""
"pit-trial","66","486568","0.0-1.0-10.0-3.0","battery-v0.2","","237","&#9789;","elianto","#f73b6a7A","32","32","1","0","1737.7000000029802","1","0","4","","","",""
"pit-trial","67","489081","0.0-1.0-10.0-4.0","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","","","",""
"pit-trial","68","491256","0.0-1.0-10.1-0.1","battery-v0.2","","163.29999999701977","&#9789;","elianto","#f73b6a7A","32","32","1","0","1665.8000000044703","1","0","4","","","",""
"pit-trial","69","493479","0.0-1.0-10.1-1.1","battery-v0.2","","214.90000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","0","1715.1000000014901","1","0","4","","","",""
"pit-trial","70","495693","0.0-1.0-10.1-2.1","battery-v0.2","","203.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1705.8999999985099","1","0","4","","","",""
"pit-trial","71","498206","0.0-1.0-10.1-3.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","",""
"pit-trial","72","500716","0.0-1.0-10.1-4.1","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","","","",""
"pit-trial","73","502896","0.0-1.0-10.2-0.2","battery-v0.2","","170.69999999552965","&#9789;","elianto","#f73b6a7A","32","32","1","0","1671.2999999970198","1","0","4","","","",""
"pit-trial","74","505014","0.0-1.0-10.2-1.2","battery-v0.2","","112.39999999850988","&#9789;","elianto","#f73b6a7A","32","32","1","0","1613.8999999985099","1","0","4","","","",""
"pit-trial","75","507254","0.0-1.0-10.2-2.2","battery-v0.2","","233.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1734.6999999955297","1","0","4","","","",""
"pit-trial","76","509500","0.0-1.0-10.2-3.2","battery-v0.2","","238.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1738.7999999970198","1","0","4","","","",""
"pit-trial","77","512011","0.0-1.0-10.2-4.2","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","","","",""
"pit-trial","78","514523","0.0-1.0-10.3-0.3","battery-v0.2","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","1473","1","0","4","","","",""
"pit-trial","79","516674","0.0-1.0-10.3-1.3","battery-v0.2","","140.79999999701977","&#9789;","elianto","#f73b6a7A","32","32","1","0","1642.7999999970198","1","0","4","","","",""
"pit-trial","80","518744","0.0-1.0-10.3-2.3","battery-v0.2","","60.399999998509884","&#9789;","elianto","#f73b6a7A","32","32","1","0","1561.3999999985099","1","0","4","","","",""
"pit-trial","81","520923","0.0-1.0-10.3-3.3","battery-v0.2","","175.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1675.8999999985099","1","0","4","","","",""
"pit-trial","82","523126","0.0-1.0-10.3-4.3","battery-v0.2","","199.40000000596046","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1699.8000000044703","1","0","4","","","",""
"call-function","83","523129","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","84","559160","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2902},{""page_index"":1,""viewing_time"":3767},{""page_index"":2,""viewing_time"":2560.2000000029802},{""page_index"":3,""viewing_time"":7685.29999999702},{""page_index"":4,""viewing_time"":3434.2000000029802},{""page_index"":5,""viewing_time"":6458.70000000298},{""page_index"":6,""viewing_time"":9222.29999999702}]","36030.60000000149","","","","","","","","","","","","","","",""
"pit-comprehension","85","739514","0.0-1.0-13.0","battery-v0.2","","180349.20000000298","","","","","","","","","","","","","Press SPACE,10,10,True,False, sometimes you will not get all the points even if you took the right action,True","2","1"
"instructions","86","743601","0.0-1.0-14.0-0.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4079.8000000044703}]","4080.5","","","","","","","","","","","","","","",""
