"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pit-trial","15","52065","0.0-1.0-7.1-0.1","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","16","56077","0.0-1.0-7.2-0.2","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","17","60086","0.0-1.0-7.3-0.3","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"call-function","18","60092","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","19","62056","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1775.549999991199},{""page_index"":1,""viewing_time"":186.62000000767875}]","1962.69499999471","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","65019","0.0-1.0-10.0-0.0","battery-v0.2","","247.34499999613035","4","elianto","#f73b6a7A","32","32","1","-1","1748.6300000018673","1","0","4","","","","","","","","","",""
"pit-trial","21","68079","0.0-1.0-10.1-0.1","battery-v0.2","","345.4749999946216","4","elianto","#f73b6a7A","32","32","1","-1","1845.804999989923","1","0","4","","","","","","","","","",""
"pit-trial","22","71056","0.0-1.0-10.2-0.2","battery-v0.2","","266.78499999979977","4","elianto","#f73b6a7A","32","32","1","-1","1767.310000010184","1","0","4","","","","","","","","","",""
"pit-trial","23","74037","0.0-1.0-10.3-0.3","battery-v0.2","","267.8699999960372","4","elianto","#f73b6a7A","32","32","1","-1","1768.8650000054622","1","0","4","","","","","","","","","",""
"call-function","24","74042","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","25","78403","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1947.534999999334},{""page_index"":1,""viewing_time"":597.2049999982119},{""page_index"":2,""viewing_time"":507.83500001125503},{""page_index"":3,""viewing_time"":403.35499998764135},{""page_index"":4,""viewing_time"":460.81499999854714},{""page_index"":5,""viewing_time"":442.2950000007404}]","4359.574999994948","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","26","85595","0.0-1.0-13.0","battery-v0.2","","7179.489999994985","","","","","","","","","","","","","Press SPACE,+10,-1,True,True","0","","","","","","",""
"pit-instructions","27","87246","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":912.1099999902071},{""page_index"":1,""viewing_time"":724.9400000000605}]","1637.8100000001723","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","28","90231","0.0-3.0","battery-v0.2","","271.00500000233296","P","bacs1","#f73b6a7A","-1","32","0","-10","1773.6199999926612","1","1","","","","","3","1","2","4","lose","no-go","0"
"pit-trial","29","93186","0.0-4.0","battery-v0.2","","244.8350000049686","H","bacs1","#f73b6a7A","32","32","1","-1","1745.3200000018114","1","1","","","","","3","2","1","3","lose","go","0"
"pit-trial","30","96191","0.0-5.0","battery-v0.2","","290.59000000415836","Y","bacs1","#3366ff99","-1","32","0","+1","1791.0000000119908","1","1","","","","","3","3","0","2","win","no-go","0"
"pit-trial","31","100207","0.0-6.0","battery-v0.2","","-1","M","bacs1","#3366ff99","32","-1","0","+10","","0","1","","","","","3","4","3","1","win","go","1"
"pit-trial","32","104222","0.0-7.0","battery-v0.2","","-1","M","bacs1","#3366ff99","32","-1","0","+1","","0","1","","","","","3","5","3","1","win","go","0"
"pit-trial","33","108234","0.0-8.0","battery-v0.2","","-1","H","bacs1","#f73b6a7A","32","-1","0","-1","","0","1","","","","","3","6","1","3","lose","go","1"
"pit-trial","34","112250","0.0-9.0","battery-v0.2","","-1","P","bacs1","#f73b6a7A","-1","-1","1","-10","","0","1","","","","","3","7","2","4","lose","no-go","1"
"pit-trial","35","116260","0.0-10.0","battery-v0.2","","-1","Y","bacs1","#3366ff99","-1","-1","1","+1","","0","1","","","","","3","8","0","2","win","no-go","1"
"pit-trial","36","120273","0.0-11.0","battery-v0.2","","-1","Y","bacs1","#3366ff99","-1","-1","1","+1","","0","1","","","","","3","9","0","2","win","no-go","1"
"pit-trial","37","124287","0.0-12.0","battery-v0.2","","-1","P","bacs1","#f73b6a7A","-1","-1","1","-1","","0","1","","","","","3","10","2","4","lose","no-go","0"
"pit-instructions","38","149953","0.0-13.0","battery-v0.2","[{""page_index"":0,""viewing_time"":25046.22499999823},{""page_index"":1,""viewing_time"":611.7450000019744}]","25658.500000005006","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","39","152880","0.0-14.0","battery-v0.2","","214.8449999949662","H","bacs1","#f73b6a7A","32","32","1","-10","1715.7699999952456","1","1","","","","","3","11","1","3","lose","go","1"
"pit-trial","40","155753","0.0-15.0","battery-v0.2","","162.2849999985192","M","bacs1","#3366ff99","32","32","1","+10","1664.214999997057","1","1","","","","","3","12","3","1","win","go","0"
"pit-trial","41","158504","0.0-16.0","battery-v0.2","","43.37499999382999","Y","bacs1","#3366ff99","-1","32","0","+1","1543.9150000020163","1","1","","","","","3","13","0","2","win","no-go","0"
"pit-trial","42","161510","0.0-17.0","battery-v0.2","","297.49500000616536","P","bacs1","#f73b6a7A","-1","32","0","-10","1470.1499999937369,1797.9149999882793","2","1","","","","","3","14","2","4","lose","no-go","0"
"pit-trial","43","164472","0.0-18.0","battery-v0.2","","250.3549999964889","H","bacs1","#f73b6a7A","32","32","1","-1","1752.9950000025565","1","1","","","","","3","15","1","3","lose","go","0"
"pit-trial","44","167571","0.0-19.0","battery-v0.2","","388.47000000532717","M","bacs1","#3366ff99","32","32","1","+1","1889.40499999444","1","1","","","","","3","16","3","1","win","go","1"
"pit-trial","45","170556","0.0-20.0","battery-v0.2","","277.44499999971595","Y","bacs1","#3366ff99","-1","32","0","+10","1778.1600000016624","1","1","","","","","3","17","0","2","win","no-go","1"
"pit-trial","46","173714","0.0-21.0","battery-v0.2","","447.86000000021886","H","bacs1","#f73b6a7A","32","32","1","-1","1949.140000011539","1","1","","","","","3","18","1","3","lose","go","0"
"pit-trial","47","177112","0.0-22.0","battery-v0.2","","689.7699999972247","P","bacs1","#f73b6a7A","-1","32","0","-10","2191.865000000689","1","1","","","","","3","19","2","4","lose","no-go","0"
"pit-trial","48","180062","0.0-23.0","battery-v0.2","","239.3900000024587","M","bacs1","#3366ff99","32","32","1","+10","1739.659999992","1","1","","","","","3","20","3","1","win","go","0"
"pit-instructions","49","181991","0.0-24.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1923.5200000111945}]","1923.9550000056624","","","","","","","","","","","","","","","","","","","","",""
