"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","23","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","4837","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1827.2999999523163},{""page_index"":1,""viewing_time"":183.20000004768372},{""page_index"":2,""viewing_time"":183.20000004768372},{""page_index"":3,""viewing_time"":184.5},{""page_index"":4,""viewing_time"":165.79999995231628},{""page_index"":5,""viewing_time"":183.29999995231628},{""page_index"":6,""viewing_time"":166.79999995231628},{""page_index"":7,""viewing_time"":166.10000014305115},{""page_index"":8,""viewing_time"":150.09999990463257},{""page_index"":9,""viewing_time"":186.5},{""page_index"":10,""viewing_time"":164.59999990463257},{""page_index"":11,""viewing_time"":166.70000004768372},{""page_index"":12,""viewing_time"":200.40000009536743},{""page_index"":13,""viewing_time"":183},{""page_index"":14,""viewing_time"":166.70000004768372},{""page_index"":15,""viewing_time"":166.5},{""page_index"":16,""viewing_time"":183.59999990463257},{""page_index"":17,""viewing_time"":183.09999990463257}]","4812.299999952316","","","","","","","","","","","","","",""
"pit-trial","2","7975","0.0-1.0-1.0-0.0","battery-v0.2","","285.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","1136.5","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","3","11205","0.0-1.0-1.0-1.0","battery-v0.2","","376.7000000476837","&#9776;","elianto","#3366ff99","32","32","1","+10","1227","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","4","14492","0.0-1.0-1.0-2.0","battery-v0.2","","431.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","1281.5999999046326","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","5","17742","0.0-1.0-1.0-3.0","battery-v0.2","","396","&#9776;","elianto","#3366ff99","32","32","1","0","1246.1999998092651","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","6","20858","0.0-1.0-1.0-4.0","battery-v0.2","","259.90000009536743","&#9776;","elianto","#3366ff99","32","32","1","+10","1112","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"call-function","7","20859","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","22857","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1480.4000000953674},{""page_index"":1,""viewing_time"":167},{""page_index"":2,""viewing_time"":166.70000004768372},{""page_index"":3,""viewing_time"":183.39999985694885}]","1997.9000000953674","","","","","","","","","","","","","",""
"pit-trial","9","27715","0.0-1.0-4.0-0.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","10","32567","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","11","37424","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","12","42279","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","13","47137","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"call-function","14","47139","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","15","75921","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":13344.600000143051},{""page_index"":1,""viewing_time"":5718.399999856949},{""page_index"":0,""viewing_time"":8202.700000047684},{""page_index"":1,""viewing_time"":1516.9000000953674}]","28782.900000095367","","","","","","","","","","","","","",""
"pit-trial","16","80243","0.0-1.0-7.0-0.0","battery-v0.2","","1468.1000001430511","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2318.5999999046326","1","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","17","83497","0.0-1.0-7.0-1.0","battery-v0.2","","397.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1248.2000000476837","1","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","18","86612","0.0-1.0-7.0-2.0","battery-v0.2","","258","&#9826;","elianto","#f73b6a7A","-1","32","0","0","749.7999999523163,1110,1502.5","3","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","19","89871","0.0-1.0-7.0-3.0","battery-v0.2","","406.40000009536743","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1257.7999999523163","1","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","20","93182","0.0-1.0-7.0-4.0","battery-v0.2","","454","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1305.4000000953674","1","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","21","96667","0.0-1.0-7.1-0.1","battery-v0.2","","628.2000000476837","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1480.5999999046326","1","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","22","100100","0.0-1.0-7.1-1.1","battery-v0.2","","575.5","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1427.8999998569489,2057.7000000476837","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","23","103439","0.0-1.0-7.1-2.1","battery-v0.2","","486.5","&#9826;","elianto","#f73b6a7A","-1","32","0","0","785.0999999046326,1336.8999998569489,2574.399999856949","3","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","24","108189","0.0-1.0-7.1-3.1","battery-v0.2","","1893.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2744.5,3328.7000000476837","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","25","111493","0.0-1.0-7.1-4.1","battery-v0.2","","452","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","232.5,761.5999999046326,1301.8999998569489,2798","4","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","26","114421","0.0-1.0-7.2-0.2","battery-v0.2","","70.70000004768372","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","921,1518.2000000476837","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","27","117661","0.0-1.0-7.2-1.2","battery-v0.2","","381.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1233.9000000953674,1953.7999999523163","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","28","121610","0.0-1.0-7.2-2.2","battery-v0.2","","1094.0999999046326","&#9826;","elianto","#f73b6a7A","-1","32","0","0","1944.2999999523163,2820.2999999523163","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","29","125250","0.0-1.0-7.2-3.2","battery-v0.2","","788.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1638.2999999523163,2168.5","2","0","3","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
