"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","97","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3911","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","56130","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2672.800000011921},{""page_index"":1,""viewing_time"":4719.5},{""page_index"":2,""viewing_time"":3247.699999988079},{""page_index"":3,""viewing_time"":1368},{""page_index"":4,""viewing_time"":1457.1000000089407},{""page_index"":3,""viewing_time"":2806.5},{""page_index"":4,""viewing_time"":2252.0999999940395},{""page_index"":5,""viewing_time"":1938.2000000029802},{""page_index"":6,""viewing_time"":2054.2000000029802},{""page_index"":7,""viewing_time"":2297.0999999940395},{""page_index"":8,""viewing_time"":5267},{""page_index"":9,""viewing_time"":1755.1000000089407},{""page_index"":10,""viewing_time"":4455.399999991059},{""page_index"":11,""viewing_time"":2610.2000000029802},{""page_index"":12,""viewing_time"":1806.0999999940395},{""page_index"":11,""viewing_time"":238.90000000596046},{""page_index"":10,""viewing_time"":808.7999999970198},{""page_index"":11,""viewing_time"":515.2000000029802},{""page_index"":12,""viewing_time"":4914},{""page_index"":13,""viewing_time"":3124.2999999970198},{""page_index"":14,""viewing_time"":1900}]","52209.60000000894","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","3","59556","0.0-2.0-1.0-0.0","battery-v0.2","","","554.2000000029802","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1407.5999999940395","1","0","0","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","4","63029","0.0-2.0-1.1-0.1","battery-v0.2","","","603.6000000089407","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1461.2999999970198","1","0","0","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","5","66413","0.0-2.0-1.2-0.2","battery-v0.2","","","510.80000001192093","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1371.2999999970198","1","0","0","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","6","69752","0.0-2.0-1.3-0.3","battery-v0.2","","","476.40000000596046","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1327.2999999970198","1","0","0","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","7","73004","0.0-2.0-1.4-0.4","battery-v0.2","","","382.1000000089407","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1241.2000000029802","1","0","0","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-instructions","8","80740","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2200.5},{""page_index"":1,""viewing_time"":1447.6000000089407},{""page_index"":2,""viewing_time"":2690.8999999910593},{""page_index"":3,""viewing_time"":1386.2999999970198}]","7726.29999999702","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","85602","0.0-2.0-3.0-0.0","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","10","90476","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","11","95345","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","12","100217","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","13","105089","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-instructions","14","142517","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3002.199999988079},{""page_index"":1,""viewing_time"":2414.800000011921},{""page_index"":2,""viewing_time"":1627.699999988079},{""page_index"":3,""viewing_time"":3094.9000000059605},{""page_index"":4,""viewing_time"":1505.4000000059605},{""page_index"":5,""viewing_time"":1741},{""page_index"":6,""viewing_time"":1880.5},{""page_index"":7,""viewing_time"":3057.0999999940395},{""page_index"":8,""viewing_time"":1964},{""page_index"":9,""viewing_time"":1420.0999999940395},{""page_index"":10,""viewing_time"":1150.6000000089407},{""page_index"":11,""viewing_time"":933.7999999970198},{""page_index"":12,""viewing_time"":2324.5999999940395},{""page_index"":13,""viewing_time"":1971.5},{""page_index"":14,""viewing_time"":1979.1000000089407},{""page_index"":15,""viewing_time"":1728.5999999940395},{""page_index"":16,""viewing_time"":3678.2000000029802},{""page_index"":17,""viewing_time"":1944.0999999940395}]","37419.09999999404","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","146004","0.0-2.0-5.0-0.0","battery-v0.2","","","607.3000000119209","&#9776;","elianto","#3366ff99","32","32","1","+10","1464.0999999940395","1","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","16","149430","0.0-2.0-5.0-1.0","battery-v0.2","","","551.5999999940395","&#9776;","elianto","#3366ff99","32","32","1","+10","1406.7000000029802","1","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","17","152816","0.0-2.0-5.0-2.0","battery-v0.2","","","514.6999999880791","&#9776;","elianto","#3366ff99","32","32","1","+10","1367.2000000029802","1","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","18","156288","0.0-2.0-5.0-3.0","battery-v0.2","","","607.5","&#9776;","elianto","#3366ff99","32","32","1","0","1460.0999999940395","1","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","19","159683","0.0-2.0-5.0-4.0","battery-v0.2","","","517.2000000029802","&#9776;","elianto","#3366ff99","32","32","1","+10","1376.7000000029802","1","0","1","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","20","159687","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","216437","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":39414.5},{""page_index"":1,""viewing_time"":1485.2000000029802},{""page_index"":2,""viewing_time"":2561.6000000089407},{""page_index"":3,""viewing_time"":5555.5999999940395},{""page_index"":4,""viewing_time"":2292.5},{""page_index"":5,""viewing_time"":5436.29999999702}]","56747","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","22","221303","0.0-2.0-8.0-0.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","23","226173","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","24","231035","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","25","235907","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"pit-trial","26","240772","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","60fd9268c761e54a9b5cc483&order=&STUDY_ID=61f02a8661f82b834564f044","999","","","","","","","","","",""
"call-function","27","240779","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","",""
