"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","13","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","84962","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1349.9000000059605},{""page_index"":1,""viewing_time"":22888.69999998808},{""page_index"":2,""viewing_time"":32040.59999999404},{""page_index"":3,""viewing_time"":1503.2000000178814},{""page_index"":4,""viewing_time"":2711.0999999940395},{""page_index"":5,""viewing_time"":3044.699999988079},{""page_index"":6,""viewing_time"":7748.700000017881},{""page_index"":7,""viewing_time"":1690.5999999940395},{""page_index"":8,""viewing_time"":990.1999999880791},{""page_index"":7,""viewing_time"":796.7000000178814},{""page_index"":6,""viewing_time"":635},{""page_index"":7,""viewing_time"":207.59999999403954},{""page_index"":8,""viewing_time"":1822.5},{""page_index"":7,""viewing_time"":464.09999999403954},{""page_index"":8,""viewing_time"":1123.5},{""page_index"":9,""viewing_time"":1784},{""page_index"":10,""viewing_time"":2382.7000000178814},{""page_index"":11,""viewing_time"":1762}]","84947.5","","","","","","","","","","","",""
"pit-trial","2","90474","0.0-1.0-1.0-0.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","3","95984","0.0-1.0-1.0-1.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","4","101498","0.0-1.0-1.0-2.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","5","105141","0.0-1.0-1.0-3.0","battery-v0.2","","130.90000000596046","&#9776;","elianto","#3366ff99","32","32","1","0","447.10000002384186,1008.4000000059605,1632.7000000178814,2504.800000011921,3045.7000000178814","5","0","1",""
"pit-trial","6","110655","0.0-1.0-1.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","7","116167","0.0-1.0-1.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","8","121672","0.0-1.0-1.1-1.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","9","127183","0.0-1.0-1.1-2.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","10","132692","0.0-1.0-1.1-3.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1",""
"pit-trial","11","138207","0.0-1.0-1.1-4.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","12","143721","0.0-1.0-1.2-0.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","13","149232","0.0-1.0-1.2-1.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","14","154745","0.0-1.0-1.2-2.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1",""
"pit-trial","15","160255","0.0-1.0-1.2-3.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1",""
"pit-trial","16","165768","0.0-1.0-1.2-4.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","4268.4000000059605","1","0","1",""
