"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","430767","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3105.2000000476837},{""page_index"":1,""viewing_time"":3518.699999809265},{""page_index"":2,""viewing_time"":5985.5},{""page_index"":3,""viewing_time"":6018.200000047684},{""page_index"":4,""viewing_time"":4083},{""page_index"":5,""viewing_time"":6603.700000047684},{""page_index"":6,""viewing_time"":337659.7999999523},{""page_index"":7,""viewing_time"":2700.2999999523163},{""page_index"":8,""viewing_time"":4235.400000095367},{""page_index"":9,""viewing_time"":7552.099999904633},{""page_index"":10,""viewing_time"":3217},{""page_index"":11,""viewing_time"":1951.1000001430511},{""page_index"":12,""viewing_time"":8102},{""page_index"":13,""viewing_time"":7052.299999952316},{""page_index"":14,""viewing_time"":11570.400000095367},{""page_index"":15,""viewing_time"":3767.0999999046326},{""page_index"":16,""viewing_time"":7036},{""page_index"":17,""viewing_time"":6617.5}]","430775.5","","","","","","","","","","","","","",""
"pit-trial","2","433982","0.0-1.0-1.0-0.0","battery-v0.2","","358.2000000476837","&#9776;","elianto","#3366ff99","32","32","1","+10","1208.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","3","436905","0.0-1.0-1.0-1.0","battery-v0.2","","69.10000014305115","&#9776;","elianto","#3366ff99","32","32","1","+10","919.5","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","4","439782","0.0-1.0-1.0-2.0","battery-v0.2","","25.59999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","875.6999998092651","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","5","443035","0.0-1.0-1.0-3.0","battery-v0.2","","397.40000009536743","&#9776;","elianto","#3366ff99","32","32","1","0","822.4000000953674,1249.3000001907349","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","6","446183","0.0-1.0-1.0-4.0","battery-v0.2","","294.60000014305115","&#9776;","elianto","#3366ff99","32","32","1","+10","1145.7000000476837","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","7","446185","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","8","542629","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":13323.5},{""page_index"":1,""viewing_time"":38977.89999985695},{""page_index"":2,""viewing_time"":12937.200000047684},{""page_index"":3,""viewing_time"":30642},{""page_index"":4,""viewing_time"":566.9000000953674}]","96447.69999980927","","","","","","","","","","","","","",""
"pit-trial","9","545778","0.0-1.0-4.0-0.0","battery-v0.2","","292.2999999523163","&#9761;","elianto","#3366ff99","-1","32","0","0","1142.5","1","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","10","550634","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","11","555489","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","12","560344","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","13","565199","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","14","565200","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","15","760017","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":162713.5},{""page_index"":1,""viewing_time"":25273.89999985695},{""page_index"":0,""viewing_time"":849.7999999523163},{""page_index"":1,""viewing_time"":5985.100000143051}]","194822.59999990463","","","","","","","","","","","","","",""
"pit-trial","16","763204","0.0-1.0-7.0-0.0","battery-v0.2","","331.2999999523163","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1181.7000000476837","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","17","768063","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","18","772918","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","19","777774","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"pit-trial","20","782634","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999",""
"call-function","21","782635","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","",""
