"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pit-instructions","28","119799","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1281.6000000014901},{""page_index"":1,""viewing_time"":1475}]","2757.300000000745","","","","","","","","","","","","","","","",""
"pit-trial","29","124658","0.0-2.0-11.0-0.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","30","129518","0.0-2.0-11.0-1.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","31","134378","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","32","139238","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","33","144098","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","34","144101","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","35","159287","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9352.300000000745},{""page_index"":1,""viewing_time"":5833.199999999255}]","15186.10000000149","","","","","","","","","","","","","","","",""
"pit-trial","36","164147","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","37","169003","0.0-2.0-14.0-1.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","3888.5","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","38","172154","0.0-2.0-14.0-2.0","battery-v0.2","","","291.8999999985099","&#9789;","elianto","#f73b6a7A","32","32","1","0","1143.6000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","39","175247","0.0-2.0-14.0-3.0","battery-v0.2","","","232","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1084.9000000022352","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","40","178269","0.0-2.0-14.0-4.0","battery-v0.2","","","167.70000000298023","&#9789;","elianto","#f73b6a7A","32","32","1","0","1018.3000000007451","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","41","181293","0.0-2.0-14.1-0.1","battery-v0.2","","","166.90000000223517","&#9789;","elianto","#f73b6a7A","32","32","1","0","1019.7000000029802","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","42","184375","0.0-2.0-14.1-1.1","battery-v0.2","","","223.19999999925494","&#9789;","elianto","#f73b6a7A","32","32","1","0","1073.1000000014901","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","43","187458","0.0-2.0-14.1-2.1","battery-v0.2","","","225.39999999850988","&#9789;","elianto","#f73b6a7A","32","32","1","0","1076.800000000745","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","44","190477","0.0-2.0-14.1-3.1","battery-v0.2","","","158.19999999925494","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1010.1999999992549","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","45","193552","0.0-2.0-14.1-4.1","battery-v0.2","","","216.69999999925494","&#9789;","elianto","#f73b6a7A","32","32","1","0","1068.199999999255","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","46","193555","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","47","204097","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6554.10000000149},{""page_index"":1,""viewing_time"":2071.099999997765},{""page_index"":2,""viewing_time"":665.5},{""page_index"":3,""viewing_time"":635.1000000014901},{""page_index"":4,""viewing_time"":614.6000000014901}]","10541","","","","","","","","","","","","","","","",""
"pit-comprehension","48","206483","0.0-2.0-17.0-0.0","battery-v0.2","","","2381.60000000149","","","","","","","","","","","","","","","SPACE","0"
"pit-instructions","49","207630","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1123.1000000014901}]","1123.8999999985099","","","","","","","","","","","","","","","",""
"pit-comprehension","50","211849","0.0-2.0-18.0-0.0","battery-v0.2","","","4214.199999999255","","","","","","","","","","","","","","","10","0"
"pit-instructions","51","212768","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":899.4000000022352}]","900.2000000029802","","","","","","","","","","","","","","","",""
"pit-comprehension","52","216169","0.0-2.0-19.0-0.0","battery-v0.2","","","3397.300000000745","","","","","","","","","","","","","","","0","0"
"pit-instructions","53","217019","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":834}]","835.4000000022352","","","","","","","","","","","","","","","",""
"pit-comprehension","54","228291","0.0-2.0-20.0-0.0","battery-v0.2","","","11268.10000000149","","","","","","","","","","","","","","","False","1"
"pit-instructions","55","428901","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":200589.90000000224}]","200590.70000000298","","","","","","","","","","","","","","","",""
"pit-instructions","56","429974","0.0-2.0-20.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1069.699999999255}]","1070.199999999255","","","","","","","","","","","","","","","",""
"pit-comprehension","57","437683","0.0-2.0-20.1-0.1","battery-v0.2","","","7705.300000000745","","","","","","","","","","","","","","","True","0"
"pit-instructions","58","438614","0.0-2.0-20.1-1.1","battery-v0.2","","[{""page_index"":0,""viewing_time"":911.6000000014901}]","912.1999999992549","","","","","","","","","","","","","","","",""
"pit-comprehension","59","444837","0.0-2.0-21.0-0.0","battery-v0.2","","","6219.89999999851","","","","","","","","","","","","","","","True","0"
"pit-instructions","60","445539","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":681.3000000007451}]","681.9000000022352","","","","","","","","","","","","","","","",""
"pit-comprehension","61","450329","0.0-2.0-22.0-0.0","battery-v0.2","","","4785.400000002235","","","","","","","","","","","","","","","True","0"
"pit-instructions","62","451291","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":942.6999999992549}]","943.1999999992549","","","","","","","","","","","","","","","",""
