"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId"
"pit-trial","23","125507","0.0-2.0-5.0-3.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","24","132307","0.0-2.0-5.0-4.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","25","138508","0.0-2.0-5.1-0.1","battery-v0.2","","","-1","&#9784;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","26","144508","0.0-2.0-5.1-1.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","27","150507","0.0-2.0-5.1-2.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","28","156508","0.0-2.0-5.1-3.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","29","162507","0.0-2.0-5.1-4.1","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","30","168508","0.0-2.0-5.2-0.2","battery-v0.2","","","-1","&#9784;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","31","175537","0.0-2.0-5.2-1.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","32","181793","0.0-2.0-5.2-2.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","33","188819","0.0-2.0-5.2-3.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","34","195508","0.0-2.0-5.2-4.2","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","35","201508","0.0-2.0-5.3-0.3","battery-v0.2","","","-1","&#9784;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","36","208873","0.0-2.0-5.3-1.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","37","216716","0.0-2.0-5.3-2.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","38","224731","0.0-2.0-5.3-3.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","39","231507","0.0-2.0-5.3-4.3","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","40","237938","0.0-2.0-5.4-0.4","battery-v0.2","","","-1","&#9784;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","41","244507","0.0-2.0-5.4-1.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","42","250508","0.0-2.0-5.4-2.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","43","257996","0.0-2.0-5.4-3.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
"pit-trial","44","265393","0.0-2.0-5.4-4.4","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999"
