"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value"
"pavlovia","0","17","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","",""
"pit-instructions","1","10722","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7400.800000190735},{""page_index"":1,""viewing_time"":199.89999985694885},{""page_index"":2,""viewing_time"":166.10000014305115},{""page_index"":3,""viewing_time"":200.79999995231628},{""page_index"":4,""viewing_time"":182.59999990463257},{""page_index"":5,""viewing_time"":200.5},{""page_index"":6,""viewing_time"":183.5},{""page_index"":7,""viewing_time"":183},{""page_index"":8,""viewing_time"":200.20000004768372},{""page_index"":9,""viewing_time"":182.70000004768372},{""page_index"":10,""viewing_time"":201.39999985694885},{""page_index"":11,""viewing_time"":199.20000004768372},{""page_index"":12,""viewing_time"":183.60000014305115},{""page_index"":13,""viewing_time"":200.59999990463257},{""page_index"":14,""viewing_time"":198.59999990463257},{""page_index"":15,""viewing_time"":201.5},{""page_index"":16,""viewing_time"":200.10000014305115},{""page_index"":17,""viewing_time"":216.70000004768372}]","10702.700000047684","","","","","","","","","","","","","",""
"pit-trial","2","13803","0.0-1.0-1.0-0.0","battery-v0.2","","227.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","1077.2999999523163","1","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","3","16963","0.0-1.0-1.0-1.0","battery-v0.2","","306.09999990463257","&#9776;","elianto","#3366ff99","32","32","1","+10","807.6000001430511,1156.7000000476837","2","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","4","22032","0.0-1.0-1.0-2.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","5","26885","0.0-1.0-1.0-3.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","6","31742","0.0-1.0-1.0-4.0","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","7","36603","0.0-1.0-1.1-0.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","8","41455","0.0-1.0-1.1-1.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","9","46311","0.0-1.0-1.1-2.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","10","51171","0.0-1.0-1.1-3.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","11","56029","0.0-1.0-1.1-4.1","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","12","60885","0.0-1.0-1.2-0.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","13","65745","0.0-1.0-1.2-1.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","14","70601","0.0-1.0-1.2-2.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","15","75457","0.0-1.0-1.2-3.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","16","80313","0.0-1.0-1.2-4.2","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","17","85168","0.0-1.0-1.3-0.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","18","90023","0.0-1.0-1.3-1.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","19","94878","0.0-1.0-1.3-2.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","20","99732","0.0-1.0-1.3-3.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","21","104590","0.0-1.0-1.3-4.3","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","22","109444","0.0-1.0-1.4-0.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","23","114301","0.0-1.0-1.4-1.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","24","119154","0.0-1.0-1.4-2.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
"pit-trial","25","124007","0.0-1.0-1.4-3.4","battery-v0.2","","-1","&#9776;","elianto","#3366ff99","32","-1","0","+10","","0","0","1","12ee95e0e8737a0304baac70a&order=3&STUDY_ID=61caf6d05e4609be7bf98488","999",""
