"trial_type","trial_index","time_elapsed","internal_node_id","task_version","rune","rune_set","hex","correct","choice","rt","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","50","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","",""
"pit-trial","1","4557","0.0-1.0","battery-v0.2","K","elianto","#f73b6a7A","-1","-1","-1","1","0","","0","3&age=998&participant_ID=5&order=1","3","256","8","4","lose","no-go","0"
